Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles,Team
Evan McPherson,#02,K,17.0,154.0,0.0,82.0,0.0,0.0,0.0,72.0,61.0,78.7,-,84.4,0 (0),0.0,0.0,0.0,cincinnati-bengals
Cal Adomitis,#48,LS,17.0,148.0,0.0,0.0,0.0,76.0,0.0,72.0,76.7,-,-,-,0 (0),2.0,2.0,0.0,cincinnati-bengals
Brad Robbins,#10,P,17.0,148.0,0.0,0.0,0.0,76.0,0.0,72.0,64.0,-,56.7,-,1 (0),1.0,0.0,0.0,cincinnati-bengals
