DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
1.0,Trey Hendrickson,#91,ED,17.0,499.0,469.0,94.0,90.7,4 (0),79.0,20.0,10.0,49.0,11.2,20.8,1.0,226.0,220.0,97.3,91.0,47.0,14.0,7.0,26.0,15.1,26.7,0.0
2.0,DJ Reader,#98,DI,13.0,318.0,314.0,98.7,79.1,2 (0),34.0,2.0,5.0,27.0,6.1,12.9,0.0,131.0,130.0,99.2,80.8,18.0,1.0,3.0,14.0,8.1,15.3,0.0
3.0,Nick Scott,#33,S,17.0,388.0,28.0,7.2,75.0,1 (0),5.0,0.0,1.0,4.0,9.3,7.4,0.0,170.0,11.0,6.5,85.7,3.0,0.0,1.0,2.0,15.0,20.0,0.0
4.0,Akeem Davis-Gaither,#59,LB,11.0,48.0,8.0,16.7,69.8,0 (0),0.0,0.0,0.0,0.0,0.0,33.3,0.0,16.0,3.0,18.8,81.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5.0,Jordan Battle,#27,S,17.0,305.0,22.0,7.2,69.6,0 (0),7.0,2.0,1.0,4.0,21.4,0.0,0.0,116.0,6.0,5.2,75.9,4.0,1.0,1.0,2.0,41.7,0.0,0.0
6.0,Dax Hill,#23,S,17.0,676.0,27.0,4.0,67.2,4 (1),11.0,2.0,3.0,6.0,25.0,7.7,0.0,283.0,8.0,2.8,65.9,4.0,0.0,0.0,4.0,28.6,28.6,0.0
7.0,B.J. Hill,#92,DI,17.0,507.0,499.0,98.4,65.8,3 (0),42.0,5.0,14.0,23.0,5.0,8.2,1.0,222.0,219.0,98.6,73.6,31.0,4.0,11.0,16.0,8.7,13.4,0.0
8.0,Myles Murphy,#99,ED,17.0,179.0,165.0,92.2,64.3,1 (0),15.0,3.0,0.0,12.0,5.7,12.7,0.0,79.0,76.0,96.2,67.8,9.0,2.0,0.0,7.0,7.6,19.4,0.0
9.0,Joseph Ossai,#58,ED,14.0,117.0,109.0,93.2,64.1,0 (0),11.0,1.0,6.0,4.0,5.9,13.7,0.0,51.0,51.0,100.0,59.1,6.0,1.0,2.0,3.0,7.6,15.2,0.0
10.0,Germaine Pratt,#57,LB,17.0,583.0,53.0,9.1,63.5,1 (0),12.0,3.0,0.0,9.0,15.6,4.2,0.0,220.0,14.0,6.4,53.6,4.0,1.0,0.0,3.0,20.8,8.3,0.0
11.0,Cam Sample,#96,ED,17.0,220.0,208.0,94.5,62.4,1 (0),22.0,2.0,5.0,15.0,6.0,9.0,1.0,100.0,98.0,98.0,61.7,10.0,1.0,2.0,7.0,5.9,10.8,1.0
