DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
12.0,Mike Hilton,#21,CB,17.0,591.0,51.0,8.6,61.7,2 (2),6.0,2.0,1.0,3.0,8.3,2.1,1.0,271.0,15.0,5.5,75.6,2.0,1.0,1.0,0.0,11.5,0.0,1.0
13.0,Logan Wilson,#55,LB,17.0,666.0,55.0,8.3,60.1,1 (0),9.0,2.0,2.0,5.0,10.8,3.9,0.0,278.0,31.0,11.2,66.9,7.0,2.0,2.0,3.0,16.7,3.7,0.0
14.0,Markus Bailey,#51,LB,4.0,13.0,1.0,7.7,60.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
15.0,Joe Bachie,#49,LB,4.0,6.0,2.0,33.3,59.6,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
16.0,Sam Hubbard,#94,ED,15.0,463.0,409.0,88.3,57.5,3 (0),40.0,6.0,13.0,21.0,5.9,8.2,0.0,194.0,183.0,94.3,61.3,28.0,5.0,11.0,12.0,9.6,11.0,0.0
17.0,Chidobe Awuzie,#22,CB,15.0,449.0,3.0,0.7,56.2,4 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
18.0,Josh Tupou,#68,DI,14.0,137.0,137.0,100.0,55.7,0 (0),6.0,0.0,2.0,4.0,2.3,4.5,0.0,41.0,41.0,100.0,58.0,3.0,0.0,1.0,2.0,3.8,7.5,0.0
19.0,Jay Tufele,#97,DI,8.0,42.0,42.0,100.0,54.3,0 (0),1.0,0.0,0.0,1.0,1.2,2.4,0.0,12.0,12.0,100.0,59.0,1.0,0.0,0.0,1.0,4.2,8.3,0.0
20.0,Zach Carter,#95,DI,17.0,259.0,259.0,100.0,53.9,1 (0),13.0,0.0,1.0,12.0,2.6,4.4,1.0,74.0,74.0,100.0,53.5,6.0,0.0,0.0,6.0,4.3,10.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
