OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
16.0,Jackson Carman,#79,T,1.0,12,12,100.0,7.0,5.0,56.6,57.7,48.5,5.0,100.0,0.0,0.0,1.0,1.0,90.0,0 (0),12,0,0,0,0,0.0
17.0,Cordell Volson,#67,G,17.0,"1,087","1,087",100.0,357.0,730.0,58.3,64.0,46.7,694.0,100.0,5.0,6.0,27.0,38.0,96.9,3 (1),0,"1,087",0,0,0,0.0
18.0,Cody Ford,#61,G,12.0,78,76,97.4,45.0,31.0,53.9,58.1,41.5,30.0,93.8,0.0,0.0,2.0,2.0,96.7,0 (0),18,0,0,21,0,38.0
19.0,Joe Mixon,#28,HB,17.0,751,99,13.2,28.0,71.0,71.1,59.9,29.7,70.0,15.8,1.0,3.0,4.0,8.0,93.6,2 (1),0,0,0,0,0,0.0
20.0,Chase Brown,#30,HB,11.0,93,13,14.0,5.0,8.0,63.9,58.7,26.7,6.0,14.6,0.0,0.0,0.0,0.0,100.0,1 (0),0,0,0,0,0,0.0
21.0,Chris Evans,#25,HB,7.0,24,4,16.7,2.0,2.0,51.9,60.0,13.6,1.0,5.9,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0,0,0,0.0
22.0,Stanley Morgan,#17,WR,1.0,4,1,25.0,1.0,0.0,54.5,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,0.0
22.0,Kwamie Lassiter II,#18,WR,1.0,5,3,60.0,3.0,0.0,58.4,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,0.0
22.0,A.J. McCarron,#04,QB,2.0,17,10,58.8,10.0,0.0,59.0,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,0.0
22.0,Charlie Jones,#15,WR,8.0,44,12,27.3,12.0,0.0,65.8,37.6,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,0.0
22.0,Andrei Iosivas,#80,WR,16.0,266,107,40.2,107.0,0.0,61.2,54.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (1),0,0,0,0,0,3.0
22.0,Joe Burrow,#09,QB,10.0,602,163,27.1,163.0,0.0,77.9,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,5 (0),0,0,0,0,0,0.0
22.0,Ja'Marr Chase,#01,WR,16.0,889,255,28.7,255.0,0.0,85.3,45.1,-,0.0,0.0,0.0,0.0,0.0,0.0,,2 (1),0,0,0,0,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
