DEFENSE-RUN_2023_DEFENSE-RUN_2023_Rank,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Player,DEFENSE-RUN_2023_DEFENSE-RUN_2023_JerseyNumber,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Position,DEFENSE-RUN_2023_DEFENSE-RUN_2023_GamesPlayed,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseSnaps,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseGrade,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAssists,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTacklePercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStops,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStopPercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseForcedFumbles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAverageDepthOfTackle,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefensePenalties
1.0,Jordan Battle,#27,S,15.0,219.0,81.3,31.0,11.0,3.0,6.7,15.0,6.9,0.0,7.6,0 (0)
2.0,DJ Reader,#98,DI,14.0,217.0,75.3,27.0,5.0,4.0,11.1,18.0,8.4,0.0,2.0,2 (0)
3.0,Markus Bailey,#51,LB,7.0,16.0,73.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0 (0)
4.0,Jalen Davis,#35,CB,7.0,18.0,72.4,1.0,0.0,0.0,0.0,1.0,5.6,0.0,1.0,0 (0)
5.0,Dax Hill,#23,S,17.0,413.0,70.9,40.0,13.0,5.0,8.6,16.0,3.9,0.0,8.2,4 (1)
6.0,Joe Bachie,#49,LB,3.0,4.0,68.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0 (0)
7.0,Chidobe Awuzie,#22,CB,15.0,273.0,68.0,13.0,9.0,2.0,8.3,5.0,1.9,0.0,6.2,4 (0)
8.0,Logan Wilson,#55,LB,17.0,402.0,66.5,37.0,21.0,3.0,4.9,19.0,4.8,0.0,5.2,1 (0)
9.0,DJ Turner II,#20,CB,16.0,309.0,64.4,12.0,1.0,1.0,7.1,5.0,1.7,0.0,8.3,4 (1)
10.0,Joseph Ossai,#58,ED,11.0,60.0,64.2,5.0,2.0,2.0,22.2,4.0,6.8,0.0,1.0,0 (0)
10.0,Mike Hilton,#21,CB,17.0,285.0,64.2,23.0,9.0,8.0,20.0,15.0,5.4,0.0,2.9,2 (2)
12.0,B.J. Hill,#92,DI,17.0,269.0,63.3,28.0,16.0,3.0,6.4,18.0,6.8,0.0,2.3,3 (0)
13.0,Cam Sample,#96,ED,17.0,155.0,61.8,17.0,4.0,1.0,4.5,10.0,6.6,0.0,3.9,1 (0)
14.0,Sam Hubbard,#94,ED,15.0,250.0,61.1,26.0,13.0,4.0,9.3,19.0,7.8,0.0,3.1,3 (0)
15.0,Sidney Jones IV,#24,CB,2.0,9.0,60.4,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
16.0,DJ Ivey,#38,CB,3.0,7.0,60.2,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
17.0,Devin Harper,#56,LB,1.0,1.0,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
18.0,Akeem Davis-Gaither,#59,LB,11.0,50.0,57.3,5.0,3.0,0.0,0.0,1.0,2.0,0.0,3.8,0 (0)
18.0,Germaine Pratt,#57,LB,17.0,392.0,57.3,34.0,27.0,7.0,10.3,20.0,5.2,1.0,4.2,1 (0)
20.0,Nick Scott,#33,S,12.0,181.0,53.6,16.0,11.0,5.0,15.6,7.0,3.9,0.0,6.1,1 (0)
21.0,Trey Hendrickson,#91,ED,17.0,243.0,51.0,15.0,2.0,3.0,15.0,13.0,5.4,0.0,0.5,4 (0)
22.0,Myles Murphy,#99,ED,16.0,125.0,50.3,6.0,5.0,2.0,15.4,5.0,4.1,0.0,3.2,1 (0)
22.0,Josh Tupou,#68,DI,14.0,150.0,50.3,13.0,5.0,2.0,10.0,9.0,6.2,0.0,3.2,0 (0)
24.0,Zach Carter,#95,DI,17.0,241.0,49.1,15.0,7.0,1.0,4.3,9.0,3.8,1.0,2.9,1 (0)
25.0,Jay Tufele,#97,DI,9.0,54.0,47.2,4.0,5.0,1.0,10.0,1.0,1.9,0.0,6.5,0 (0)
26.0,Cam Taylor-Britt,#29,CB,12.0,233.0,46.7,11.0,3.0,4.0,22.2,2.0,0.9,0.0,8.0,5 (2)
,,,,,,,,,,,,,,,
