player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Joe Burrow,2023,5,275.0,55.0,219.01,0.245,312.433274,62.486655,248.821859,00-0036442,2023,CIN,QB,QB,9.0,1996-12-10,CIN,1.0,27.0
A.J. McCarron,2023,1,1.165,1.165,0.0,0.005,1.323581,1.323581,0.0,00-0031288,2023,CIN,QB,QB,4.0,1990-09-13,CIN,164.0,33.0
Reid Sinnett,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0036052,2023,CIN,QB,QB,7.0,1997-02-05,,,27.0
Jake Browning,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,00-0035100,2023,CIN,QB,QB,6.0,1996-04-11,,,28.0
Joe Mixon,2023,2,11.5,5.75,4.128,0.026,13.065391,6.532696,4.689907,00-0033897,2023,CIN,RB,RB,28.0,1996-07-24,CIN,48.0,27.0
Trayveon Williams,2023,1,1.2325,1.2325,0.0525,0.005,1.400269,1.400269,0.059646,00-0035291,2023,CIN,RB,RB,32.0,1997-10-18,CIN,182.0,26.0
Chris Evans,2021,4,3.652888,0.913222,0.172888,0.005,5.112042,1.27801,0.241948,00-0036857,2023,CIN,RB,RB,25.0,1997-10-05,CIN,202.0,26.0
Demetric Felton,2023,1,0.216,0.216,0.0,0.001,0.245402,0.245402,0.0,00-0036654,2023,CIN,RB,RB,34.0,1998-07-16,CLE,211.0,25.0
Chase Brown,2023,4,4.126156,1.031539,0.286156,0.005,4.687812,1.171953,0.325108,00-0038597,2023,CIN,RB,RB,30.0,2000-03-21,CIN,163.0,24.0
Calvin Tyler,2023,3,2.7,0.9,0.005,0.004,3.067527,1.022509,0.005681,00-0038898,2023,CIN,RB,RB,36.0,,,,
Tyler Boyd,2019,4,43.0,10.75,11.0,0.057,58.353879,14.58847,14.927736,00-0033009,2023,CIN,WR,WR,83.0,1994-11-15,CIN,55.0,29.0
Ja'Marr Chase,2021,4,30.819642,7.704911,30.819642,0.042,43.130611,10.782654,43.130611,00-0036900,2023,CIN,WR,WR,1.0,2000-03-01,CIN,5.0,24.0
Tee Higgins,2020,4,8.686788,2.171697,6.752255,0.011,11.193772,2.798443,8.700938,00-0036410,2023,CIN,WR,WR,5.0,1999-01-18,CIN,33.0,25.0
Stanley Morgan,2023,1,0.435,0.435,0.0,0.002,0.494213,0.494213,0.0,00-0035399,2023,CIN,WR,WR,17.0,1996-09-07,,,27.0
Charlie Jones,2023,4,4.518776,1.129694,0.678776,0.005,5.133876,1.283469,0.771172,00-0038576,2023,CIN,WR,WR,15.0,1998-10-29,CIN,131.0,25.0
