Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Charlie Jones,#15,WR,11.0,76.2,23.0,58.8,0.0,0.0,0.0,,0.0,0.0,0.0,82.5,23.0,248.0,11.0,81.0,10.8,1.0,0.0
Chris Evans,#25,HB,8.0,62.5,2.0,62.3,2.0,45.0,27.0,22.5,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Mitchell Wilcox,#84,TE,17.0,61.2,1.0,61.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Andrei Iosivas,#80,WR,16.0,60.2,1.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,60.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trenton Irwin,#16,WR,16.0,56.7,11.0,59.9,1.0,8.0,8.0,8.0,0.0,0.0,0.0,55.6,10.0,98.0,5.0,28.0,9.8,0.0,0.0
Trayveon Williams,#32,HB,17.0,56.5,12.0,56.9,12.0,290.0,46.0,24.2,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Chase Brown,#30,HB,12.0,54.9,2.0,55.4,2.0,44.0,27.0,22.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,
