SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Rank,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Player,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_JerseyNumber,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Position,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_GamesPlayed,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsTotalSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickReturnSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickCoverageSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntReturnSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntCoverageSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalBlockSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalKickSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsOverallGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickoffGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPenalties,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsTackles,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsAssists,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsMissedTackles
21.0,Chidobe Awuzie,#22,CB,14.0,56.0,0.0,0.0,1.0,0.0,55.0,0.0,62.4,-,-,-,0 (0),0.0,0.0,0.0
22.0,Logan Wilson,#55,LB,16.0,78.0,1.0,0.0,7.0,0.0,70.0,0.0,62.3,-,-,-,0 (0),0.0,0.0,0.0
23.0,Cordell Volson,#67,G,17.0,72.0,0.0,0.0,0.0,0.0,0.0,72.0,62.2,-,-,-,0 (0),0.0,0.0,0.0
24.0,Jonah Williams,#73,T,17.0,72.0,0.0,0.0,0.0,0.0,0.0,72.0,62.1,-,-,-,0 (0),0.0,0.0,0.0
25.0,Trey Hendrickson,#91,ED,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,61.5,-,-,-,0 (0),0.0,0.0,0.0
26.0,B.J. Hill,#92,DI,16.0,77.0,0.0,0.0,7.0,0.0,70.0,0.0,61.4,-,-,-,0 (0),0.0,0.0,0.0
27.0,Charlie Jones,#15,WR,11.0,52.0,4.0,0.0,48.0,0.0,0.0,0.0,61.2,58.8,82.5,-,0 (0),0.0,0.0,0.0
28.0,Evan McPherson,#02,K,17.0,154.0,0.0,82.0,0.0,0.0,0.0,72.0,61.0,78.7,-,84.4,0 (0),0.0,0.0,0.0
29.0,Nick Scott,#33,S,17.0,190.0,37.0,32.0,28.0,28.0,65.0,0.0,60.9,-,-,-,0 (0),0.0,0.0,0.0
29.0,Trenton Irwin,#16,WR,8.0,22.0,2.0,0.0,20.0,0.0,0.0,0.0,60.9,59.9,55.6,-,0 (0),0.0,0.0,0.0
31.0,Mike Hilton,#21,CB,1.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,60.6,-,-,-,0 (0),0.0,0.0,0.0
32.0,Cam Taylor-Britt,#29,CB,2.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,60.5,-,-,-,0 (0),0.0,0.0,0.0
33.0,Tanner Hudson,#87,TE,7.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
34.0,Tee Higgins,#05,WR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
34.0,Jackson Carman,#79,T,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
34.0,Tyler Boyd,#83,WR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
37.0,Dax Hill,#23,S,17.0,82.0,0.0,9.0,0.0,0.0,73.0,0.0,59.9,-,-,-,0 (0),0.0,0.0,0.0
38.0,Myles Murphy,#99,ED,17.0,88.0,0.0,0.0,16.0,0.0,72.0,0.0,59.8,-,-,-,0 (0),0.0,0.0,0.0
39.0,Jalen Davis,#35,CB,16.0,198.0,0.0,78.0,66.0,6.0,48.0,0.0,59.7,-,-,-,1 (0),1.0,1.0,0.0
40.0,Jay Tufele,#97,DI,4.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,59.1,-,-,-,0 (0),0.0,0.0,0.0
41.0,Stanley Morgan,#17,WR,3.0,52.0,13.0,12.0,13.0,14.0,0.0,0.0,58.8,-,-,-,2 (1),0.0,0.0,0.0
42.0,Zach Carter,#95,DI,16.0,76.0,0.0,0.0,7.0,0.0,69.0,0.0,58.7,-,-,-,0 (0),0.0,0.0,0.0
42.0,Trayveon Williams,#32,HB,17.0,294.0,88.0,82.0,48.0,76.0,0.0,0.0,58.7,56.9,-,-,0 (0),2.0,0.0,2.0
42.0,Sidney Jones IV,#24,CB,2.0,21.0,0.0,9.0,12.0,0.0,0.0,0.0,58.7,-,-,-,0 (0),0.0,0.0,0.0
45.0,DJ Reader,#98,DI,13.0,51.0,0.0,0.0,6.0,0.0,45.0,0.0,58.5,-,-,-,0 (0),0.0,0.0,0.0
46.0,Josh Tupou,#68,DI,11.0,34.0,0.0,0.0,1.0,0.0,27.0,6.0,58.3,-,-,-,0 (0),0.0,0.0,0.0
47.0,Joseph Ossai,#58,ED,3.0,7.0,3.0,0.0,3.0,0.0,1.0,0.0,57.5,-,-,-,0 (0),0.0,0.0,0.0
48.0,Mitchell Wilcox,#84,TE,17.0,316.0,88.0,55.0,25.0,76.0,0.0,72.0,56.8,61.2,-,-,1 (0),3.0,0.0,0.0
49.0,Orlando Brown Jr.,#75,T,17.0,71.0,0.0,0.0,0.0,0.0,0.0,71.0,56.7,-,-,-,1 (0),0.0,0.0,0.0
50.0,DJ Turner II,#20,CB,13.0,84.0,0.0,29.0,26.0,0.0,29.0,0.0,53.9,-,-,-,0 (0),0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,
