Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
Elgton Jenkins,#74,G,3.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,60.9,-,-,-,0 (0),0.0,0.0,0.0
Darnell Savage,#26,S,7.0,58.0,1.0,29.0,5.0,0.0,23.0,0.0,60.8,-,-,-,0 (0),1.0,0.0,0.0
Kyu Blu Kelly,#24,CB,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,60.5,-,-,-,0 (0),0.0,0.0,0.0
Jaire Alexander,#23,CB,5.0,13.0,1.0,0.0,2.0,0.0,10.0,0.0,60.5,-,-,-,0 (0),0.0,0.0,0.0
Kiondre Thomas,#43,CB,1.0,11.0,7.0,3.0,1.0,0.0,0.0,0.0,60.4,-,-,-,0 (0),0.0,0.0,0.0
David Long Jr.,#30,CB,3.0,14.0,0.0,13.0,1.0,0.0,0.0,0.0,60.4,-,-,-,0 (0),0.0,0.0,0.0
Corey Ballentine,#35,CB,14.0,141.0,36.0,47.0,36.0,22.0,0.0,0.0,60.2,-,-,-,1 (0),3.0,1.0,2.0
Kenny Clark,#97,DI,5.0,30.0,0.0,0.0,3.0,0.0,27.0,0.0,60.2,-,-,-,0 (0),0.0,0.0,0.0
Dontayvion Wicks,#13,WR,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
Caleb Jones,#72,T,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Samori Toure,#83,WR,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,-,53.3,-,0 (0),0.0,0.0,0.0
Emanuel Wilson,#31,HB,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,59.4,-,-,-,0 (0),0.0,0.0,0.0
Romeo Doubs,#87,WR,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,58.8,-,-,-,0 (0),0.0,0.0,0.0
Keisean Nixon,#25,CB,19.0,216.0,92.0,31.0,23.0,4.0,66.0,0.0,58.3,61.7,59.0,-,0 (0),1.0,0.0,0.0
Lukas Van Ness,#90,ED,17.0,115.0,0.0,0.0,48.0,8.0,59.0,0.0,55.9,-,-,-,1 (0),0.0,0.0,0.0
Malik Heath,#18,WR,11.0,71.0,45.0,24.0,1.0,1.0,0.0,0.0,55.7,59.9,-,-,0 (0),2.0,0.0,0.0
Patrick Taylor,#27,HB,13.0,124.0,61.0,30.0,0.0,33.0,0.0,0.0,55.2,-,-,-,0 (0),1.0,1.0,1.0
Eric Stokes,#21,CB,1.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,53.8,-,-,-,0 (0),0.0,0.0,0.0
Zayne Anderson,#39,S,12.0,152.0,53.0,69.0,19.0,11.0,0.0,0.0,52.2,-,-,-,0 (0),4.0,1.0,2.0
Innis Gaines,#38,CB,4.0,59.0,10.0,21.0,13.0,15.0,0.0,0.0,52.1,-,-,-,1 (0),2.0,1.0,2.0
Rasul Douglas,#29,CB,7.0,75.0,1.0,30.0,9.0,0.0,35.0,0.0,51.0,-,-,-,1 (0),0.0,0.0,0.0
Josiah Deguara,#81,TE,17.0,239.0,83.0,64.0,23.0,45.0,0.0,24.0,50.2,-,-,-,1 (0),4.0,1.0,2.0
Dallin Leavitt,#06,S,10.0,192.0,51.0,45.0,31.0,42.0,23.0,0.0,50.0,-,-,-,4 (1),0.0,1.0,1.0
Anders Carlson,#17,K,19.0,183.0,0.0,99.0,0.0,0.0,0.0,84.0,49.5,68.8,-,42.4,1 (0),0.0,0.0,0.0
Henry Pearson,#44,FB,2.0,22.0,8.0,12.0,2.0,0.0,0.0,0.0,49.3,-,-,-,1 (0),0.0,0.0,0.0
Jayden Reed,#11,WR,17.0,51.0,10.0,0.0,41.0,0.0,0.0,0.0,48.7,70.1,55.7,-,0 (0),0.0,0.0,0.0
Quay Walker,#07,LB,14.0,62.0,0.0,0.0,12.0,12.0,38.0,0.0,48.4,-,-,-,1 (0),0.0,0.0,0.0
Kingsley Enagbare,#55,ED,18.0,200.0,17.0,3.0,59.0,49.0,72.0,0.0,48.0,-,-,-,4 (1),2.0,1.0,0.0
Rudy Ford,#20,S,7.0,52.0,0.0,30.0,12.0,10.0,0.0,0.0,46.8,-,-,-,1 (0),2.0,0.0,0.0
Bo Melton,#80,WR,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,46.6,-,-,-,0 (0),1.0,0.0,0.0
Anthony Johnson Jr.,#36,S,10.0,70.0,12.0,52.0,6.0,0.0,0.0,0.0,43.0,-,-,-,1 (0),2.0,1.0,0.0
Benny Sapp III,#48,S,5.0,40.0,11.0,29.0,0.0,0.0,0.0,0.0,42.2,-,-,-,0 (0),2.0,0.0,0.0
Matt Orzech,#42,LS,19.0,146.0,0.0,0.0,0.0,62.0,0.0,84.0,35.6,-,-,-,0 (0),0.0,0.0,0.0
