Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
Colby Wooden,#96,DI,14.0,60.0,0.0,0.0,18.0,0.0,42.0,0.0,90.3,-,-,-,0 (0),0.0,0.0,0.0
Tucker Kraft,#85,TE,19.0,222.0,93.0,2.0,27.0,47.0,0.0,53.0,80.6,-,-,-,0 (0),2.0,0.0,0.0
Karl Brooks,#94,DI,19.0,120.0,0.0,0.0,42.0,0.0,78.0,0.0,79.9,-,-,-,0 (0),0.0,0.0,0.0
Yosh Nijman,#73,T,19.0,119.0,0.0,0.0,0.0,0.0,38.0,81.0,79.4,-,-,-,0 (0),0.0,0.0,0.0
Eric Wilson,#45,LB,19.0,345.0,93.0,99.0,50.0,62.0,41.0,0.0,76.6,-,-,-,1 (0),8.0,2.0,1.0
Kristian Welch,#54,LB,16.0,237.0,75.0,81.0,30.0,49.0,2.0,0.0,75.1,-,-,-,0 (0),6.0,1.0,1.0
Robert Rochell,#22,CB,11.0,141.0,34.0,62.0,20.0,25.0,0.0,0.0,70.1,-,-,-,0 (0),2.0,0.0,1.0
AJ Dillon,#28,HB,7.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,69.9,-,-,-,0 (0),0.0,0.0,0.0
Jonathan Owens,#34,S,19.0,263.0,34.0,99.0,31.0,44.0,55.0,0.0,68.4,-,-,-,2 (0),9.0,2.0,1.0
Justin Hollins,#58,ED,4.0,20.0,1.0,0.0,15.0,1.0,3.0,0.0,68.0,-,-,-,0 (0),0.0,0.0,0.0
Isaiah McDuffie,#58,LB,18.0,222.0,49.0,67.0,21.0,59.0,26.0,0.0,67.7,-,-,-,0 (0),6.0,0.0,0.0
Ben Sims,#89,TE,17.0,105.0,79.0,0.0,15.0,3.0,0.0,8.0,66.5,-,-,-,0 (0),0.0,0.0,0.0
Carrington Valentine,#37,CB,19.0,113.0,11.0,21.0,30.0,8.0,43.0,0.0,65.1,-,-,-,0 (0),1.0,0.0,2.0
Luke Musgrave,#88,TE,11.0,75.0,35.0,0.0,0.0,4.0,0.0,36.0,65.0,61.2,-,-,0 (0),0.0,0.0,0.0
Josh Myers,#71,C,18.0,77.0,0.0,0.0,0.0,0.0,0.0,77.0,64.9,-,-,-,0 (0),0.0,0.0,0.0
Royce Newman,#70,G,19.0,84.0,0.0,0.0,0.0,0.0,0.0,84.0,64.0,-,-,-,0 (0),0.0,0.0,0.0
Brenton Cox Jr.,#57,ED,3.0,8.0,2.0,0.0,6.0,0.0,0.0,0.0,63.8,-,-,-,0 (0),0.0,0.0,0.0
Daniel Whelan,#19,P,19.0,146.0,0.0,0.0,0.0,62.0,0.0,84.0,63.7,-,74.6,-,0 (0),0.0,0.0,0.0
De'Vondre Campbell,#59,LB,13.0,59.0,0.0,0.0,9.0,0.0,50.0,0.0,63.3,-,-,-,0 (0),0.0,0.0,0.0
Jon Runyan,#76,G,18.0,78.0,0.0,0.0,0.0,0.0,0.0,78.0,63.2,-,-,-,0 (0),0.0,0.0,0.0
Keshawn Banks,#51,ED,1.0,9.0,0.0,0.0,4.0,0.0,5.0,0.0,62.6,-,-,-,0 (0),0.0,0.0,0.0
Rasheed Walker,#63,T,19.0,84.0,0.0,0.0,0.0,0.0,0.0,84.0,62.3,-,-,-,0 (0),0.0,0.0,0.0
Preston Smith,#91,ED,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,62.1,-,-,-,0 (0),0.0,0.0,0.0
Zach Tom,#50,T,8.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,62.0,-,-,-,0 (0),0.0,0.0,0.0
Sean Rhyan,#75,G,5.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,61.8,-,-,-,0 (0),0.0,0.0,0.0
T.J. Slaton,#93,DI,19.0,173.0,0.0,0.0,12.0,0.0,77.0,84.0,61.7,-,-,-,0 (0),0.0,0.0,0.0
Devonte Wyatt,#95,DI,14.0,49.0,0.0,0.0,9.0,0.0,40.0,0.0,61.6,-,-,-,0 (0),0.0,0.0,0.0
