Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Rashid Shaheed,#22,WR,15.0,63.8,43.0,47.7,18.0,384.0,28.0,21.3,0.0,1.0,0.0,81.0,25.0,339.0,23.0,76.0,13.6,1.0,0.0
Lynn Bowden,#05,WR,15.0,61.8,10.0,58.7,3.0,64.0,28.0,21.3,0.0,0.0,0.0,64.2,7.0,53.0,1.0,16.0,7.6,0.0,0.0
D'Marco Jackson,#52,LB,17.0,61.2,1.0,61.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Foster Moreau,#87,TE,15.0,61.2,1.0,61.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Taysom Hill,#07,TE,16.0,56.1,1.0,56.5,1.0,18.0,18.0,18.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,
