player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Geno Smith,2023,3,75.0,25.0,40.0,0.111,85.209075,28.403025,45.44484,00-0030565,2023,SEA,QB,QB,7.0,1990-10-10,NYJ,39.0,33.0
Drew Lock,2023,1,4.0,4.0,1.75,0.018,4.544484,4.544484,1.988212,00-0035704,2023,SEA,QB,QB,2.0,1996-11-10,DEN,42.0,27.0
Holton Ahlers,2023,3,2.696,0.898667,0.001,0.004,3.062982,1.020994,0.001136,00-0038749,2023,SEA,QB,QB,15.0,1999-11-10,,,24.0
Kenneth Walker III,2022,4,8.44158,2.110395,6.14404,0.01,10.355329,2.588832,7.536925,00-0038134,2023,SEA,RB,RB,9.0,2000-10-20,SEA,41.0,23.0
Zach Charbonnet,2023,4,6.876078,1.71902,3.813333,0.008,7.812057,1.953015,4.332408,00-0039165,2023,SEA,RB,RB,26.0,2001-01-08,SEA,52.0,23.0
DeeJay Dallas,2020,4,3.7894,0.94735,0.4944,0.005,4.883011,1.220753,0.637083,00-0036425,2023,SEA,RB,RB,31.0,1998-09-16,SEA,144.0,25.0
Kenny McIntosh,2023,4,3.930852,0.982646,0.090852,0.004,4.465923,1.116405,0.103219,00-0038636,2023,SEA,RB,RB,25.0,2000-03-03,SEA,237.0,24.0
Bryant Koback,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,00-0037495,2023,SEA,RB,RB,40.0,1998-04-06,,,26.0
Wayne Taulapapa,2023,3,2.695,0.898333,0.0,0.004,3.061846,1.020615,0.0,00-0039170,2023,SEA,RB,RB,43.0,,,,
Levi Bell,2023,3,2.696,0.898667,0.001,0.004,3.062982,1.020994,0.001136,00-0038444,2023,SEA,LB,OLB,43.0,1999-08-06,,,24.0
D.K. Metcalf,2022,3,72.0,24.0,58.22,0.115,88.322767,29.440922,71.41877,00-0035640,2023,SEA,WR,WR,14.0,1997-12-14,SEA,64.0,26.0
