Player,JerseyNumber,Position,GamesPlayed,FieldGoalGrade,ExtraPointAttempts,ExtraPointMakes,ExtraPointPercentage,FieldGoalAttempts,FieldGoalMakes,FieldGoalPercentage,FieldGoalAttempts0To19Yards,FieldGoalMakes0To19Yards,FieldGoalPercentage0To19Yards,FieldGoalAttempts20To29Yards,FieldGoalMakes20To29Yards,FieldGoalPercentage20To29Yards,FieldGoalAttempts30To39Yards,FieldGoalMakes30To39Yards,FieldGoalPercentage30To39Yards,FieldGoalAttempts40To49Yards,FieldGoalMakes40To49Yards,FieldGoalPercentage40To49Yards,FieldGoalAttempts50PlusYards,FieldGoalMakes50PlusYards,FieldGoalPercentage50PlusYards
Ka'imi Fairbairn,#15,K,14.0,77.1,28.0,29.0,96.6,29.0,31.0,93.5,0.0,0.0,,11.0,11.0,100.0,10.0,10.0,100.0,2.0,3.0,66.7,6.0,7.0,85.7
Dare Ogunbowale,#33,HB,1.0,60.3,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
Matt Ammendola,#16,K,5.0,48.7,10.0,11.0,90.9,6.0,9.0,66.7,0.0,0.0,,2.0,2.0,100.0,3.0,3.0,100.0,1.0,2.0,50.0,0.0,2.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
