player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
C.J. Stroud,2023,4,36.279246,9.069812,36.279246,0.04,41.217613,10.304404,41.217613,00-0039163,2023,HOU,QB,QB,7.0,2001-10-03,HOU,2.0,22.0
Case Keenum,2023,2,6.25,3.125,4.0,0.014,7.100756,3.550378,4.544484,00-0028986,2023,HOU,QB,QB,18.0,1988-02-17,,,36.0
Tim Boyle,2023,1,1.155,1.155,0.075,0.005,1.31222,1.31222,0.085209,00-0034177,2023,HOU,QB,QB,16.0,1994-10-03,,,29.0
Davis Mills,2021,4,5.2221,1.305525,1.157892,0.007,7.308079,1.82702,1.620414,00-0036898,2023,HOU,QB,QB,10.0,1998-10-21,HOU,67.0,25.0
Devin Singletary,2023,1,2.75,2.75,2.5,0.012,3.124333,3.124333,2.840302,00-0035250,2023,HOU,RB,RB,26.0,1997-09-03,BUF,74.0,26.0
Dare Ogunbowale,2022,1,3.0,1.5,0.55,0.007,3.680115,1.840058,0.674688,00-0033854,2023,HOU,RB,RB,33.0,1994-05-04,,,29.0
Dameon Pierce,2022,4,4.500432,1.125108,0.815432,0.005,5.520703,1.380176,1.000295,00-0037258,2023,HOU,RB,RB,31.0,2000-02-19,HOU,107.0,24.0
Larry Rountree III,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0036650,2023,HOU,RB,RB,49.0,1999-02-13,LAC,198.0,25.0
Gerrid Doaks,2023,2,1.665,0.8325,0.0,0.004,1.891641,0.945821,0.0,00-0036578,2023,HOU,RB,RB,28.0,1998-06-09,MIA,244.0,25.0
J.J. Taylor,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0036096,2023,HOU,RB,RB,38.0,1998-01-04,,,26.0
Troy Hairston II,2022,3,2.585,0.861667,0.085,0.004,3.171033,1.057011,0.10427,00-0037456,2023,HOU,RB,FB,34.0,1998-12-08,,,25.0
Andrew Beck,2023,2,6.25,3.125,4.0,0.014,7.100756,3.550378,4.544484,00-0034959,2023,HOU,RB,FB,47.0,1996-05-15,,,27.0
Robert Woods,2023,2,15.25,7.625,10.0,0.034,17.325845,8.662923,11.36121,00-0030431,2023,HOU,WR,WR,2.0,1992-04-10,BUF,41.0,32.0
Adam Humphries,2023,1,1.165,1.165,0.0,0.005,1.323581,1.323581,0.0,00-0032009,2023,HOU,WR,WR,27.0,1993-06-24,,,30.0
Noah Brown,2023,1,2.6,2.6,2.25,0.012,2.953915,2.953915,2.556272,00-0033591,2023,HOU,WR,WR,85.0,1996-01-06,DAL,239.0,28.0
John Metchie III,2022,4,8.070176,2.017544,5.626046,0.01,9.899726,2.474931,6.901499,00-0037614,2023,HOU,WR,WR,8.0,2000-07-18,HOU,44.0,23.0
Nico Collins,2021,4,4.871516,1.217879,0.90292,0.007,6.817453,1.704363,1.263593,00-0036554,2023,HOU,WR,WR,12.0,1999-03-19,HOU,89.0,25.0
