Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Jakobi Meyers,#16,WR,3.0,4.0,3.0,2.0,66.7,12,4.0,1.0,0.0,69.9,80.8,70.0,82.1,0.0,0.0,0.0,0.0,10.5,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.55,1.0,2.0,113.9,6 (0)
Jimmy Garoppolo,#10,QB,7.0,191.0,169.0,110.0,65.1,"1,205",7.1,7.0,9.0,65.0,65.0,58.8,74.1,2.0,1.1,6.0,3.0,8.8,74.2,8.0,6.8,5.0,1.0,3.0,58.0,14.0,24.1,2.84,8.0,63.0,77.7,1 (0)
Aidan O'Connell,#04,QB,11.0,370.0,343.0,213.0,62.1,"2,218",6.5,12.0,7.0,65.9,64.6,61.6,72.1,12.0,3.4,10.0,2.6,8.0,74.0,20.0,8.6,8.0,3.0,16.0,122.0,24.0,19.7,2.62,0.0,107.0,83.9,2 (0)
Brian Hoyer,#07,QB,2.0,43.0,42.0,23.0,54.8,231,5.5,0.0,2.0,55.2,54.6,60.5,80.6,3.0,6.5,1.0,2.1,8.5,59.5,2.0,8.0,0.0,0.0,0.0,5.0,1.0,20.0,2.26,0.0,14.0,50.8,0 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
