DEFENSE-RUN_2023_DEFENSE-RUN_2023_Rank,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Player,DEFENSE-RUN_2023_DEFENSE-RUN_2023_JerseyNumber,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Position,DEFENSE-RUN_2023_DEFENSE-RUN_2023_GamesPlayed,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseSnaps,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseGrade,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAssists,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTacklePercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStops,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStopPercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseForcedFumbles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAverageDepthOfTackle,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefensePenalties
1.0,Maxx Crosby,#98,ED,17.0,423.0,92.7,49.0,16.0,4.0,5.8,38.0,9.4,2.0,2.3,5 (0)
2.0,Robert Spillane,#41,LB,17.0,439.0,89.0,50.0,33.0,6.0,6.7,32.0,7.6,0.0,3.8,2 (1)
3.0,Luke Masterson,#59,LB,13.0,87.0,88.7,9.0,5.0,1.0,6.7,6.0,7.5,0.0,3.2,0 (0)
4.0,Jack Jones,#18,CB,7.0,109.0,81.1,4.0,3.0,0.0,0.0,2.0,1.9,0.0,4.3,3 (1)
5.0,Nate Hobbs,#39,CB,13.0,281.0,78.8,18.0,7.0,4.0,13.8,7.0,2.6,0.0,5.9,4 (1)
6.0,Tyler Hall,#37,CB,4.0,52.0,74.7,5.0,1.0,1.0,14.3,2.0,4.1,0.0,4.0,0 (0)
7.0,Tre'von Moehrig,#25,S,17.0,439.0,73.4,33.0,6.0,4.0,9.3,9.0,2.1,0.0,9.2,2 (2)
8.0,Janarius Robinson,#97,ED,6.0,31.0,71.3,3.0,3.0,1.0,14.3,3.0,9.7,0.0,1.7,3 (1)
9.0,Isaac Rochell,#96,ED,7.0,79.0,70.9,5.0,2.0,0.0,0.0,5.0,6.6,0.0,-0.2,0 (0)
10.0,Marcus Epps,#01,S,17.0,404.0,69.7,20.0,10.0,7.0,18.9,8.0,2.1,1.0,5.9,0 (0)
