OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
12.0,Aidan O'Connell,#04,QB,11.0,640,240,37.5,239.0,1.0,65.9,60.3,61.2,1.0,0.3,0.0,0.0,0.0,0.0,100.0,2 (0),0.0,0.0,0.0,0,0.0,0.0
13.0,Hroniss Grasu,#65,C,1.0,15,15,100.0,8.0,7.0,45.7,45.7,60.2,7.0,100.0,0.0,0.0,1.0,1.0,92.9,0 (0),0.0,0.0,0.0,15,0.0,0.0
14.0,Thayer Munford Jr.,#77,T,14.0,521,521,100.0,218.0,303.0,74.1,80.4,59.2,291.0,100.0,4.0,5.0,19.0,28.0,94.5,1 (0),208.0,0.0,0.0,0,263.0,49.0
15.0,Brandon Parker,#75,T,3.0,14,14,100.0,10.0,4.0,57.4,57.3,58.0,4.0,100.0,0.0,0.0,1.0,1.0,87.5,0 (0),0.0,0.0,0.0,0,3.0,11.0
16.0,Jordan Meredith,#61,G,8.0,93,93,100.0,37.0,56.0,60.5,60.1,56.7,55.0,100.0,0.0,1.0,1.0,2.0,98.2,0 (0),0.0,86.0,0.0,6,0.0,0.0
17.0,Michael Mayer,#87,TE,14.0,602,320,53.2,260.0,60.0,58.3,47.6,51.9,57.0,17.3,0.0,4.0,2.0,6.0,94.7,4 (1),1.0,0.0,0.0,0,0.0,442.0
18.0,Josh Jacobs,#08,HB,13.0,600,114,19.0,33.0,81.0,65.0,55.3,50.9,76.0,24.1,1.0,2.0,4.0,7.0,94.7,2 (0),0.0,0.0,0.0,0,0.0,0.0
19.0,Zamir White,#35,HB,15.0,229,32,14.0,14.0,18.0,71.7,59.8,46.4,18.0,16.7,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0.0,0,0.0,0.0
20.0,Ameer Abdullah,#22,HB,17.0,215,50,23.3,2.0,48.0,55.5,60.0,17.7,46.0,24.6,2.0,1.0,7.0,10.0,87.0,0 (0),0.0,0.0,0.0,0,0.0,1.0
21.0,Cole Fotheringham,#85,TE,2.0,21,15,71.4,13.0,2.0,55.5,47.9,12.9,2.0,25.0,1.0,0.0,0.0,1.0,50.0,0 (0),0.0,0.0,0.0,0,0.0,17.0
22.0,Jacob Bobenmoyer,#50,LS,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
22.0,Adam Butler,#69,DI,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
22.0,Netane Muti,#54,G,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
22.0,Daniel Carlson,#02,K,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
22.0,DJ Turner,#19,WR,4.0,12,12,100.0,12.0,0.0,69.6,78.4,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
22.0,Zach Gentry,#88,TE,1.0,18,14,77.8,14.0,0.0,57.0,60.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,16.0
22.0,Kristian Wilkerson,#83,WR,2.0,42,14,33.3,14.0,0.0,49.5,55.6,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
22.0,Brian Hoyer,#07,QB,3.0,80,30,37.5,30.0,0.0,55.2,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
22.0,Tre Tucker,#11,WR,16.0,334,88,26.3,88.0,0.0,65.2,59.7,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0.0,0.0,0.0,0,0.0,0.0
22.0,Hunter Renfrow,#13,WR,17.0,363,92,25.3,92.0,0.0,48.6,31.3,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
22.0,Jimmy Garoppolo,#10,QB,7.0,325,109,33.5,109.0,0.0,65.0,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0.0,0.0,0.0,0,0.0,0.0
22.0,Davante Adams,#17,WR,17.0,961,356,37.0,356.0,0.0,79.1,49.4,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0.0,0.0,0.0,0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
