OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
1.0,Jakob Johnson,#45,FB,13.0,186,141,75.8,119.0,22.0,46.1,49.9,83.1,20.0,31.3,0.0,0.0,0.0,0.0,100.0,3 (0),0.0,0.0,0.0,0,0.0,15.0
2.0,Austin Hooper,#81,TE,17.0,556,275,49.5,225.0,50.0,58.2,50.6,81.5,48.0,15.3,0.0,1.0,1.0,2.0,97.9,1 (0),0.0,0.0,0.0,0,0.0,406.0
3.0,Kolton Miller,#74,T,13.0,705,705,100.0,277.0,428.0,80.2,73.3,79.3,405.0,100.0,4.0,2.0,10.0,16.0,97.5,1 (0),703.0,0.0,0.0,0,0.0,1.0
4.0,Greg Van Roten,#70,G,17.0,"1,025","1,025",100.0,399.0,626.0,75.3,68.5,77.4,598.0,100.0,5.0,3.0,13.0,21.0,97.8,0 (0),0.0,0.0,0.0,"1,024",0.0,0.0
5.0,Jakobi Meyers,#16,WR,16.0,902,340,37.7,338.0,2.0,69.9,36.7,71.8,2.0,0.4,0.0,0.0,0.0,0.0,100.0,6 (0),0.0,0.0,0.0,0,0.0,3.0
6.0,Andre James,#68,C,16.0,963,963,100.0,380.0,583.0,74.6,75.0,71.2,556.0,100.0,4.0,4.0,11.0,19.0,97.9,3 (0),0.0,0.0,963.0,0,0.0,0.0
7.0,Justin Herron,#71,T,5.0,17,17,100.0,9.0,8.0,65.1,61.6,68.7,8.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),8.0,0.0,0.0,0,0.0,8.0
8.0,Jesper Horsted,#80,TE,3.0,8,2,25.0,1.0,1.0,56.3,59.7,67.4,1.0,14.3,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0.0,0,0.0,4.0
9.0,DeAndre Carter,#03,WR,16.0,102,48,47.1,47.0,1.0,50.2,38.7,65.7,1.0,2.0,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0.0,0,0.0,1.0
10.0,Jermaine Eluemunor,#72,T,17.0,905,905,100.0,353.0,552.0,68.7,71.5,64.7,529.0,100.0,6.0,6.0,16.0,28.0,96.8,5 (1),125.0,0.0,0.0,0,779.0,0.0
11.0,Dylan Parham,#66,G,17.0,"1,042","1,042",100.0,409.0,633.0,60.4,57.6,61.8,605.0,100.0,1.0,5.0,20.0,26.0,97.8,5 (0),0.0,959.0,82.0,0,0.0,0.0
