player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Jimmy Garoppolo,2023,3,72.75,24.25,33.75,0.108,82.652802,27.550934,38.344084,00-0031345,2023,LV,QB,QB,10.0,1991-11-02,NE,62.0,32.0
Brian Hoyer,2023,2,4.5,2.25,4.205,0.01,5.112544,2.556272,4.777389,00-0026625,2023,LV,QB,QB,7.0,1985-10-13,,,38.0
Aidan O'Connell,2023,4,4.34938,1.087345,0.50938,0.005,4.941422,1.235355,0.578717,00-0038579,2023,LV,QB,QB,4.0,1998-09-01,LV,135.0,25.0
Chase Garbers,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,00-0037507,2023,LV,QB,QB,14.0,,,,
Josh Jacobs,2023,1,11.791,11.791,10.091,0.052,13.396003,13.396003,11.464597,00-0035700,2023,LV,RB,RB,8.0,1998-02-11,OAK,24.0,26.0
Brandon Bolden,2022,2,5.01,2.505,2.375,0.012,6.145793,3.072896,2.913425,00-0029239,2023,LV,RB,RB,34.0,1990-01-26,,,34.0
Ameer Abdullah,2023,1,1.75,1.75,0.5,0.008,1.988212,1.988212,0.56806,00-0032104,2023,LV,RB,RB,22.0,1993-06-13,DET,54.0,30.0
Zamir White,2022,4,4.403924,1.100981,0.743924,0.005,5.402316,1.350579,0.912575,00-0038040,2023,LV,RB,RB,35.0,1999-09-18,LV,122.0,24.0
Austin Walter,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0035187,2023,LV,RB,RB,32.0,1996-08-17,,,27.0
Brittain Brown,2022,4,3.739856,0.934964,0.079856,0.004,4.5877,1.146925,0.09796,00-0037329,2023,LV,RB,RB,38.0,1997-10-10,LV,250.0,26.0
Darwin Thompson,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0035148,2023,LV,RB,RB,30.0,1997-02-12,KC,214.0,27.0
Sincere McCormick,2023,1,0.216,0.216,0.0,0.001,0.245402,0.245402,0.0,00-0037509,2023,LV,RB,RB,47.0,2000-09-10,,,23.0
Jakob Johnson,2023,1,1.625,1.625,0.275,0.007,1.846197,1.846197,0.312433,00-0035726,2023,LV,RB,FB,45.0,1994-12-15,,,29.0
Davante Adams,2022,5,140.0,28.0,65.71,0.134,171.738713,34.347743,80.606792,00-0031381,2023,LV,WR,WR,17.0,1992-12-24,GB,53.0,31.0
Hunter Renfrow,2022,2,31.7,15.85,21.0,0.076,38.886551,19.443276,25.760807,00-0034983,2023,LV,WR,WR,13.0,1995-12-21,OAK,149.0,28.0
