RECEIVING_2023_RECEIVING_2023_Rank,RECEIVING_2023_RECEIVING_2023_Player,RECEIVING_2023_RECEIVING_2023_JerseyNumber,RECEIVING_2023_RECEIVING_2023_Position,RECEIVING_2023_RECEIVING_2023_GamesPlayed,RECEIVING_2023_RECEIVING_2023_ReceivingTargets,RECEIVING_2023_RECEIVING_2023_ReceivingReceptions,RECEIVING_2023_RECEIVING_2023_ReceivingReceptionPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYards,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingTouchdowns,RECEIVING_2023_RECEIVING_2023_ReceivingOverallGrade,RECEIVING_2023_RECEIVING_2023_ReceivingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingDrops,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingPassSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingRoutesRun,RECEIVING_2023_RECEIVING_2023_ReceivingTargetPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnapsPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlot,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlotPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWide,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWidePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInline,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInlinePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatch,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatchPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerRouteRun,RECEIVING_2023_RECEIVING_2023_ReceivingAverageDepthOfTarget,RECEIVING_2023_RECEIVING_2023_ReceivingLongestReception,RECEIVING_2023_RECEIVING_2023_ReceivingDrops.1,RECEIVING_2023_RECEIVING_2023_ReceivingDropPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingContestedTargets,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatches,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatchPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingInterceptionsThrownWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles.1,RECEIVING_2023_RECEIVING_2023_ReceivingMissedTacklesForced,RECEIVING_2023_RECEIVING_2023_ReceivingFirstDowns,RECEIVING_2023_RECEIVING_2023_ReceivingPasserRatingWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingPenalties
1.0,Davante Adams,#17,WR,17.0,171.0,103.0,60.2,"1,144",11.1,8.0,79.1,80.0,67.6,83.6,-,605.0,582.0,96.2,0.0,0.0,102.0,16.9,496.0,82.0,0.0,0.0,337.0,3.3,1.97,11.1,46.0,9.0,8.0,34.0,12.0,35.3,6.0,0.0,8.0,59.0,81.1,1 (0)
2.0,Cole Fotheringham,#85,TE,2.0,1.0,1.0,100.0,6,6.0,0.0,55.5,74.7,64.7,61.2,12.9,8.0,6.0,75.0,2.0,25.0,2.0,25.0,0.0,0.0,6.0,75.0,6.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,91.7,0 (0)
3.0,Jakobi Meyers,#16,WR,16.0,106.0,71.0,67.0,807,11.4,8.0,69.9,71.8,75.3,82.1,71.8,561.0,531.0,94.7,2.0,0.4,157.0,28.0,403.0,71.8,0.0,0.0,243.0,3.4,1.52,9.8,33.0,4.0,5.3,21.0,11.0,52.4,4.0,0.0,8.0,46.0,99.1,6 (0)
4.0,Zamir White,#35,HB,13.0,17.0,15.0,88.2,98,6.5,0.0,71.7,69.7,81.1,67.0,46.4,111.0,90.0,81.1,18.0,16.2,1.0,0.9,5.0,4.5,0.0,0.0,92.0,6.1,1.09,0.2,15.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,3.0,4.0,90.7,0 (0)
5.0,Michael Mayer,#87,TE,14.0,37.0,27.0,73.0,304,11.3,2.0,58.3,66.1,66.0,76.1,51.9,342.0,273.0,79.8,60.0,17.5,104.0,30.4,33.0,9.6,204.0,59.6,163.0,6.0,1.11,6.4,32.0,2.0,6.9,9.0,5.0,55.6,1.0,0.0,8.0,19.0,103.9,4 (1)
6.0,Tre Tucker,#11,WR,16.0,34.0,19.0,55.9,331,17.4,2.0,65.2,64.3,69.6,77.4,-,236.0,224.0,94.9,0.0,0.0,90.0,38.1,145.0,61.4,0.0,0.0,27.0,1.4,1.48,19.2,50.0,1.0,5.0,3.0,1.0,33.3,2.0,0.0,1.0,12.0,84.3,1 (0)
7.0,Ameer Abdullah,#22,HB,17.0,23.0,19.0,82.6,131,6.9,0.0,55.5,61.8,83.6,78.7,17.7,198.0,143.0,72.2,48.0,24.2,13.0,6.6,8.0,4.0,1.0,0.5,89.0,4.7,0.92,3.0,18.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,4.0,54.2,0 (0)
8.0,Austin Hooper,#81,TE,17.0,31.0,25.0,80.6,234,9.4,0.0,58.2,58.4,74.2,75.5,81.5,331.0,268.0,81.0,50.0,15.1,90.0,27.2,33.0,10.0,204.0,61.6,139.0,5.6,0.87,4.2,21.0,1.0,3.8,5.0,2.0,40.0,0.0,0.0,3.0,12.0,98.1,1 (0)
9.0,Jesper Horsted,#80,TE,3.0,1.0,1.0,100.0,4,4.0,0.0,56.3,56.0,64.7,61.2,67.4,7.0,6.0,85.7,1.0,14.3,3.0,42.9,1.0,14.3,3.0,42.9,3.0,3.0,0.67,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,83.3,0 (0)
10.0,Josh Jacobs,#08,HB,13.0,52.0,37.0,71.2,296,8.0,0.0,65.0,51.0,48.0,61.0,50.9,329.0,238.0,72.3,81.0,24.6,18.0,5.5,14.0,4.3,0.0,0.0,293.0,7.9,1.24,0.9,21.0,5.0,11.9,4.0,1.0,25.0,3.0,1.0,9.0,15.0,61.1,2 (0)
11.0,DeAndre Carter,#03,WR,15.0,6.0,4.0,66.7,39,9.8,0.0,50.2,50.4,41.6,88.7,65.7,52.0,49.0,94.2,1.0,1.9,36.0,69.2,14.0,26.9,0.0,0.0,49.0,12.3,0.8,1.5,16.0,1.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,84.7,0 (0)
11.0,Hunter Renfrow,#13,WR,17.0,37.0,25.0,67.6,255,10.2,0.0,48.6,50.4,29.7,26.8,-,271.0,261.0,96.3,0.0,0.0,248.0,91.5,22.0,8.1,0.0,0.0,152.0,6.1,0.98,5.4,38.0,6.0,19.4,4.0,0.0,0.0,0.0,1.0,6.0,11.0,87.1,0 (0)
13.0,Jakob Johnson,#45,FB,12.0,2.0,1.0,50.0,12,12.0,0.0,46.1,47.7,28.8,61.2,83.1,67.0,44.0,65.7,22.0,32.8,4.0,6.0,8.0,11.9,8.0,11.9,11.0,11.0,0.27,2.5,12.0,1.0,50.0,0.0,0.0,,0.0,0.0,1.0,0.0,68.8,3 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
