OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
1.0,Dameon Pierce,#31,HB,14.0,304,39,12.8,15.0,24.0,65.9,55.7,87.8,23.0,17.2,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0.0,0,0.0,1.0
2.0,Laremy Tunsil,#78,T,16.0,965,964,99.9,349.0,615.0,75.5,66.7,84.9,571.0,99.8,5.0,3.0,15.0,23.0,97.5,12 (0),958.0,0.0,0.0,0,0.0,7.0
3.0,Jimmy Morrissey,#79,G,1.0,3,3,100.0,1.0,2.0,60.1,60.0,73.8,2.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,3.0,0.0,0,0.0,0.0
4.0,Dieter Eiselen,#60,C,3.0,10,10,100.0,8.0,2.0,96.3,93.7,71.1,2.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),3.0,0.0,0.0,6,0.0,1.0
5.0,Kendrick Green,#50,G,3.0,208,208,100.0,87.0,121.0,58.9,56.3,69.9,113.0,100.0,0.0,1.0,3.0,4.0,98.2,2 (1),0.0,208.0,0.0,0,0.0,0.0
6.0,George Fant,#77,T,17.0,"1,004","1,004",100.0,385.0,619.0,61.8,51.9,68.7,578.0,100.0,3.0,4.0,28.0,35.0,96.7,4 (0),42.0,0.0,0.0,0,962.0,0.0
7.0,Noah Brown,#85,WR,11.0,468,141,30.1,140.0,1.0,73.0,53.5,66.9,1.0,0.3,0.0,0.0,0.0,0.0,100.0,2 (1),0.0,0.0,0.0,0,0.0,1.0
8.0,Dalton Keene,#40,TE,1.0,8,6,75.0,5.0,1.0,56.8,58.0,66.2,1.0,33.3,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0.0,0,0.0,3.0
9.0,John Metchie III,#08,WR,18.0,381,153,40.2,152.0,1.0,57.8,55.5,65.3,1.0,0.5,0.0,0.0,0.0,0.0,100.0,2 (1),0.0,0.0,0.0,0,0.0,1.0
10.0,Shaq Mason,#69,G,19.0,"1,221","1,221",100.0,454.0,767.0,65.6,65.8,64.7,715.0,100.0,3.0,1.0,32.0,36.0,97.3,8 (0),0.0,0.0,0.0,"1,221",0.0,0.0
11.0,Andrew Beck,#47,FB,17.0,345,221,64.1,192.0,29.0,50.7,54.2,63.6,28.0,20.4,0.0,0.0,3.0,3.0,94.6,1 (0),0.0,0.0,0.0,0,0.0,109.0
12.0,Brevin Jordan,#09,TE,15.0,325,162,49.8,135.0,27.0,69.9,58.2,61.9,25.0,13.9,1.0,0.0,1.0,2.0,94.0,2 (0),0.0,0.0,0.0,0,0.0,236.0
13.0,C.J. Stroud,#07,QB,17.0,"1,058",384,36.3,383.0,1.0,83.2,60.2,61.3,1.0,0.2,0.0,0.0,0.0,0.0,100.0,4 (0),0.0,0.0,0.0,0,0.0,0.0
14.0,Dalton Schultz,#86,TE,17.0,817,315,38.6,266.0,49.0,71.5,59.7,61.1,46.0,8.9,1.0,0.0,2.0,3.0,95.7,1 (0),0.0,0.0,0.0,0,0.0,537.0
15.0,Teagan Quitoriano,#84,TE,7.0,158,130,82.3,103.0,27.0,60.1,56.5,59.4,25.0,49.0,0.0,0.0,3.0,3.0,94.0,0 (0),0.0,0.0,0.0,0,0.0,148.0
15.0,Michael Deiter,#63,C,14.0,781,781,100.0,275.0,506.0,56.3,55.2,59.4,474.0,100.0,3.0,2.0,20.0,25.0,97.0,5 (0),0.0,14.0,766.0,0,1.0,0.0
17.0,Josh Jones,#74,T,6.0,233,233,100.0,81.0,152.0,49.6,52.2,55.8,142.0,100.0,1.0,3.0,5.0,9.0,96.5,5 (0),156.0,63.0,0.0,0,14.0,0.0
18.0,Geron Christian,#64,T,1.0,33,33,100.0,20.0,13.0,45.7,38.3,55.3,13.0,100.0,0.0,0.0,0.0,0.0,100.0,1 (0),33.0,0.0,0.0,0,0.0,0.0
19.0,Jarrett Patterson,#68,C,7.0,464,464,100.0,187.0,277.0,60.4,62.9,53.7,257.0,100.0,0.0,1.0,7.0,8.0,98.4,1 (0),0.0,0.0,464.0,0,0.0,0.0
20.0,Austin Deculus,#64,T,2.0,39,39,100.0,17.0,22.0,62.7,64.6,53.6,18.0,100.0,0.0,3.0,0.0,3.0,91.7,0 (0),38.0,0.0,0.0,0,0.0,1.0
21.0,Juice Scruggs,#70,G,9.0,534,534,100.0,191.0,343.0,47.5,50.8,48.9,321.0,100.0,4.0,2.0,8.0,14.0,97.2,4 (0),0.0,534.0,0.0,0,0.0,0.0
22.0,Robert Woods,#02,WR,16.0,714,236,33.1,234.0,2.0,60.7,52.0,39.3,2.0,0.4,0.0,0.0,1.0,1.0,75.0,3 (1),0.0,0.0,0.0,0,0.0,4.0
22.0,Charlie Heck,#67,T,5.0,253,253,100.0,95.0,158.0,47.4,56.3,39.3,147.0,100.0,1.0,1.0,16.0,18.0,93.5,1 (0),0.0,0.0,0.0,0,253.0,0.0
24.0,Tytus Howard,#71,G,7.0,408,408,100.0,165.0,243.0,46.8,49.6,38.9,227.0,100.0,1.0,3.0,14.0,18.0,95.8,0 (0),0.0,408.0,0.0,0,0.0,0.0
25.0,Devin Singletary,#26,HB,19.0,697,101,14.5,32.0,69.0,75.1,79.0,34.3,63.0,16.2,4.0,1.0,2.0,7.0,91.3,0 (0),0.0,0.0,0.0,0,0.0,0.0
26.0,Eric Saubert,#81,TE,8.0,118,89,75.4,77.0,12.0,52.2,63.6,34.2,12.0,31.6,0.0,0.0,3.0,3.0,87.5,1 (0),0.0,0.0,0.0,0,0.0,112.0
27.0,Dare Ogunbowale,#33,HB,10.0,132,33,25.0,5.0,28.0,46.6,31.7,29.0,25.0,22.7,2.0,0.0,2.0,4.0,88.0,0 (0),0.0,0.0,0.0,0,0.0,0.0
28.0,Mike Boone,#22,HB,9.0,102,18,17.6,5.0,13.0,41.5,41.8,14.5,13.0,15.3,1.0,0.0,2.0,3.0,84.6,0 (0),0.0,0.0,0.0,0,0.0,0.0
29.0,Jake Hansen,#35,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
29.0,Henry To'oTo'o,#39,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
29.0,Jon Weeks,#46,LS,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
29.0,Neville Hewitt,#43,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
29.0,Ka'dar Hollman,#20,CB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
29.0,D'Angelo Ross,#37,CB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
29.0,Johnny Johnson III,#88,WR,1.0,4,1,25.0,1.0,0.0,54.9,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
29.0,DeAndre Houston-Carson,#30,S,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
29.0,Nick Broeker,#64,G,1.0,3,3,100.0,3.0,0.0,57.5,57.6,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,3,0.0,0.0
29.0,Steven Sims,#82,WR,4.0,14,4,28.6,4.0,0.0,54.3,59.6,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0,0.0,0.0
