DEFENSE-RUN_2023_DEFENSE-RUN_2023_Rank,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Player,DEFENSE-RUN_2023_DEFENSE-RUN_2023_JerseyNumber,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Position,DEFENSE-RUN_2023_DEFENSE-RUN_2023_GamesPlayed,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseSnaps,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseGrade,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAssists,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTacklePercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStops,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStopPercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseForcedFumbles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAverageDepthOfTackle,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefensePenalties
16.0,Jalen Pitre,#05,S,17.0,402.0,62.4,33.0,18.0,12.0,19.0,21.0,5.4,2.0,4.6,4 (2)
17.0,Steven Nelson,#21,CB,19.0,454.0,61.6,15.0,7.0,4.0,15.4,5.0,1.1,0.0,5.9,3 (0)
18.0,Khalil Davis,#94,DI,17.0,212.0,60.7,22.0,12.0,3.0,8.1,17.0,8.3,1.0,2.1,2 (0)
19.0,Kris Boyd,#17,CB,2.0,7.0,60.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
20.0,Alex Austin,#27,CB,2.0,4.0,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
20.0,D'Angelo Ross,#37,CB,2.0,6.0,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1 (1)
22.0,Derek Stingley Jr.,#24,CB,13.0,324.0,59.5,16.0,4.0,3.0,13.0,7.0,2.2,0.0,6.5,1 (0)
23.0,Jerry Hughes,#55,ED,17.0,189.0,58.5,21.0,3.0,5.0,17.2,17.0,9.2,0.0,1.9,1 (0)
24.0,Shaquill Griffin,#00,CB,6.0,126.0,57.7,3.0,2.0,1.0,16.7,2.0,1.6,0.0,2.0,5 (0)
25.0,Henry To'oTo'o,#39,LB,13.0,180.0,56.5,22.0,6.0,9.0,24.3,14.0,8.1,0.0,3.1,0 (0)
26.0,DeAndre Houston-Carson,#30,S,13.0,224.0,54.5,14.0,5.0,4.0,17.4,4.0,1.9,0.0,7.8,1 (0)
27.0,Dylan Horton,#92,ED,10.0,76.0,51.8,5.0,2.0,3.0,30.0,4.0,5.4,0.0,2.4,0 (0)
28.0,Kareem Jackson,#22,S,3.0,27.0,51.7,0.0,0.0,1.0,100.0,0.0,0.0,0.0,,0 (0)
29.0,Eric Murray,#23,S,6.0,64.0,50.2,4.0,0.0,2.0,33.3,2.0,3.3,0.0,4.8,0 (0)
30.0,Christian Harris,#48,LB,18.0,342.0,49.0,44.0,15.0,15.0,20.3,27.0,8.2,0.0,4.2,2 (0)
31.0,Hassan Ridgeway,#91,DI,3.0,30.0,48.8,3.0,1.0,0.0,0.0,3.0,10.3,0.0,1.0,0 (0)
32.0,Kurt Hinish,#93,DI,19.0,264.0,47.5,17.0,7.0,3.0,11.1,12.0,4.7,0.0,1.8,4 (0)
33.0,Cory Littleton,#42,LB,3.0,14.0,47.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0 (0)
34.0,Teair Tart,#97,DI,2.0,20.0,45.9,3.0,1.0,0.0,0.0,2.0,10.0,0.0,3.7,1 (0)
35.0,Maliek Collins,#96,DI,18.0,270.0,44.5,20.0,6.0,3.0,10.3,17.0,6.5,0.0,1.0,3 (0)
36.0,Grayland Arnold,#25,CB,4.0,51.0,40.0,3.0,3.0,1.0,14.3,2.0,4.0,0.0,7.7,0 (0)
37.0,Sheldon Rankins,#98,DI,17.0,241.0,39.1,20.0,5.0,5.0,16.7,15.0,6.4,0.0,2.1,1 (1)
38.0,Michael Dogbe,#97,DI,1.0,7.0,36.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0 (0)
,,,,,,,,,,,,,,,
