DEFENSE-RUN_2023_DEFENSE-RUN_2023_Rank,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Player,DEFENSE-RUN_2023_DEFENSE-RUN_2023_JerseyNumber,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Position,DEFENSE-RUN_2023_DEFENSE-RUN_2023_GamesPlayed,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseSnaps,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseGrade,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAssists,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTacklePercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStops,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStopPercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseForcedFumbles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAverageDepthOfTackle,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefensePenalties
1.0,Tavierre Thomas,#04,CB,7.0,113.0,83.2,7.0,6.0,2.0,13.3,3.0,2.7,0.0,6.6,3 (0)
2.0,Desmond King II,#25,CB,9.0,151.0,83.1,13.0,13.0,2.0,7.1,8.0,5.4,0.0,2.7,6 (1)
3.0,Blake Cashman,#53,LB,15.0,286.0,82.3,37.0,25.0,6.0,8.8,26.0,9.3,0.0,2.9,0 (0)
4.0,Denzel Perryman,#06,LB,14.0,280.0,77.9,35.0,23.0,8.0,12.1,26.0,9.5,0.0,2.0,4 (1)
5.0,Will Anderson Jr.,#51,ED,16.0,238.0,77.4,31.0,7.0,2.0,5.0,24.0,10.3,0.0,1.9,5 (0)
6.0,Derek Barnett,#95,ED,8.0,158.0,75.9,13.0,7.0,3.0,13.0,11.0,7.1,0.0,1.5,0 (0)
7.0,Adrian Amos,#00,S,5.0,48.0,75.8,3.0,1.0,0.0,0.0,2.0,4.3,0.0,6.7,0 (0)
8.0,M.J. Stewart,#29,S,6.0,59.0,74.1,3.0,2.0,1.0,16.7,1.0,1.7,0.0,5.0,1 (1)
9.0,Jimmie Ward,#01,S,10.0,187.0,73.9,10.0,7.0,1.0,5.6,4.0,2.2,0.0,6.7,3 (0)
10.0,Ka'dar Hollman,#20,CB,7.0,69.0,70.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1 (0)
11.0,Jonathan Greenard,#52,ED,17.0,247.0,69.7,26.0,7.0,6.0,15.4,21.0,8.8,0.0,2.0,4 (1)
12.0,Kerry Hyder Jr.,#56,ED,2.0,19.0,69.3,1.0,1.0,0.0,0.0,1.0,5.9,0.0,-3.0,0 (0)
13.0,Myjai Sanders,#41,ED,9.0,72.0,64.3,5.0,4.0,0.0,0.0,5.0,7.0,0.0,1.8,0 (0)
13.0,Jake Hansen,#35,LB,8.0,25.0,64.3,4.0,1.0,1.0,16.7,2.0,8.0,0.0,3.5,0 (0)
15.0,Neville Hewitt,#43,LB,1.0,3.0,62.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0 (0)
