Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
Ty Zentner,#13,P,4.0,37.0,0.0,0.0,0.0,15.0,0.0,22.0,62.2,60.0,41.8,-,0 (0),0.0,0.0,0.0
Tytus Howard,#71,G,6.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,62.0,-,-,-,0 (0),0.0,0.0,0.0
Kendrick Green,#50,G,4.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,61.8,-,-,-,0 (0),0.0,0.0,0.0
Juice Scruggs,#70,G,9.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,61.6,-,-,-,0 (0),0.0,0.0,0.0
Austin Deculus,#64,T,7.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,61.6,-,-,-,0 (0),0.0,0.0,0.0
Michael Deiter,#63,C,6.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,61.6,-,-,-,0 (0),0.0,0.0,0.0
Nick Broeker,#64,G,3.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,61.5,-,-,-,0 (0),0.0,0.0,0.0
John Metchie III,#08,WR,6.0,20.0,9.0,0.0,11.0,0.0,0.0,0.0,61.5,-,-,-,0 (0),0.0,0.0,0.0
DeAndre Houston-Carson,#30,S,13.0,187.0,32.0,26.0,31.0,59.0,39.0,0.0,61.5,-,-,-,0 (0),2.0,2.0,0.0
Charlie Heck,#67,T,8.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,61.4,-,-,-,0 (0),0.0,0.0,0.0
Geron Christian,#64,T,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,61.3,-,-,-,0 (0),0.0,0.0,0.0
Tank Dell,#03,WR,7.0,35.0,13.0,0.0,22.0,0.0,0.0,0.0,60.9,56.3,63.1,-,0 (0),0.0,0.0,0.0
Grayland Arnold,#25,CB,8.0,129.0,24.0,31.0,27.0,15.0,32.0,0.0,60.9,-,-,-,2 (2),2.0,0.0,0.0
Ka'imi Fairbairn,#15,K,14.0,130.0,0.0,69.0,0.0,0.0,0.0,61.0,60.9,69.6,-,77.1,0 (0),2.0,1.0,0.0
Steven Sims,#82,WR,4.0,36.0,20.0,0.0,16.0,0.0,0.0,0.0,60.7,65.4,81.3,-,0 (0),0.0,0.0,0.0
Jimmy Morrissey,#79,G,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,60.7,-,-,-,0 (0),0.0,0.0,0.0
Blake Cashman,#53,LB,13.0,101.0,21.0,12.0,11.0,52.0,5.0,0.0,60.7,-,-,-,1 (0),1.0,1.0,0.0
Robert Woods,#02,WR,11.0,26.0,1.0,0.0,25.0,0.0,0.0,0.0,60.6,-,65.9,-,0 (0),0.0,0.0,0.0
Teair Tart,#97,DI,2.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,60.4,-,-,-,0 (0),0.0,0.0,0.0
Jalen Pitre,#05,S,7.0,30.0,1.0,6.0,6.0,8.0,9.0,0.0,60.4,-,-,-,0 (0),0.0,0.0,0.0
Matt Ammendola,#16,K,5.0,42.0,0.0,22.0,0.0,0.0,0.0,20.0,60.4,63.1,-,48.7,0 (0),0.0,0.0,0.0
Devin Singletary,#26,HB,6.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,60.3,57.2,-,-,0 (0),0.0,0.0,0.0
Derek Stingley Jr.,#24,CB,3.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
Steven Nelson,#21,CB,4.0,9.0,0.0,2.0,7.0,0.0,0.0,0.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
Kerry Hyder Jr.,#56,ED,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
Jerry Hughes,#55,ED,2.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
Dameon Pierce,#31,HB,5.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,59.9,68.3,-,-,0 (0),0.0,0.0,0.0
Dalton Schultz,#86,TE,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,59.9,-,-,-,0 (0),0.0,0.0,0.0
Jonathan Greenard,#52,ED,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,59.8,-,-,-,0 (0),0.0,0.0,0.0
Hassan Ridgeway,#91,DI,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,59.8,-,-,-,0 (0),0.0,0.0,0.0
Adrian Amos,#00,S,7.0,104.0,18.0,32.0,30.0,0.0,24.0,0.0,59.5,-,-,-,0 (0),0.0,0.0,1.0
Christian Harris,#48,LB,16.0,84.0,15.0,31.0,0.0,0.0,38.0,0.0,59.1,-,-,-,0 (0),1.0,0.0,0.0
Khalil Davis,#94,DI,17.0,81.0,0.0,0.0,16.0,0.0,65.0,0.0,58.9,-,-,-,0 (0),0.0,0.0,0.0
Derek Barnett,#95,ED,8.0,28.0,0.0,0.0,1.0,0.0,27.0,0.0,58.7,-,-,-,0 (0),0.0,0.0,0.0
Teagan Quitoriano,#84,TE,7.0,53.0,13.0,0.0,0.0,8.0,0.0,32.0,58.6,-,-,-,0 (0),0.0,0.0,0.0
Dylan Horton,#92,ED,10.0,95.0,21.0,4.0,29.0,6.0,35.0,0.0,58.3,-,-,-,1 (1),0.0,0.0,0.0
Shaquill Griffin,#00,CB,7.0,60.0,16.0,23.0,14.0,0.0,7.0,0.0,58.0,-,-,-,0 (0),0.0,0.0,0.0
Garret Wallow,#54,LB,2.0,20.0,8.0,8.0,2.0,2.0,0.0,0.0,57.1,-,-,-,0 (0),0.0,0.0,0.0
Kurt Hinish,#93,DI,19.0,129.0,0.0,0.0,14.0,0.0,73.0,42.0,57.1,-,-,-,1 (0),0.0,0.0,0.0
Tavierre Thomas,#04,CB,9.0,132.0,24.0,34.0,32.0,11.0,31.0,0.0,56.4,-,-,-,3 (1),1.0,1.0,2.0
Alex Austin,#27,CB,3.0,14.0,0.0,3.0,9.0,2.0,0.0,0.0,54.2,-,-,-,0 (0),0.0,0.0,0.0
Maliek Collins,#96,DI,16.0,76.0,0.0,0.0,13.0,0.0,63.0,0.0,54.2,-,-,-,1 (0),0.0,0.0,0.0
Xavier Hutchinson,#19,WR,17.0,139.0,53.0,58.0,15.0,13.0,0.0,0.0,50.9,60.0,-,-,0 (0),2.0,0.0,2.0
Dare Ogunbowale,#33,HB,14.0,264.0,70.0,71.0,51.0,71.0,0.0,1.0,50.9,60.0,-,60.3,1 (1),5.0,0.0,0.0
Josh Jones,#74,T,15.0,63.0,0.0,0.0,0.0,0.0,0.0,63.0,43.1,-,-,-,0 (0),0.0,0.0,0.0
Andrew Beck,#47,FB,17.0,206.0,79.0,41.0,2.0,84.0,0.0,0.0,42.7,73.4,-,-,3 (0),1.0,0.0,1.0
