Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
Will Anderson Jr.,#51,ED,12.0,52.0,0.0,0.0,11.0,0.0,41.0,0.0,90.1,-,-,-,0 (0),0.0,0.0,0.0
D'Angelo Ross,#37,CB,15.0,299.0,56.0,72.0,56.0,62.0,53.0,0.0,85.1,-,-,-,1 (0),7.0,4.0,1.0
Jake Hansen,#35,LB,16.0,362.0,74.0,83.0,61.0,84.0,60.0,0.0,76.6,-,-,-,0 (0),4.0,4.0,1.0
Henry To'oTo'o,#39,LB,15.0,229.0,58.0,51.0,41.0,70.0,9.0,0.0,74.5,-,-,-,1 (0),4.0,0.0,0.0
Neville Hewitt,#43,LB,18.0,409.0,85.0,93.0,74.0,91.0,66.0,0.0,74.5,-,-,-,2 (0),11.0,3.0,2.0
Eric Saubert,#81,TE,9.0,148.0,34.0,22.0,19.0,37.0,0.0,36.0,74.3,-,-,-,0 (0),0.0,0.0,0.0
Kris Boyd,#17,CB,4.0,82.0,17.0,21.0,17.0,18.0,9.0,0.0,70.3,-,-,-,1 (0),1.0,0.0,0.0
Brevin Jordan,#09,TE,14.0,130.0,56.0,22.0,28.0,4.0,0.0,20.0,69.0,-,-,-,0 (0),0.0,1.0,0.0
Dalton Keene,#40,TE,1.0,14.0,4.0,6.0,4.0,0.0,0.0,0.0,68.4,-,-,-,0 (0),0.0,0.0,0.0
Mike Boone,#22,HB,8.0,44.0,23.0,21.0,0.0,0.0,0.0,0.0,67.6,56.6,-,-,0 (0),2.0,0.0,0.0
M.J. Stewart,#29,S,8.0,139.0,24.0,27.0,26.0,33.0,29.0,0.0,67.2,-,-,-,1 (0),1.0,0.0,0.0
Noah Brown,#85,WR,7.0,31.0,10.0,2.0,19.0,0.0,0.0,0.0,66.1,-,-,-,0 (0),0.0,0.0,0.0
Cory Littleton,#42,LB,9.0,165.0,42.0,46.0,29.0,36.0,12.0,0.0,65.5,-,-,-,0 (0),0.0,0.0,0.0
Eric Murray,#23,S,5.0,59.0,7.0,19.0,11.0,13.0,9.0,0.0,65.5,-,-,-,0 (0),1.0,0.0,0.0
Shaq Mason,#69,G,19.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,65.0,-,-,-,0 (0),0.0,0.0,0.0
Desmond King II,#25,CB,9.0,65.0,5.0,39.0,21.0,0.0,0.0,0.0,64.5,60.2,49.5,-,0 (0),1.0,0.0,0.0
Myjai Sanders,#41,ED,4.0,18.0,4.0,0.0,10.0,0.0,4.0,0.0,63.8,-,-,-,0 (0),0.0,0.0,0.0
George Fant,#77,T,18.0,77.0,0.0,0.0,0.0,0.0,0.0,77.0,63.8,-,-,-,0 (0),0.0,0.0,0.0
Ka'dar Hollman,#20,CB,18.0,248.0,14.0,73.0,62.0,67.0,32.0,0.0,63.6,-,-,-,1 (0),5.0,0.0,4.0
Jon Weeks,#46,LS,19.0,176.0,0.0,0.0,0.0,94.0,0.0,82.0,63.6,-,-,-,0 (0),0.0,1.0,1.0
Cameron Johnston,#11,P,15.0,140.0,0.0,1.0,0.0,79.0,0.0,60.0,63.3,60.0,62.9,-,1 (0),0.0,0.0,0.0
Brandon Hill,#36,S,2.0,25.0,11.0,2.0,6.0,0.0,6.0,0.0,63.1,-,-,-,0 (0),0.0,0.0,0.0
Sheldon Rankins,#98,DI,8.0,20.0,0.0,0.0,13.0,0.0,7.0,0.0,63.0,-,-,-,0 (0),0.0,0.0,0.0
Dieter Eiselen,#60,C,12.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,62.6,-,-,-,0 (0),0.0,0.0,0.0
Johnny Johnson III,#88,WR,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,62.6,-,-,-,0 (0),0.0,0.0,0.0
Laremy Tunsil,#78,T,16.0,57.0,0.0,0.0,0.0,0.0,0.0,57.0,62.3,-,-,-,0 (0),0.0,0.0,0.0
