DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
1.0,Derek Barnett,#95,ED,8.0,158.0,158.0,100.0,79.9,0 (0),22.0,4.0,10.0,8.0,8.7,18.0,0.0,56.0,56.0,100.0,83.5,13.0,4.0,6.0,3.0,15.5,21.8,0.0
2.0,Christian Harris,#48,LB,18.0,527.0,44.0,8.3,78.2,2 (0),13.0,3.0,2.0,8.0,18.6,7.0,2.0,253.0,25.0,9.9,82.0,10.0,2.0,1.0,7.0,25.0,12.5,0.0
3.0,Will Anderson Jr.,#51,ED,17.0,457.0,454.0,99.3,76.6,5 (0),68.0,8.0,15.0,45.0,9.0,16.4,1.0,240.0,238.0,99.2,79.4,49.0,7.0,13.0,29.0,12.7,21.4,0.0
4.0,Sheldon Rankins,#98,DI,17.0,432.0,431.0,99.8,74.7,1 (1),42.0,6.0,4.0,32.0,5.9,14.6,0.0,234.0,234.0,100.0,82.2,38.0,5.0,3.0,30.0,9.8,20.5,0.0
5.0,Grayland Arnold,#25,CB,5.0,92.0,3.0,3.3,73.8,0 (0),1.0,0.0,0.0,1.0,16.7,0.0,0.0,47.0,2.0,4.3,73.8,1.0,0.0,0.0,1.0,25.0,0.0,0.0
6.0,Jonathan Greenard,#52,ED,17.0,450.0,440.0,97.8,72.9,4 (1),53.0,14.0,11.0,28.0,8.2,12.4,2.0,238.0,235.0,98.7,75.9,41.0,13.0,7.0,21.0,12.3,17.7,1.0
7.0,Blake Cashman,#53,LB,15.0,460.0,47.0,10.2,71.5,0 (0),9.0,3.0,3.0,3.0,13.3,11.1,0.0,231.0,19.0,8.2,76.3,4.0,3.0,1.0,0.0,19.4,5.6,0.0
8.0,Denzel Perryman,#06,LB,14.0,353.0,25.0,7.1,68.6,4 (1),8.0,1.0,1.0,6.0,18.8,12.5,0.0,142.0,11.0,7.7,55.5,2.0,0.0,0.0,2.0,9.1,9.1,0.0
9.0,Maliek Collins,#96,DI,18.0,510.0,507.0,99.4,68.4,3 (0),48.0,7.0,13.0,28.0,5.8,10.8,1.0,260.0,260.0,100.0,70.8,37.0,6.0,10.0,21.0,8.8,14.8,1.0
10.0,Jerry Hughes,#55,ED,17.0,285.0,276.0,96.8,67.2,1 (0),30.0,3.0,1.0,26.0,6.3,11.5,0.0,137.0,134.0,97.8,54.6,13.0,1.0,1.0,11.0,5.5,9.4,0.0
11.0,Jalen Pitre,#05,S,17.0,630.0,38.0,6.0,64.5,4 (2),7.0,0.0,3.0,4.0,9.5,8.1,1.0,308.0,14.0,4.5,62.0,1.0,0.0,0.0,1.0,3.8,7.7,0.0
12.0,Teair Tart,#97,DI,2.0,8.0,8.0,100.0,63.7,1 (0),0.0,0.0,0.0,0.0,0.0,14.3,0.0,2.0,2.0,100.0,68.6,0.0,0.0,0.0,0.0,0.0,50.0,0.0
12.0,Khalil Davis,#94,DI,17.0,269.0,269.0,100.0,63.7,2 (0),23.0,2.0,4.0,17.0,4.9,9.0,0.0,130.0,130.0,100.0,64.0,18.0,2.0,3.0,13.0,7.9,11.1,0.0
14.0,M.J. Stewart,#29,S,6.0,107.0,4.0,3.7,63.5,1 (1),1.0,0.0,0.0,1.0,12.5,0.0,0.0,56.0,2.0,3.6,67.7,1.0,0.0,0.0,1.0,25.0,0.0,0.0
15.0,Adrian Amos,#00,S,6.0,83.0,1.0,1.2,60.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,2.2,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Steven Nelson,#21,CB,19.0,738.0,1.0,0.1,60.0,3 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
17.0,Kerry Hyder Jr.,#56,ED,2.0,21.0,21.0,100.0,58.0,0 (0),0.0,0.0,0.0,0.0,0.0,10.5,0.0,4.0,4.0,100.0,64.2,0.0,0.0,0.0,0.0,0.0,33.3,0.0
18.0,DeAndre Houston-Carson,#30,S,13.0,357.0,1.0,0.3,57.9,1 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,1.0,0.6,57.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Desmond King II,#25,CB,8.0,248.0,18.0,7.3,57.4,6 (1),5.0,2.0,1.0,2.0,19.4,11.1,0.0,132.0,9.0,6.8,67.0,2.0,2.0,0.0,0.0,22.2,11.1,0.0
20.0,Myjai Sanders,#41,ED,9.0,117.0,117.0,100.0,56.4,0 (0),12.0,0.0,2.0,10.0,5.3,11.5,0.0,60.0,60.0,100.0,58.8,9.0,0.0,2.0,7.0,7.8,13.8,0.0
21.0,Eric Murray,#23,S,6.0,112.0,2.0,1.8,56.2,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,1.8,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Kurt Hinish,#93,DI,19.0,278.0,276.0,99.3,55.5,4 (0),16.0,3.0,1.0,12.0,3.6,6.5,0.0,97.0,97.0,100.0,55.0,11.0,3.0,1.0,7.0,7.4,8.4,0.0
23.0,Jake Hansen,#35,LB,6.0,29.0,3.0,10.3,54.6,0 (0),1.0,0.0,0.0,1.0,16.7,0.0,0.0,12.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
24.0,Michael Dogbe,#97,DI,1.0,8.0,8.0,100.0,54.5,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Hassan Ridgeway,#91,DI,3.0,32.0,32.0,100.0,52.8,0 (0),1.0,0.0,1.0,0.0,1.9,0.0,0.0,13.0,13.0,100.0,57.1,1.0,0.0,1.0,0.0,4.5,0.0,0.0
26.0,Dylan Horton,#92,ED,10.0,99.0,96.0,97.0,50.7,0 (0),5.0,0.0,1.0,4.0,2.7,6.5,0.0,46.0,45.0,97.8,54.6,4.0,0.0,1.0,3.0,4.5,9.1,0.0
26.0,Jimmie Ward,#01,S,10.0,319.0,5.0,1.6,50.7,3 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,4.0,2.7,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Henry To'oTo'o,#39,LB,12.0,279.0,29.0,10.4,45.0,0 (0),8.0,0.0,1.0,7.0,16.0,0.0,0.0,131.0,15.0,11.5,44.3,2.0,0.0,0.0,2.0,8.3,0.0,0.0
29.0,Tavierre Thomas,#04,CB,7.0,239.0,13.0,5.4,44.3,3 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,6.0,4.7,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
