KICKING_2023_KICKING_2023_Rank,KICKING_2023_KICKING_2023_Player,KICKING_2023_KICKING_2023_JerseyNumber,KICKING_2023_KICKING_2023_Position,KICKING_2023_KICKING_2023_GamesPlayed,KICKING_2023_KICKING_2023_FieldGoalGrade,KICKING_2023_KICKING_2023_ExtraPointAttempts,KICKING_2023_KICKING_2023_ExtraPointMakes,KICKING_2023_KICKING_2023_ExtraPointPercentage,KICKING_2023_KICKING_2023_FieldGoalAttempts,KICKING_2023_KICKING_2023_FieldGoalMakes,KICKING_2023_KICKING_2023_FieldGoalPercentage,KICKING_2023_KICKING_2023_FieldGoalAttempts0To19Yards,KICKING_2023_KICKING_2023_FieldGoalMakes0To19Yards,KICKING_2023_KICKING_2023_FieldGoalPercentage0To19Yards,KICKING_2023_KICKING_2023_FieldGoalAttempts20To29Yards,KICKING_2023_KICKING_2023_FieldGoalMakes20To29Yards,KICKING_2023_KICKING_2023_FieldGoalPercentage20To29Yards,KICKING_2023_KICKING_2023_FieldGoalAttempts30To39Yards,KICKING_2023_KICKING_2023_FieldGoalMakes30To39Yards,KICKING_2023_KICKING_2023_FieldGoalPercentage30To39Yards,KICKING_2023_KICKING_2023_FieldGoalAttempts40To49Yards,KICKING_2023_KICKING_2023_FieldGoalMakes40To49Yards,KICKING_2023_KICKING_2023_FieldGoalPercentage40To49Yards,KICKING_2023_KICKING_2023_FieldGoalAttempts50PlusYards,KICKING_2023_KICKING_2023_FieldGoalMakes50PlusYards,KICKING_2023_KICKING_2023_FieldGoalPercentage50PlusYards
1.0,Ka'imi Fairbairn,#15,K,14.0,77.1,28.0,29.0,96.6,29.0,31.0,93.5,0.0,0.0,,11.0,11.0,100.0,10.0,10.0,100.0,2.0,3.0,66.7,6.0,7.0,85.7
2.0,Dare Ogunbowale,#33,HB,1.0,60.3,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
3.0,Matt Ammendola,#16,K,5.0,48.7,10.0,11.0,90.9,6.0,9.0,66.7,0.0,0.0,,2.0,2.0,100.0,3.0,3.0,100.0,1.0,2.0,50.0,0.0,2.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
