Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles,Team
Brad Wing,#03,P,2.0,16.0,0.0,0.0,0.0,11.0,0.0,5.0,60.9,-,58.9,-,0 (0),0.0,0.0,0.0,pittsburgh-steelers
Chris Boswell,#09,K,18.0,143.0,0.0,80.0,0.0,0.0,0.0,63.0,60.9,65.4,-,85.9,0 (0),0.0,0.0,0.0,pittsburgh-steelers
Christian Kuntz,#46,LS,18.0,157.0,0.0,0.0,0.0,94.0,0.0,63.0,45.3,-,-,-,2 (0),5.0,0.0,0.0,pittsburgh-steelers
