Player,JerseyNumber,Position,GamesPlayed,PassRushSnaps,PassRushTotalSnaps,PassRushSnapsPercentage,PassRushGrade,PassRushPenalties,PassRushTotalPressures,PassRushSacks,PassRushHits,PassRushHurries,PassRushPressureRate,PassRushWinPercentage,PassRushBattedPasses,TruePassSetSnaps,TruePassSetTotalSnaps,TruePassSetSnapsPercentage,TruePassSetGrade,TruePassSetTotalPressures,TruePassSetSacks,TruePassSetHits,TruePassSetHurries,TruePassSetPressureRate,TruePassSetWinPercentage,TruePassSetBattedPasses
T.J. Watt,#90,ED,17.0,607.0,551.0,90.8,91.7,4 (0),86.0,20.0,19.0,47.0,10.3,16.9,6.0,321.0,297.0,92.5,92.0,58.0,15.0,14.0,29.0,13.5,20.3,4.0
Alex Highsmith,#56,ED,18.0,617.0,531.0,86.1,85.9,3 (1),72.0,8.0,12.0,52.0,8.0,18.0,0.0,315.0,270.0,85.7,82.8,46.0,6.0,6.0,34.0,10.4,21.7,0.0
Keeanu Benton,#95,DI,18.0,281.0,281.0,100.0,82.6,1 (0),24.0,1.0,7.0,16.0,4.7,11.7,2.0,144.0,144.0,100.0,83.6,17.0,1.0,5.0,11.0,6.6,14.7,0.0
Nick Herbig,#51,ED,18.0,104.0,81.0,77.9,81.6,0 (0),10.0,3.0,0.0,7.0,8.9,19.2,0.0,63.0,50.0,79.4,86.1,8.0,3.0,0.0,5.0,12.8,23.3,0.0
Kwon Alexander,#54,LB,9.0,217.0,30.0,13.8,81.0,0 (0),5.0,1.0,1.0,3.0,11.1,22.2,0.0,123.0,20.0,16.3,90.6,5.0,1.0,1.0,3.0,16.7,33.3,0.0
Markus Golden,#44,ED,17.0,138.0,117.0,84.8,77.6,0 (0),16.0,5.0,6.0,5.0,9.4,17.0,1.0,68.0,58.0,85.3,82.5,13.0,4.0,5.0,4.0,15.7,24.1,0.0
Elijah Riley,#37,S,5.0,36.0,2.0,5.6,70.5,0 (0),3.0,1.0,0.0,2.0,100.0,50.0,0.0,24.0,2.0,8.3,70.5,3.0,1.0,0.0,2.0,100.0,50.0,0.0
Montravius Adams,#57,DI,14.0,254.0,253.0,99.6,67.0,1 (0),16.0,0.0,0.0,16.0,3.4,8.0,1.0,134.0,134.0,100.0,59.6,9.0,0.0,0.0,9.0,3.7,8.1,0.0
Armon Watts,#94,DI,16.0,155.0,155.0,100.0,65.6,0 (0),17.0,1.0,3.0,13.0,6.3,12.5,0.0,75.0,75.0,100.0,78.7,16.0,1.0,2.0,13.0,12.7,26.9,0.0
Mykal Walker,#38,LB,9.0,187.0,20.0,10.7,64.8,1 (0),3.0,0.0,0.0,3.0,9.4,25.0,0.0,76.0,11.0,14.5,61.2,2.0,0.0,0.0,2.0,14.3,14.3,0.0
Cameron Heyward,#97,DI,12.0,305.0,305.0,100.0,64.8,0 (0),21.0,2.0,1.0,18.0,4.0,9.7,1.0,152.0,152.0,100.0,67.2,12.0,2.0,0.0,10.0,4.9,11.3,0.0
Myles Jack,#16,LB,4.0,118.0,11.0,9.3,63.0,2 (0),2.0,1.0,1.0,0.0,13.6,9.1,0.0,71.0,8.0,11.3,67.7,2.0,1.0,1.0,0.0,18.8,12.5,0.0
