PASSING_2023_PASSING_2023_Rank,PASSING_2023_PASSING_2023_Player,PASSING_2023_PASSING_2023_JerseyNumber,PASSING_2023_PASSING_2023_Position,PASSING_2023_PASSING_2023_GamesPlayed,PASSING_2023_PASSING_2023_PassingDropbacks,PASSING_2023_PASSING_2023_PassingAttempts,PASSING_2023_PASSING_2023_PassingCompletions,PASSING_2023_PASSING_2023_PassingCompletionPercentage,PASSING_2023_PASSING_2023_PassingYards,PASSING_2023_PASSING_2023_PassingYardsPerAttempt,PASSING_2023_PASSING_2023_PassingTouchdowns,PASSING_2023_PASSING_2023_PassingInterceptions,PASSING_2023_PASSING_2023_PassingOverallGrade,PASSING_2023_PASSING_2023_PassingGrade,PASSING_2023_PASSING_2023_PassingRushingGrade,PASSING_2023_PASSING_2023_PassingFumbles,PASSING_2023_PASSING_2023_PassingBigTimeThrows,PASSING_2023_PASSING_2023_PassingBigTimeThrowPercentage,PASSING_2023_PASSING_2023_PassingTurnoverWorthyPlays,PASSING_2023_PASSING_2023_PassingTurnoverWorthyPlayPercentage,PASSING_2023_PASSING_2023_PassingAverageDepthOfTarget,PASSING_2023_PASSING_2023_PassingAdjustedCompletionPercentage,PASSING_2023_PASSING_2023_PassingDrops,PASSING_2023_PASSING_2023_PassingDropPercentage,PASSING_2023_PASSING_2023_PassingBattedPasses,PASSING_2023_PASSING_2023_PassingHitAsThrown,PASSING_2023_PASSING_2023_PassingThrowaways,PASSING_2023_PASSING_2023_PassingDepthPercentage,PASSING_2023_PASSING_2023_PassingSacks,PASSING_2023_PASSING_2023_PassingPressureToSackPercentage,PASSING_2023_PASSING_2023_PassingAverageTimeToThrow,PASSING_2023_PASSING_2023_PassingScrambles,PASSING_2023_PASSING_2023_PassingFirstDowns,PASSING_2023_PASSING_2023_PassingPasserRating,PASSING_2023_PASSING_2023_PassingPenalties
1.0,Kenny Pickett,#08,QB,12.0,363.0,324.0,201.0,62.0,"2,070",6.4,6.0,4.0,70.6,68.8,66.7,91.3,13.0,3.8,7.0,1.8,7.5,71.8,13.0,6.1,8.0,3.0,14.0,136.0,23.0,16.9,2.73,14.0,96.0,81.4,2 (0)
2.0,Mason Rudolph,#02,QB,5.0,125.0,113.0,77.0,68.1,948,8.4,5.0,1.0,64.8,64.8,58.2,40.2,5.0,4.3,4.0,3.1,7.5,77.2,1.0,1.3,3.0,2.0,6.0,50.0,7.0,14.0,2.55,4.0,43.0,104.9,1 (0)
3.0,Connor Heyward,#83,TE,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,55.5,60.0,59.3,76.3,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,39.6,4 (1)
4.0,Mitch Trubisky,#10,QB,5.0,122.0,107.0,67.0,62.6,632,5.9,4.0,5.0,43.3,44.2,51.0,64.6,1.0,0.9,7.0,5.3,9.1,68.6,3.0,4.3,0.0,3.0,1.0,49.0,7.0,14.3,2.78,8.0,38.0,71.9,0 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
