Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Kyle Trask,#02,QB,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,86.0,82.7,60.0,64.5,1.0,100.0,0.0,0.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.3,0.0,0.0,39.6,0 (0)
Baker Mayfield,#06,QB,19.0,728.0,643.0,412.0,64.1,"4,731",7.4,34.0,12.0,77.2,74.8,69.5,77.8,30.0,4.4,26.0,3.3,9.0,73.9,29.0,6.6,17.0,10.0,19.0,248.0,48.0,19.4,2.74,32.0,231.0,96.0,3 (1)
Chris Godwin,#14,WR,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,77.5,49.6,70.7,83.5,0.0,0.0,0.0,0.0,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.6,0.0,0.0,39.6,1 (1)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
