Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Brock Purdy,#13,QB,19.0,618.0,552.0,374.0,67.8,"5,054",9.2,34.0,12.0,87.4,81.5,92.0,70.5,32.0,5.5,21.0,3.2,8.6,76.6,16.0,4.1,13.0,4.0,22.0,245.0,32.0,13.1,2.73,24.0,240.0,108.2,5 (0)
Sam Darnold,#14,QB,6.0,55.0,46.0,28.0,60.9,297,6.5,2.0,1.0,66.0,66.5,57.8,22.9,1.0,2.0,2.0,3.4,8.7,69.8,2.0,6.7,0.0,1.0,1.0,25.0,6.0,24.0,2.73,3.0,16.0,85.1,1 (0)
Deebo Samuel,#19,WR,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,85.4,60.0,68.2,64.7,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,5.1,0.0,0.0,39.6,2 (0)
Jauan Jennings,#15,WR,1.0,1.0,1.0,1.0,100.0,21,21.0,1.0,0.0,74.1,60.0,59.7,76.8,0.0,0.0,0.0,0.0,-5.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.0,1.0,158.3,3 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
