RECEIVING_2023_RECEIVING_2023_Rank,RECEIVING_2023_RECEIVING_2023_Player,RECEIVING_2023_RECEIVING_2023_JerseyNumber,RECEIVING_2023_RECEIVING_2023_Position,RECEIVING_2023_RECEIVING_2023_GamesPlayed,RECEIVING_2023_RECEIVING_2023_ReceivingTargets,RECEIVING_2023_RECEIVING_2023_ReceivingReceptions,RECEIVING_2023_RECEIVING_2023_ReceivingReceptionPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYards,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingTouchdowns,RECEIVING_2023_RECEIVING_2023_ReceivingOverallGrade,RECEIVING_2023_RECEIVING_2023_ReceivingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingDrops,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingPassSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingRoutesRun,RECEIVING_2023_RECEIVING_2023_ReceivingTargetPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnapsPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlot,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlotPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWide,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWidePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInline,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInlinePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatch,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatchPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerRouteRun,RECEIVING_2023_RECEIVING_2023_ReceivingAverageDepthOfTarget,RECEIVING_2023_RECEIVING_2023_ReceivingLongestReception,RECEIVING_2023_RECEIVING_2023_ReceivingDrops.1,RECEIVING_2023_RECEIVING_2023_ReceivingDropPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingContestedTargets,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatches,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatchPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingInterceptionsThrownWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles.1,RECEIVING_2023_RECEIVING_2023_ReceivingMissedTacklesForced,RECEIVING_2023_RECEIVING_2023_ReceivingFirstDowns,RECEIVING_2023_RECEIVING_2023_ReceivingPasserRatingWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingPenalties
1.0,Brandon Aiyuk,#11,WR,19.0,120.0,84.0,70.0,"1,491",17.8,8.0,91.5,91.7,86.1,53.9,66.8,593.0,563.0,94.9,2.0,0.3,146.0,24.6,446.0,75.2,1.0,0.2,390.0,4.6,2.65,14.6,76.0,2.0,2.3,18.0,9.0,50.0,3.0,1.0,12.0,70.0,124.0,4 (0)
2.0,Deebo Samuel,#19,WR,18.0,109.0,73.0,67.0,"1,038",14.2,7.0,85.4,87.0,76.9,64.7,65.9,489.0,459.0,93.9,5.0,1.0,164.0,33.5,296.0,60.5,0.0,0.0,632.0,8.7,2.26,7.5,54.0,4.0,5.2,19.0,7.0,36.8,3.0,1.0,33.0,40.0,107.5,2 (0)
3.0,Christian McCaffrey,#23,HB,19.0,104.0,86.0,82.7,716,8.3,8.0,90.3,86.5,90.8,65.8,28.4,606.0,525.0,86.6,56.0,9.2,103.0,17.0,57.0,9.4,18.0,3.0,606.0,7.0,1.36,1.7,41.0,1.0,1.1,3.0,2.0,66.7,2.0,1.0,11.0,36.0,113.0,2 (1)
4.0,George Kittle,#85,TE,19.0,101.0,73.0,72.3,"1,132",15.5,7.0,87.7,85.2,54.4,81.7,70.6,640.0,568.0,88.8,45.0,7.0,180.0,28.1,56.0,8.8,395.0,61.7,531.0,7.3,1.99,9.9,66.0,7.0,8.8,16.0,6.0,37.5,2.0,0.0,17.0,46.0,123.9,2 (0)
5.0,Jauan Jennings,#15,WR,16.0,42.0,29.0,69.0,376,13.0,2.0,74.1,72.4,76.7,76.8,73.0,326.0,303.0,92.9,3.0,0.9,188.0,57.7,138.0,42.3,0.0,0.0,130.0,4.5,1.24,10.4,31.0,1.0,3.3,8.0,4.0,50.0,1.0,0.0,7.0,20.0,102.9,3 (0)
6.0,Ronnie Bell,#10,WR,14.0,13.0,6.0,46.2,68,11.3,3.0,61.1,62.5,49.7,79.9,-,79.0,78.0,98.7,0.0,0.0,18.0,22.8,61.0,77.2,0.0,0.0,11.0,1.8,0.87,12.6,20.0,1.0,14.3,7.0,3.0,42.9,0.0,0.0,0.0,5.0,101.9,2 (1)
7.0,Jordan Mason,#24,HB,7.0,4.0,3.0,75.0,31,10.3,0.0,84.7,62.0,70.5,82.1,23.8,38.0,35.0,92.1,2.0,5.3,2.0,5.3,3.0,7.9,0.0,0.0,21.0,7.0,0.89,3.5,13.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,96.9,0 (0)
8.0,Chris Conley,#84,WR,10.0,7.0,5.0,71.4,104,20.8,0.0,65.4,60.9,45.8,68.0,66.1,73.0,72.0,98.6,1.0,1.4,21.0,28.8,51.0,69.9,0.0,0.0,31.0,6.2,1.44,15.6,48.0,1.0,16.7,1.0,0.0,0.0,0.0,0.0,0.0,4.0,113.7,0 (0)
9.0,Ray-Ray McCloud III,#03,WR,14.0,18.0,14.0,77.8,161,11.5,0.0,63.1,59.8,80.6,59.1,-,155.0,143.0,92.3,0.0,0.0,54.0,34.8,100.0,64.5,0.0,0.0,88.0,6.3,1.13,7.8,41.0,0.0,0.0,2.0,1.0,50.0,1.0,0.0,1.0,8.0,80.8,0 (0)
10.0,Willie Snead IV,#83,WR,4.0,3.0,2.0,66.7,14,7.0,0.0,60.9,59.0,68.3,64.0,-,26.0,24.0,92.3,0.0,0.0,13.0,50.0,13.0,50.0,0.0,0.0,3.0,1.5,0.58,5.7,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,77.1,0 (0)
