year,player_id,player_game_count,grades_hands_fumble,grades_pass_block,slot_snaps,position,routes,grades_hands_drop,player,team_name,wide_snaps,inline_snaps,grades_offense,grades_pass_route
2006,1369,16,82.7,,198,WR,591,85.2,Anquan Boldin,ARZ,412,0,82.6,83.7
2006,1724,13,81.3,,75,WR,438,69.0,Larry Fitzgerald,ARZ,381,2,84.2,83.2
2006,1333,16,78.4,,208,WR,498,43.5,Bryant Johnson,ARZ,312,0,65.1,65.1
2006,439,16,79.4,81.1,0,HB,312,81.7,Edgerrin James,ARZ,1,0,49.6,62.0
2006,682,15,75.1,,174,WR,225,61.5,Troy Walters,ARZ,59,0,59.6,58.8
2006,2494,14,15.4,40.9,34,TE,218,65.6,Adam Bergen,ARZ,19,204,41.3,37.1
2006,3017,16,73.3,46.4,3,TE,169,66.7,Leonard Pope,ARZ,0,221,58.3,57.0
2006,297,13,26.6,57.2,1,FB,91,68.0,Obafemi Ayanbadejo,ARZ,2,2,55.7,54.8
2006,2261,12,76.7,51.3,0,HB,38,54.5,J.J. Arrington,ARZ,0,0,49.9,58.5
2006,987,11,77.2,23.2,0,HB,44,49.7,Marcel Shipp,ARZ,0,0,48.2,56.9
2006,3517,1,67.0,,10,WR,9,72.1,Micheal Spurlock,ARZ,0,0,77.1,74.7
2006,999,14,66.2,56.9,0,TE,20,68.3,Fred Wakefield,ARZ,0,73,68.1,78.7
2006,2506,1,61.2,,0,FB,1,64.7,John Bronson,ARZ,0,1,96.0,94.9
2007,1724,15,26.0,,55,WR,580,90.1,Larry Fitzgerald,ARZ,552,1,90.8,90.7
2007,1369,12,29.7,80.9,245,WR,433,70.3,Anquan Boldin,ARZ,183,7,77.9,80.9
2007,1333,16,78.9,74.9,94,WR,478,55.5,Bryant Johnson,ARZ,406,2,67.6,67.3
2007,2261,16,81.8,73.7,16,HB,181,59.5,J.J. Arrington,ARZ,11,0,57.7,62.5
2007,1709,10,75.1,65.4,180,WR,201,40.4,Jerheme Urban,ARZ,28,0,58.8,60.9
2007,3017,13,25.6,71.4,26,TE,170,41.7,Leonard Pope,ARZ,4,219,58.9,63.0
2007,439,16,54.6,71.1,26,HB,232,34.7,Edgerrin James,ARZ,2,0,60.7,41.9
2007,538,8,70.1,,84,WR,92,35.3,Sean Morey,ARZ,10,0,54.1,54.0
2007,3758,7,71.5,,19,WR,58,54.9,Steve Breaston,ARZ,40,0,61.2,60.9
2007,3831,8,70.1,76.8,13,TE,76,54.6,Ben Patrick,ARZ,7,82,75.2,65.9
2007,651,16,70.8,86.8,2,FB,88,35.3,Terrelle Smith,ARZ,2,3,74.2,47.5
2007,4195,16,70.1,60.3,33,TE,113,76.5,Troy Bienemann,ARZ,3,92,51.7,48.2
2007,987,15,76.5,90.4,6,HB,54,45.8,Marcel Shipp,ARZ,1,0,60.4,44.8
2008,1724,20,70.1,68.4,182,WR,796,90.4,Larry Fitzgerald,ARZ,645,4,87.7,86.1
2008,1369,15,25.0,30.2,455,WR,569,68.2,Anquan Boldin,ARZ,124,1,77.0,77.1
2008,3758,20,83.1,69.3,165,WR,700,57.4,Steve Breaston,ARZ,563,1,69.9,68.6
2008,1709,20,78.3,67.5,390,WR,424,66.2,Jerheme Urban,ARZ,53,0,60.7,58.4
2008,4463,20,66.7,62.9,31,HB,279,40.5,Tim Hightower,ARZ,0,0,47.1,44.8
2008,2261,15,83.6,74.0,28,HB,187,55.6,J.J. Arrington,ARZ,8,0,63.3,65.3
2008,439,17,67.1,58.2,12,HB,163,37.6,Edgerrin James,ARZ,2,0,50.8,40.5
2008,4395,7,73.0,,63,WR,70,65.6,Early Doucet,ARZ,8,0,67.8,65.3
2008,3831,13,72.3,58.4,39,TE,103,80.0,Ben Patrick,ARZ,4,83,78.7,65.6
2008,3017,16,72.2,52.7,47,TE,145,80.3,Leonard Pope,ARZ,0,156,59.5,50.0
2008,2789,12,68.0,79.9,42,TE,113,73.4,Stephen Spach,ARZ,1,101,60.4,43.0
2008,651,19,67.4,83.8,3,FB,52,36.2,Terrelle Smith,ARZ,0,0,68.4,42.8
2008,3906,15,68.0,79.3,15,FB,50,73.4,Tim Castille,ARZ,2,10,50.1,50.3
2008,4330,3,,,0,CB,4,,Dominique Rodgers-Cromartie,ARZ,4,0,55.4,56.4
2008,513,3,64.0,56.0,6,TE,22,68.3,Jerame Tuman,ARZ,1,25,70.3,63.9
2008,3621,20,62.3,62.6,0,T,0,67.6,Levi Brown,ARZ,0,0,76.0,44.8
2008,112,20,69.7,60.9,0,QB,1,,Kurt Warner,ARZ,0,0,73.3,58.4
2008,2225,3,64.0,,1,S,1,68.3,Antrel Rolle,ARZ,2,0,78.5,74.6
2009,1724,18,60.8,67.4,178,WR,690,89.0,Larry Fitzgerald,ARZ,545,3,83.2,81.7
2009,1369,15,24.9,,353,WR,514,85.9,Anquan Boldin,ARZ,177,3,79.2,77.2
2009,3758,17,81.5,,105,WR,555,86.2,Steve Breaston,ARZ,477,0,72.0,69.5
2009,4463,18,41.0,71.8,23,HB,410,47.0,Tim Hightower,ARZ,7,0,53.5,55.8
2009,4395,11,76.8,66.8,162,WR,221,42.6,Early Doucet,ARZ,67,0,67.2,65.7
2009,1709,11,28.2,,187,WR,236,59.2,Jerheme Urban,ARZ,61,0,54.6,52.9
2009,5164,18,29.5,75.9,21,HB,65,80.6,LaRod Stephens-Howling,ARZ,28,0,64.4,61.3
2009,3831,11,73.0,62.0,42,TE,141,65.6,Ben Patrick,ARZ,5,118,77.0,58.4
2009,4954,18,30.1,45.6,3,HB,110,79.4,Beanie Wells,ARZ,2,0,66.2,75.3
2009,602,18,18.7,74.8,8,TE,87,54.5,Anthony Becht,ARZ,0,129,78.4,50.8
2009,2789,7,67.0,78.1,13,TE,63,72.1,Stephen Spach,ARZ,2,74,55.6,39.8
2009,2212,14,73.1,28.3,7,HB,44,77.3,Jason Wright,ARZ,1,4,67.8,66.6
2009,749,16,67.0,63.5,0,FB,48,28.6,Dan Kreider,ARZ,0,2,70.9,31.9
2010,1724,16,82.8,,120,WR,618,82.3,Larry Fitzgerald,ARZ,515,1,78.4,77.5
2010,3758,13,79.7,,118,WR,472,35.1,Steve Breaston,ARZ,375,0,65.5,63.5
2010,4395,10,76.2,77.9,203,WR,257,29.5,Early Doucet,ARZ,58,0,53.4,51.7
2010,5612,13,29.9,,219,WR,299,54.4,Andre Roberts,ARZ,87,2,55.9,53.6
2010,4463,16,34.7,58.6,43,HB,280,28.8,Tim Hightower,ARZ,6,0,56.9,29.9
2010,5880,10,70.6,,38,WR,144,27.8,Stephen Williams,ARZ,111,0,47.6,46.9
2010,5883,8,20.9,65.7,102,WR,141,79.4,Max Komar,ARZ,44,0,51.4,53.7
2010,5164,13,80.1,60.0,20,HB,72,54.5,LaRod Stephens-Howling,ARZ,17,0,71.5,61.3
2010,3831,11,22.6,32.9,36,TE,93,81.1,Ben Patrick,ARZ,6,78,66.0,56.3
2010,2789,15,69.8,57.6,17,TE,111,53.3,Stephen Spach,ARZ,0,143,67.3,48.1
2010,2212,15,74.0,86.0,7,HB,81,38.4,Jason Wright,ARZ,3,0,61.9,47.9
2010,5756,14,65.8,64.6,23,TE,74,36.8,Jim Dray,ARZ,2,81,51.8,38.9
2010,4954,13,74.8,52.9,4,HB,72,29.2,Beanie Wells,ARZ,2,0,56.1,48.1
2010,3797,15,64.0,69.8,0,FB,35,68.3,Reagan Mauia,ARZ,0,0,75.6,63.0
2010,5258,1,,,0,FB,3,28.0,Jerome Johnson,ARZ,0,0,42.2,26.6
2011,1724,16,82.2,,143,WR,628,84.9,Larry Fitzgerald,ARZ,516,0,89.8,89.1
2011,5612,16,40.2,,138,WR,614,51.4,Andre Roberts,ARZ,509,0,58.9,56.6
2011,4395,16,39.4,,359,WR,440,41.7,Early Doucet,ARZ,88,0,59.8,60.5
2011,3100,16,75.9,51.0,17,TE,151,86.5,Jeff King,ARZ,4,208,89.5,89.9
2011,801,10,75.3,75.3,105,TE,190,62.5,Todd Heap,ARZ,8,89,71.0,62.8
2011,6221,12,21.7,72.6,69,TE,132,27.8,Rob Housler,ARZ,7,60,52.5,47.0
2011,1182,12,79.0,70.8,9,HB,123,29.3,Chester Taylor,ARZ,0,0,56.9,38.2
2011,5164,13,82.8,82.8,6,HB,68,65.6,LaRod Stephens-Howling,ARZ,7,0,62.6,82.2
2011,4954,14,47.9,64.5,15,HB,190,29.5,Beanie Wells,ARZ,0,0,56.4,32.4
2011,6288,14,70.8,54.5,1,FB,63,76.5,Anthony Sherman,ARZ,0,4,71.2,69.3
2011,6401,9,65.8,,5,WR,78,36.8,DeMarco Sampson,ARZ,77,0,54.1,54.0
2011,3851,9,15.0,,5,WR,67,72.1,Chansi Stuckey,ARZ,63,0,48.9,48.9
2011,5877,8,79.8,83.2,2,HB,25,36.2,Alfonso Smith,ARZ,0,0,57.3,44.6
2011,5756,6,64.0,39.6,13,TE,46,68.3,Jim Dray,ARZ,2,40,51.0,50.7
2011,3797,3,61.2,62.8,0,FB,9,64.7,Reagan Mauia,ARZ,0,1,58.5,68.0
2011,6157,2,61.2,70.4,1,CB,1,64.7,Patrick Peterson,ARZ,0,0,71.0,60.5
2012,1724,16,81.4,70.7,131,WR,674,69.5,Larry Fitzgerald,ARZ,569,1,69.4,68.5
2012,5612,15,48.5,67.6,303,WR,599,37.9,Andre Roberts,ARZ,315,5,61.4,60.6
2012,7019,16,32.9,,21,WR,416,54.9,Michael Floyd,ARZ,411,0,63.1,62.0
2012,6221,15,78.6,73.0,273,TE,389,68.8,Rob Housler,ARZ,24,102,62.1,60.8
2012,4395,12,77.2,70.4,264,WR,306,28.6,Early Doucet,ARZ,53,2,47.1,47.0
2012,5164,14,89.0,68.2,22,HB,155,54.5,LaRod Stephens-Howling,ARZ,5,0,69.5,48.4
2012,3100,16,73.9,77.9,47,TE,159,82.7,Jeff King,ARZ,3,143,68.0,63.7
2012,6939,12,84.9,71.6,7,HB,143,69.9,William Powell,ARZ,0,0,71.1,63.4
2012,801,2,70.6,28.2,35,TE,43,77.3,Todd Heap,ARZ,1,13,76.3,77.9
2012,6190,5,26.9,69.1,3,HB,38,52.5,Ryan Williams,ARZ,0,0,59.8,58.1
2012,6288,13,68.8,60.1,3,FB,63,74.6,Anthony Sherman,ARZ,0,2,61.2,56.3
2012,6157,4,69.7,,3,CB,4,70.5,Patrick Peterson,ARZ,1,0,67.4,60.9
2012,5877,4,64.0,77.6,1,HB,8,68.3,Alfonso Smith,ARZ,0,0,66.2,68.0
2012,7486,2,61.2,,6,WR,8,64.7,LaRon Byrd,ARZ,2,0,55.1,55.5
2012,5756,2,64.0,70.4,3,TE,8,68.3,Jim Dray,ARZ,0,4,73.8,69.8
2012,7144,1,62.3,34.3,0,G,0,67.6,Senio Kelemete,ARZ,0,0,60.6,91.2
2012,4954,8,61.8,35.0,0,HB,32,64.7,Beanie Wells,ARZ,0,0,57.6,57.1
2012,3797,3,61.2,77.7,1,FB,5,64.7,Reagan Mauia,ARZ,0,0,59.6,70.7
2013,1724,16,53.6,,304,WR,596,90.7,Larry Fitzgerald,ARZ,325,3,80.3,77.1
2013,7019,16,80.9,48.6,134,WR,567,67.2,Michael Floyd,ARZ,464,4,82.1,80.3
2013,5612,16,78.5,78.1,217,WR,401,76.0,Andre Roberts,ARZ,210,3,66.2,65.8
2013,7968,15,73.4,81.3,56,HB,220,41.6,Andre Ellington,ARZ,75,1,84.2,68.8
2013,6221,13,29.3,37.5,110,TE,291,49.2,Rob Housler,ARZ,15,193,58.0,58.1
2013,5756,16,26.5,67.3,30,TE,211,86.7,Jim Dray,ARZ,1,259,66.2,57.3
2013,4337,15,44.4,75.3,7,HB,158,70.3,Rashard Mendenhall,ARZ,7,1,65.1,65.1
2013,8128,16,71.5,,25,WR,113,78.7,Jaron Brown,ARZ,94,0,67.8,66.4
2013,5877,12,20.7,85.6,7,HB,62,78.0,Alfonso Smith,ARZ,4,0,51.8,56.4
2013,7481,5,67.0,,9,WR,36,72.1,Brittan Golden,ARZ,31,0,74.0,71.1
2013,5822,8,69.5,69.3,2,TE,41,75.6,Jake Ballard,ARZ,1,50,69.9,81.4
2013,7922,12,81.3,89.4,6,HB,36,76.5,Stepfan Taylor,ARZ,4,0,77.4,82.2
2013,6157,11,57.6,,15,CB,21,75.6,Patrick Peterson,ARZ,11,0,75.6,77.2
2013,6073,3,61.2,,2,WR,5,64.7,Teddy Williams,ARZ,3,0,89.5,83.2
2013,5369,5,61.2,49.1,0,TE,9,64.7,Kory Sperry,ARZ,0,20,57.9,68.5
2014,1724,15,49.6,68.7,352,WR,537,90.3,Larry Fitzgerald,ARZ,224,7,77.2,74.9
2014,8726,17,80.2,,222,WR,487,73.5,John Brown,ARZ,304,0,69.3,69.4
2014,7019,17,20.2,77.4,137,WR,614,63.9,Michael Floyd,ARZ,528,3,69.6,64.8
2014,7968,12,70.0,81.2,27,HB,239,34.9,Andre Ellington,ARZ,36,0,55.1,59.3
2014,4352,17,77.9,51.4,60,TE,402,34.2,John Carlson,ARZ,11,398,51.1,47.4
2014,8128,16,25.9,,71,WR,127,52.9,Jaron Brown,ARZ,66,1,73.9,72.5
2014,3625,17,60.6,,30,WR,126,35.8,Ted Ginn Jr.,ARZ,104,0,67.1,64.3
2014,6221,16,71.7,50.1,2,TE,110,78.0,Rob Housler,ARZ,1,140,61.1,60.3
2014,6564,14,75.5,62.2,1,HB,50,28.5,Robert Hughes,ARZ,2,0,64.2,65.6
2014,7922,15,85.6,73.8,5,HB,82,79.4,Stepfan Taylor,ARZ,12,0,61.7,69.0
2014,8835,8,77.6,80.6,5,HB,50,75.6,Marion Grice,ARZ,7,0,69.0,68.3
2014,8549,9,68.8,78.3,0,TE,64,74.6,Darren Fells,ARZ,0,93,82.3,69.0
2014,8013,5,52.6,88.5,1,HB,28,29.2,Kerwynn Williams,ARZ,3,0,58.5,32.3
2014,5711,2,76.9,73.5,1,HB,17,68.3,Jonathan Dwyer,ARZ,0,0,51.7,57.3
2014,8687,6,65.8,75.4,3,TE,18,70.5,Troy Niklas,ARZ,0,21,56.0,74.7
2014,1317,6,77.0,,0,QB,0,,Carson Palmer,ARZ,0,0,72.1,
2015,1724,18,42.6,79.7,407,WR,638,87.4,Larry Fitzgerald,ARZ,272,15,89.4,87.3
2015,8726,17,50.8,73.7,238,WR,584,64.7,John Brown,ARZ,394,0,78.7,78.9
2015,7019,17,80.6,71.1,155,WR,488,59.0,Michael Floyd,ARZ,370,0,80.0,79.4
2015,9519,18,41.1,59.8,33,HB,288,58.3,David Johnson,ARZ,60,1,71.5,71.1
2015,8549,16,75.7,61.0,36,TE,311,53.8,Darren Fells,ARZ,15,328,67.9,67.0
2015,9592,13,79.0,,44,WR,117,64.7,J.J. Nelson,ARZ,84,0,82.3,83.0
2015,5546,17,73.9,64.0,9,TE,209,55.6,Jermaine Gresham,ARZ,2,280,73.4,57.0
2015,8128,17,80.0,84.2,52,WR,159,48.3,Jaron Brown,ARZ,111,11,62.7,58.1
2015,7968,12,51.1,41.7,20,HB,126,81.1,Andre Ellington,ARZ,31,0,66.2,65.1
2015,4338,11,65.6,59.3,7,HB,115,29.7,Chris Johnson,ARZ,3,0,47.4,38.6
2015,8687,13,67.0,60.3,2,TE,36,72.1,Troy Niklas,ARZ,2,50,65.6,66.6
2015,7922,10,76.4,90.5,1,HB,15,64.7,Stepfan Taylor,ARZ,1,0,57.2,57.0
2015,8013,4,50.9,82.1,3,HB,13,68.3,Kerwynn Williams,ARZ,1,0,57.5,71.5
2015,7481,7,70.0,,9,WR,12,64.7,Brittan Golden,ARZ,5,0,58.7,55.1
2015,5542,15,62.3,67.6,0,G,0,67.6,Mike Iupati,ARZ,0,0,80.2,91.2
2016,1724,16,43.3,75.1,442,WR,645,88.5,Larry Fitzgerald,ARZ,254,5,83.3,80.2
2016,9519,16,53.2,71.0,75,HB,509,80.4,David Johnson,ARZ,118,0,79.9,90.0
2016,9592,15,30.1,,92,WR,334,37.2,J.J. Nelson,ARZ,272,0,69.5,67.2
2016,8726,15,53.7,,194,WR,394,90.1,John Brown,ARZ,232,0,71.4,70.2
2016,5546,16,28.9,49.3,66,TE,334,47.5,Jermaine Gresham,ARZ,6,405,63.8,63.4
2016,8128,6,71.5,85.3,31,WR,112,78.7,Jaron Brown,ARZ,87,1,66.1,64.1
2016,8549,14,73.0,80.1,32,TE,157,51.5,Darren Fells,ARZ,3,163,63.0,52.5
2016,7968,16,83.5,73.3,18,HB,82,80.0,Andre Ellington,ARZ,15,0,64.8,74.4
2016,7481,8,28.6,,41,WR,104,54.9,Brittan Golden,ARZ,65,3,58.0,55.7
2016,6476,2,81.6,,4,WR,14,72.1,Jeremy Ross,ARZ,10,1,81.2,77.8
2016,8557,4,64.0,0.0,2,TE,13,68.3,Ifeanyi Momah,ARZ,0,13,52.4,68.8
2016,8013,4,26.1,76.6,0,HB,23,64.7,Kerwynn Williams,ARZ,2,0,62.0,53.9
2016,10960,9,,73.4,0,TE,14,25.7,Hakeem Valles,ARZ,1,19,32.4,27.9
2016,8687,3,61.2,72.1,0,TE,19,28.9,Troy Niklas,ARZ,0,20,47.0,30.9
2016,4338,4,78.4,26.2,0,HB,10,,Chris Johnson,ARZ,0,0,57.2,53.3
2017,1724,16,60.3,74.5,434,WR,650,90.4,Larry Fitzgerald,ARZ,257,9,80.0,78.8
2017,8128,16,77.0,42.1,149,WR,528,78.9,Jaron Brown,ARZ,414,3,59.4,57.9
2017,9592,16,28.1,,102,WR,364,28.3,J.J. Nelson,ARZ,284,0,59.0,58.2
2017,8726,10,75.2,,156,WR,311,38.7,John Brown,ARZ,184,0,58.0,58.8
2017,5546,14,77.3,55.5,46,TE,309,45.4,Jermaine Gresham,ARZ,5,382,62.8,59.9
2017,12020,8,71.9,,15,TE,68,31.3,Ricky Seals-Jones,ARZ,13,38,80.7,89.7
2017,11214,7,79.0,77.2,14,HB,101,68.0,D.J. Foster,ARZ,29,0,65.8,68.8
2017,8687,15,73.1,56.0,13,TE,139,63.2,Troy Niklas,ARZ,0,179,59.1,71.0
2017,3623,10,43.3,21.5,10,HB,98,28.4,Adrian Peterson,ARZ,9,0,51.8,34.7
2017,8013,14,90.7,43.2,11,HB,79,58.5,Kerwynn Williams,ARZ,14,0,63.6,71.2
2017,7481,8,77.7,,53,WR,61,29.3,Brittan Golden,ARZ,12,0,47.9,49.9
2017,9519,1,16.9,46.0,3,HB,28,74.6,David Johnson,ARZ,3,0,40.9,38.8
2017,4338,4,82.8,35.4,1,HB,44,73.4,Chris Johnson,ARZ,4,0,58.4,61.4
2017,11853,6,68.7,,20,WR,68,70.5,Chad Williams,ARZ,51,0,60.9,59.7
2017,11300,11,80.3,75.7,1,HB,27,41.6,Elijhaa Penny,ARZ,3,0,68.5,61.2
2017,8557,6,61.2,,2,TE,18,28.8,Ifeanyi Momah,ARZ,2,15,48.9,55.9
2017,9980,2,,,0,TE,5,28.0,Gabe Holmes,ARZ,0,5,34.6,29.1
2018,1724,16,81.4,,419,WR,530,81.0,Larry Fitzgerald,ARZ,135,7,73.2,72.3
2018,9519,16,65.1,71.4,16,HB,360,34.3,David Johnson,ARZ,28,2,64.1,60.4
2018,12020,15,77.1,83.6,193,TE,366,52.5,Ricky Seals-Jones,ARZ,97,112,52.8,54.3
2018,47546,12,87.0,,112,WR,344,68.6,Christian Kirk,ARZ,250,2,70.3,70.1
2018,11853,10,74.0,65.7,23,WR,284,41.6,Chad Williams,ARZ,276,0,53.7,52.7
2018,48021,8,74.1,66.2,65,WR,224,69.6,Trent Sherfield,ARZ,167,1,58.1,56.2
2018,45851,16,31.8,49.7,4,HB,114,59.2,Chase Edmonds,ARZ,6,0,60.5,65.0
2018,9592,12,72.4,,14,WR,131,32.2,J.J. Nelson,ARZ,125,0,48.9,48.9
2018,5546,13,19.2,79.8,20,TE,111,56.7,Jermaine Gresham,ARZ,3,177,49.7,52.7
2018,11935,6,78.3,,6,HB,18,75.6,T.J. Logan,ARZ,0,0,59.9,68.0
2018,66933,3,65.8,,15,WR,54,70.5,Jalen Tolliver,ARZ,41,1,57.9,57.3
2018,7377,7,67.8,77.9,0,FB,10,68.3,Derrick Coleman,ARZ,0,0,67.8,70.5
2018,5132,8,65.8,69.3,10,TE,31,70.5,John Phillips,ARZ,2,39,63.1,61.9
2018,12122,5,,64.6,5,TE,25,,Darrell Daniels,ARZ,8,20,46.9,47.0
2018,10751,2,81.2,,2,WR,3,,Pharoh Cooper,ARZ,1,0,57.1,57.5
2019,1724,16,82.0,64.4,536,WR,574,90.5,Larry Fitzgerald,ARZ,79,4,70.3,71.6
2019,47546,13,85.1,66.2,224,WR,503,80.3,Christian Kirk,ARZ,312,0,62.5,62.0
2019,10707,14,65.9,56.0,24,HB,303,57.9,Kenyan Drake,ARZ,19,2,71.2,65.1
2019,9964,11,78.5,,17,WR,314,79.4,Damiere Byrd,ARZ,308,0,64.4,64.0
2019,9519,13,69.3,64.3,65,HB,232,80.4,David Johnson,ARZ,17,2,72.2,74.5
2019,39587,10,25.6,,13,WR,241,50.8,KeeSean Johnson,ARZ,243,0,53.5,53.4
2019,10751,13,89.0,65.6,152,WR,149,65.2,Pharoh Cooper,ARZ,13,0,70.3,69.4
2019,6326,15,74.4,54.1,53,TE,187,83.6,Charles Clay,ARZ,21,118,64.7,62.3
2019,45851,10,84.7,74.5,35,HB,101,27.6,Chase Edmonds,ARZ,9,0,69.7,54.1
2019,9488,16,73.0,82.1,78,TE,174,65.6,Maxx Williams,ARZ,10,138,79.1,61.0
2019,48021,12,68.7,,13,WR,144,28.7,Trent Sherfield,ARZ,138,0,52.2,50.0
2019,47448,13,76.1,,23,WR,96,77.3,Andy Isabella,ARZ,79,0,64.2,64.0
2019,51842,5,70.6,70.2,36,TE,67,77.3,Dan Arnold,ARZ,12,24,71.7,76.8
2019,4933,2,67.0,,0,WR,26,72.1,Michael Crabtree,ARZ,26,0,56.7,54.1
2019,12122,6,61.2,63.8,1,TE,9,28.8,Darrell Daniels,ARZ,1,8,49.1,47.5
2020,7808,16,38.3,,68,WR,626,91.5,DeAndre Hopkins,ARZ,595,0,87.1,88.0
2020,47546,14,87.0,,88,WR,513,78.2,Christian Kirk,ARZ,452,0,62.3,62.5
2020,1724,13,79.8,69.5,412,WR,444,90.6,Larry Fitzgerald,ARZ,61,0,59.6,61.1
2020,45851,16,58.0,49.3,96,HB,305,87.9,Chase Edmonds,ARZ,29,2,69.2,77.0
2020,51842,16,20.8,72.6,148,TE,298,78.4,Dan Arnold,ARZ,33,131,61.7,64.4
2020,47448,13,27.9,,194,WR,214,47.8,Andy Isabella,ARZ,27,0,56.8,56.1
2020,10707,15,60.1,60.0,14,HB,251,52.9,Kenyan Drake,ARZ,1,0,60.9,47.0
2020,39587,8,73.0,,72,WR,136,65.6,KeeSean Johnson,ARZ,73,0,61.2,61.7
2020,12122,12,71.1,77.0,25,TE,100,54.5,Darrell Daniels,ARZ,2,90,59.1,56.9
2020,9488,9,70.1,41.4,30,TE,104,76.5,Maxx Williams,ARZ,1,91,67.7,65.6
2020,48021,6,68.0,,26,WR,40,73.4,Trent Sherfield,ARZ,15,0,67.1,63.5
2020,49167,1,61.2,,0,LB,1,64.7,Ezekiel Turner,ARZ,0,0,73.8,90.3
2020,11214,4,70.1,59.4,5,HB,18,64.7,D.J. Foster,ARZ,2,0,51.1,51.4
2020,25859,1,61.2,,1,FB,1,64.7,Jonathan Ward,ARZ,0,0,97.7,90.8
2020,10772,3,,70.2,4,TE,12,,Seth DeValve,ARZ,1,8,35.2,48.9
2021,47546,18,84.5,,477,WR,576,69.8,Christian Kirk,ARZ,136,0,72.1,72.7
2021,7816,18,82.1,77.0,346,TE,551,83.5,Zach Ertz,ARZ,54,190,65.5,69.4
2021,6156,17,80.0,,51,WR,557,68.3,A.J. Green,ARZ,541,1,67.8,69.7
2021,62890,15,69.1,,223,WR,283,82.5,Rondale Moore,ARZ,60,0,70.7,70.1
2021,7808,10,78.5,,51,WR,325,75.8,DeAndre Hopkins,ARZ,292,0,79.8,81.1
2021,45851,12,73.8,51.7,55,HB,269,83.5,Chase Edmonds,ARZ,31,0,66.6,60.1
2021,11860,16,69.4,89.1,29,HB,242,90.0,James Conner,ARZ,13,2,81.9,84.8
2021,39967,15,74.4,,23,WR,271,70.5,Antoine Wesley,ARZ,264,0,60.1,58.8
2021,9488,5,73.3,70.0,45,TE,99,81.7,Maxx Williams,ARZ,6,66,77.9,77.6
2021,57136,8,83.1,46.6,4,HB,49,76.5,Eno Benjamin,ARZ,4,0,65.1,83.3
2021,12122,16,68.7,67.0,16,TE,73,41.6,Darrell Daniels,ARZ,3,83,49.9,36.2
2021,8524,14,69.5,64.8,20,TE,73,70.5,Demetrius Harris,ARZ,2,64,43.9,41.8
2021,25859,5,74.4,26.6,4,HB,25,70.5,Jonathan Ward,ARZ,1,0,83.2,90.9
2021,42237,2,75.2,,18,WR,20,70.5,Greg Dortch,ARZ,5,0,63.5,61.2
2021,47448,5,65.3,,4,WR,24,64.7,Andy Isabella,ARZ,21,0,57.0,56.9
2022,61568,12,47.7,,183,WR,492,79.5,Marquise Brown,ARZ,338,0,69.2,69.6
2022,7808,9,25.5,,106,WR,362,90.1,DeAndre Hopkins,ARZ,282,0,72.9,73.5
2022,7816,10,79.7,29.6,237,TE,375,85.8,Zach Ertz,ARZ,56,106,62.5,66.6
2022,42237,16,88.4,,303,WR,346,90.5,Greg Dortch,ARZ,58,0,64.2,67.6
2022,11860,13,54.4,73.8,46,HB,332,54.5,James Conner,ARZ,28,1,69.7,51.4
2022,62890,8,79.3,,171,WR,281,60.4,Rondale Moore,ARZ,123,0,63.4,63.6
2022,6156,15,76.3,,50,WR,362,66.6,A.J. Green,ARZ,334,0,55.6,55.1
2022,11254,16,24.3,,49,WR,323,70.5,Robbie Chosen,ARZ,294,0,51.2,52.6
2022,75916,15,27.8,81.2,121,TE,317,77.8,Trey McBride,ARZ,38,170,50.9,53.6
2022,47901,8,69.5,,11,WR,75,75.6,Andre Baccellia,ARZ,69,0,56.4,57.4
2022,13014,5,78.4,29.6,11,HB,58,73.4,Darrel Williams,ARZ,5,0,64.9,53.2
2022,11160,14,65.8,19.6,12,TE,48,26.5,Stephen Anderson,ARZ,4,40,33.9,30.0
2022,12253,4,76.8,12.4,6,HB,41,45.8,Corey Clement,ARZ,4,0,63.9,69.2
2022,77761,10,79.1,27.1,9,HB,52,42.1,Keaontay Ingram,ARZ,4,1,48.1,49.1
2022,9488,11,65.8,56.6,7,TE,44,70.5,Maxx Williams,ARZ,1,56,56.6,49.6
2022,10751,3,83.4,,8,WR,13,68.3,Pharoh Cooper,ARZ,3,0,46.8,55.5
2022,10842,1,61.2,,0,LB,1,64.7,Kamu Grugier-Hill,ARZ,0,0,89.6,90.3
2022,38287,1,61.2,,0,HB,2,64.7,Ty'Son Williams,ARZ,0,0,61.7,64.5
2023,75916,17,51.5,55.1,236,TE,406,78.8,Trey McBride,ARZ,29,183,76.3,80.5
2023,61568,14,79.9,,100,WR,460,73.0,Marquise Brown,ARZ,398,0,67.1,68.1
2023,62890,17,51.2,,353,WR,479,52.5,Rondale Moore,ARZ,136,0,53.6,50.5
2023,84423,13,77.9,68.1,115,WR,415,81.9,Michael Wilson,ARZ,329,0,68.3,68.7
2023,7816,7,75.9,29.4,111,TE,186,36.0,Zach Ertz,ARZ,25,67,50.8,51.7
2023,42237,13,88.8,,73,WR,245,85.7,Greg Dortch,ARZ,184,0,68.2,71.2
2023,11860,13,90.8,68.0,9,HB,201,86.5,James Conner,ARZ,27,0,89.2,69.2
2023,57337,15,81.9,37.4,0,HB,151,63.2,Michael Carter,ARZ,8,10,60.8,52.2
