year,player_id,player_game_count,grades_hands_fumble,grades_pass_block,slot_snaps,position,routes,grades_hands_drop,player,team_name,wide_snaps,inline_snaps,grades_offense,grades_pass_route
2010,5602,14,43.4,,89,WR,339,33.1,Brandon LaFell,CAR,264,0,64.6,62.8
2010,5721,15,78.3,68.2,62,WR,426,72.2,David Gettis,CAR,382,2,64.4,63.1
2010,3771,16,77.2,76.8,176,TE,370,51.7,Dante Rosario,CAR,55,161,57.6,52.7
2010,5034,16,58.2,48.7,10,HB,199,36.6,Mike Goodson,CAR,12,0,62.1,64.6
2010,3100,16,74.3,71.4,45,TE,177,34.7,Jeff King,CAR,1,233,65.6,44.8
2010,3773,13,69.5,,16,WR,94,52.1,David Clowney,CAR,85,0,64.5,63.4
2010,4327,14,34.1,54.7,1,HB,108,41.1,Jonathan Stewart,CAR,2,0,58.7,55.6
2010,2972,6,62.4,84.7,1,HB,56,60.2,DeAngelo Williams,CAR,0,0,62.7,64.1
2010,5395,4,77.1,80.6,0,HB,36,79.4,Tyrell Sutton,CAR,1,0,64.4,75.3
2010,5052,14,73.3,28.4,1,FB,76,73.4,Tony Fiammetta,CAR,1,1,71.0,63.4
2010,4455,15,,76.6,31,TE,70,27.9,Gary Barnidge,CAR,6,46,55.5,36.1
2010,3661,3,64.0,,9,WR,43,68.3,Dwayne Jarrett,CAR,35,0,59.1,58.9
2010,5613,3,63.6,,4,WR,10,28.0,Armanti Edwards,CAR,6,0,52.3,43.8
2011,837,16,44.0,65.7,51,WR,589,68.5,Steve Smith,CAR,569,0,83.3,83.2
2011,3647,16,34.5,65.5,242,TE,452,49.3,Greg Olsen,CAR,38,190,70.1,65.3
2011,3788,15,78.9,,312,WR,470,69.2,Legedu Naanee,CAR,185,0,58.1,57.5
2011,1021,15,22.4,56.6,46,TE,210,81.8,Jeremy Shockey,CAR,28,192,85.0,84.5
2011,4327,16,77.0,43.6,2,HB,254,55.2,Jonathan Stewart,CAR,3,0,81.0,67.2
2011,5602,16,77.4,39.9,121,WR,443,71.7,Brandon LaFell,CAR,344,1,68.1,68.2
2011,2972,16,90.3,55.4,8,HB,179,53.1,DeAngelo Williams,CAR,15,0,69.3,49.1
2011,5034,2,61.2,,0,HB,4,28.8,Mike Goodson,CAR,0,0,44.5,28.0
2011,6037,10,69.7,29.8,3,FB,20,70.5,Richard Brockel,CAR,0,6,71.2,66.1
2011,6035,7,61.2,,16,WR,23,64.7,Seyi Ajirotutu,CAR,7,1,51.3,50.5
2011,6153,16,86.3,,0,QB,2,64.7,Cam Newton,CAR,1,0,67.2,89.5
2012,837,16,51.8,,51,WR,526,55.3,Steve Smith,CAR,508,0,80.9,82.1
2012,3647,16,46.8,65.0,322,TE,463,80.0,Greg Olsen,CAR,58,124,83.3,80.7
2012,5602,14,79.2,62.3,313,WR,442,61.2,Brandon LaFell,CAR,157,0,70.0,67.2
2012,5048,16,27.0,66.4,87,WR,390,65.0,Louis Murphy Jr.,CAR,333,0,60.6,59.1
2012,4740,16,84.8,65.0,12,FB,183,75.5,Mike Tolbert,CAR,11,4,77.0,80.5
2012,4327,9,43.0,75.3,6,HB,121,82.7,Jonathan Stewart,CAR,3,0,69.3,65.6
2012,2972,16,62.0,83.5,5,HB,147,48.0,DeAngelo Williams,CAR,7,0,66.4,54.0
2012,5613,15,69.5,,42,WR,78,49.7,Armanti Edwards,CAR,40,0,55.3,53.9
2012,4455,16,68.8,64.7,38,TE,61,74.6,Gary Barnidge,CAR,7,21,63.9,59.6
2012,6284,6,66.2,,16,WR,18,68.3,Kealoha Pilares,CAR,4,0,78.5,66.6
2012,1789,15,64.0,65.5,5,TE,25,68.3,Ben Hartsock,CAR,2,49,80.2,60.2
2012,6037,7,,79.1,0,TE,4,,Richard Brockel,CAR,0,1,75.3,54.6
2012,7104,4,68.2,,2,WR,7,64.7,Joe Adams,CAR,5,0,54.3,56.9
2013,3647,17,84.5,68.5,305,TE,513,74.3,Greg Olsen,CAR,70,175,79.0,80.3
2013,837,16,81.2,,79,WR,478,68.4,Steve Smith,CAR,422,0,82.3,81.0
2013,5602,17,80.6,,374,WR,562,44.6,Brandon LaFell,CAR,202,6,66.2,63.9
2013,3625,17,90.4,,48,WR,372,65.7,Ted Ginn Jr.,CAR,340,0,75.1,74.8
2013,2972,16,63.4,89.6,10,HB,171,76.0,DeAngelo Williams,CAR,2,0,68.7,59.3
2013,4740,17,89.2,74.9,17,FB,234,87.6,Mike Tolbert,CAR,6,4,70.6,70.1
2013,3075,14,69.5,,16,WR,83,75.6,Domenik Hixon,CAR,68,0,63.1,57.5
2013,4327,6,46.8,80.4,1,HB,37,75.6,Jonathan Stewart,CAR,1,0,66.3,70.7
2013,7963,5,72.5,73.4,1,HB,9,29.9,Kenjon Barner,CAR,2,0,44.1,42.0
2013,6037,14,81.0,52.8,4,FB,30,64.7,Richard Brockel,CAR,3,17,64.2,50.3
2013,7182,1,,,0,WR,3,,Marvin McNutt,CAR,3,0,56.0,56.9
2014,8663,18,53.5,,77,WR,605,35.8,Kelvin Benjamin,CAR,564,0,75.0,74.5
2014,3647,18,56.0,72.4,340,TE,594,84.3,Greg Olsen,CAR,93,211,84.2,83.2
2014,1829,17,82.9,67.4,399,WR,549,67.5,Jerricho Cotchery,CAR,174,3,64.6,64.2
2014,8986,15,28.6,,40,WR,218,65.2,Corey Brown,CAR,188,0,69.1,67.8
2014,4327,15,69.3,92.1,10,HB,246,78.0,Jonathan Stewart,CAR,6,0,79.1,58.9
2014,5595,18,22.2,53.1,75,TE,176,36.3,Ed Dickson,CAR,17,107,58.1,58.1
2014,7516,17,84.8,,26,WR,109,66.7,Brenton Bersin,CAR,90,1,70.1,69.4
2014,4740,10,85.3,55.9,6,FB,104,35.8,Mike Tolbert,CAR,3,3,52.7,54.0
2014,9006,5,80.7,52.0,2,HB,54,73.4,Darrin Reaves,CAR,6,0,50.5,55.9
2014,8547,8,86.5,86.5,3,HB,42,74.6,Fozzy Whittaker,CAR,2,0,71.9,75.8
2014,2972,8,56.4,70.5,0,HB,50,76.5,DeAngelo Williams,CAR,2,0,70.1,69.0
2014,7876,7,67.0,22.2,7,TE,24,72.1,Brandon Williams,CAR,8,10,57.1,70.3
2014,5722,3,67.8,,2,QB,15,64.7,Joe Webb III,CAR,12,0,62.6,61.9
2014,7548,2,61.9,,0,WR,5,,DeAndre Presley,CAR,5,0,45.6,56.1
2015,3647,19,56.6,82.3,310,TE,580,90.0,Greg Olsen,CAR,113,200,90.4,91.1
2015,3625,18,89.6,,44,WR,471,28.3,Ted Ginn Jr.,CAR,450,0,72.1,69.3
2015,9474,19,28.6,,39,WR,272,29.2,Devin Funchess,CAR,248,0,74.7,75.1
2015,8986,17,79.5,65.6,181,WR,513,59.3,Corey Brown,CAR,350,0,70.0,68.7
2015,1829,17,79.1,64.9,261,WR,298,69.9,Jerricho Cotchery,CAR,42,4,76.1,74.3
2015,5595,19,74.1,69.0,137,TE,208,45.1,Ed Dickson,CAR,33,100,57.4,56.6
2015,4740,19,40.0,78.4,21,FB,162,83.6,Mike Tolbert,CAR,8,10,60.5,68.3
2015,4327,16,66.1,84.0,10,HB,225,72.1,Jonathan Stewart,CAR,7,0,71.8,55.6
2015,8547,16,83.4,76.8,14,HB,101,63.5,Fozzy Whittaker,CAR,4,0,67.5,53.0
2015,7516,7,22.8,,24,WR,43,77.3,Brenton Bersin,CAR,20,0,78.1,74.8
2015,9607,6,45.9,80.8,6,HB,33,75.9,Cameron Artis-Payne,CAR,1,0,61.3,70.3
2015,8758,1,,,3,WR,6,27.9,Kevin Norwood,CAR,5,0,59.6,54.6
2015,8954,4,61.2,67.7,0,TE,4,64.7,Scott Simonson,CAR,3,4,70.0,73.7
2016,3647,16,82.2,72.3,343,TE,515,84.9,Greg Olsen,CAR,141,114,83.4,84.9
2016,8663,16,36.3,,120,WR,472,84.1,Kelvin Benjamin,CAR,388,0,76.5,79.7
2016,3625,16,90.0,,83,WR,432,48.3,Ted Ginn Jr.,CAR,378,0,69.2,70.9
2016,9474,15,75.3,66.3,75,WR,267,29.1,Devin Funchess,CAR,214,2,64.4,65.8
2016,8986,16,76.2,,302,WR,353,75.5,Corey Brown,CAR,70,0,57.5,57.4
2016,8547,16,62.1,81.9,33,HB,160,43.1,Fozzy Whittaker,CAR,7,1,60.6,70.5
2016,5595,16,71.5,66.2,91,TE,138,29.8,Ed Dickson,CAR,21,104,62.5,54.5
2016,4327,13,55.4,84.8,19,HB,179,28.1,Jonathan Stewart,CAR,15,0,63.0,40.0
2016,4740,16,81.4,85.7,18,FB,94,43.5,Mike Tolbert,CAR,1,14,53.9,52.4
2016,7516,6,64.0,,8,WR,22,68.3,Brenton Bersin,CAR,15,1,63.5,58.2
2016,5722,3,72.0,,2,QB,12,64.7,Joe Webb III,CAR,11,0,52.0,52.8
2016,9607,3,80.9,85.3,2,HB,27,64.7,Cameron Artis-Payne,CAR,3,0,57.4,55.2
2016,9964,1,65.3,,0,WR,6,64.7,Damiere Byrd,CAR,6,0,71.9,70.3
2016,10211,5,61.2,74.5,1,TE,12,64.7,Chris Manhertz,CAR,4,12,62.7,63.0
2017,9474,17,81.2,68.1,120,WR,559,68.5,Devin Funchess,CAR,471,2,72.2,72.0
2017,11763,17,81.4,42.4,120,HB,481,86.2,Christian McCaffrey,CAR,56,1,74.6,84.4
2017,5595,17,77.0,72.3,252,TE,368,60.4,Ed Dickson,CAR,71,116,59.2,59.0
2017,3647,8,75.5,74.0,126,TE,219,85.7,Greg Olsen,CAR,55,53,68.6,72.3
2017,8254,15,25.7,,244,WR,291,27.3,Russell Shepard,CAR,66,2,46.0,45.1
2017,11795,9,79.0,,48,WR,135,29.5,Curtis Samuel,CAR,92,0,56.9,53.6
2017,9617,14,40.3,66.6,56,WR,178,29.1,Kaelin Clay,CAR,128,4,55.1,53.2
2017,9964,8,76.9,,19,WR,99,58.9,Damiere Byrd,CAR,85,1,59.8,58.8
2017,7516,9,71.5,,69,WR,107,78.7,Brenton Bersin,CAR,43,1,68.1,67.4
2017,4327,16,53.5,67.0,4,HB,109,29.1,Jonathan Stewart,CAR,6,0,56.4,44.6
2017,8547,10,77.1,77.2,4,HB,24,73.4,Fozzy Whittaker,CAR,3,0,59.9,64.2
2017,10211,15,64.0,57.6,13,TE,48,29.9,Chris Manhertz,CAR,12,44,48.8,45.8
2017,6342,2,,,0,S,0,,Colin Jones,CAR,0,0,59.6,56.8
2017,9607,5,77.0,,0,HB,5,64.7,Cameron Artis-Payne,CAR,0,0,66.9,61.4
2018,11763,16,58.7,62.6,58,HB,493,91.8,Christian McCaffrey,CAR,40,0,82.8,89.1
2018,9474,14,78.8,,88,WR,406,47.5,Devin Funchess,CAR,340,1,68.4,68.0
2018,48267,16,21.4,64.9,152,WR,432,67.5,DJ Moore,CAR,298,1,71.8,73.7
2018,11795,13,44.4,,79,WR,298,65.1,Curtis Samuel,CAR,239,0,71.5,71.9
2018,7118,16,19.5,,357,WR,387,68.3,Jarius Wright,CAR,49,2,63.7,63.0
2018,42130,12,77.4,72.7,201,TE,315,54.6,Ian Thomas,CAR,64,84,53.3,57.3
2018,3647,9,75.9,63.2,159,TE,246,75.5,Greg Olsen,CAR,49,66,65.8,68.6
2018,6210,11,73.9,,62,WR,207,55.9,Torrey Smith,CAR,160,0,58.4,61.3
2018,10211,16,64.0,86.6,19,TE,54,68.3,Chris Manhertz,CAR,4,70,57.7,47.8
2018,9607,3,77.3,45.4,1,HB,11,70.5,Cameron Artis-Payne,CAR,1,0,74.3,68.1
2018,9964,6,78.9,,5,WR,20,64.7,Damiere Byrd,CAR,15,0,59.7,59.2
2018,7963,6,84.2,77.7,3,HB,20,64.7,Kenjon Barner,CAR,1,0,60.0,54.0
2018,7457,1,74.1,80.0,0,HB,9,64.7,Travaris Cadet,CAR,1,0,46.8,58.9
2018,11948,13,73.1,81.3,0,FB,13,64.7,Alex Armah,CAR,0,4,62.7,54.2
2019,11763,16,81.4,75.5,60,HB,570,82.1,Christian McCaffrey,CAR,47,0,86.5,92.4
2019,48267,15,35.4,75.4,94,WR,580,76.5,DJ Moore,CAR,512,1,82.2,80.2
2019,11795,16,82.6,65.7,193,WR,647,47.6,Curtis Samuel,CAR,475,0,62.7,63.0
2019,3647,14,79.8,70.1,274,TE,453,87.4,Greg Olsen,CAR,87,137,66.9,68.7
2019,7118,16,76.6,66.1,425,WR,509,28.3,Jarius Wright,CAR,103,0,47.8,48.4
2019,42130,15,73.3,78.5,138,TE,184,39.8,Ian Thomas,CAR,21,47,51.8,52.3
2019,6468,7,76.8,,51,WR,110,76.5,Chris Hogan,CAR,61,0,54.9,54.7
2019,8725,8,67.0,,31,WR,89,28.6,Donte Moncrief,CAR,67,0,45.6,47.7
2019,66438,6,73.2,60.9,6,WR,49,54.9,Brandon Zylstra,CAR,43,0,66.4,64.1
2019,47542,8,79.4,38.2,2,HB,34,49.2,Reggie Bonnafon,CAR,3,0,55.4,48.6
2019,9697,7,76.4,,12,WR,47,72.1,DeAndrew White,CAR,35,0,61.3,60.9
2019,9559,6,76.2,61.4,0,HB,41,75.6,Mike Davis,CAR,1,0,53.6,63.8
2019,11948,15,72.3,77.6,1,FB,22,68.3,Alex Armah,CAR,0,5,50.9,55.3
2019,10211,15,61.2,61.7,39,TE,42,64.7,Chris Manhertz,CAR,5,96,62.1,52.2
2020,11254,16,58.2,,190,WR,551,79.9,Robbie Chosen,CAR,389,3,75.1,76.0
2020,48267,15,81.6,,129,WR,535,61.5,DJ Moore,CAR,439,0,79.1,79.1
2020,11795,15,64.0,76.2,332,WR,439,66.5,Curtis Samuel,CAR,99,4,77.1,76.4
2020,9559,15,79.5,52.4,27,HB,303,75.9,Mike Davis,CAR,22,0,75.1,73.2
2020,42130,16,24.5,79.3,267,TE,466,58.3,Ian Thomas,CAR,109,125,42.8,42.2
2020,11763,3,85.1,53.3,13,HB,83,82.7,Christian McCaffrey,CAR,10,0,75.6,75.9
2020,26306,7,42.0,50.9,5,HB,71,56.7,Rodney Smith,CAR,2,0,70.1,52.8
2020,10751,12,88.6,65.7,25,WR,66,45.8,Pharoh Cooper,CAR,44,1,58.5,60.4
2020,10211,16,68.8,61.4,39,TE,123,49.2,Chris Manhertz,CAR,18,163,58.1,41.5
2020,11948,15,73.1,86.0,2,FB,40,27.9,Alex Armah,CAR,14,4,57.0,30.3
2020,9079,7,67.0,,41,WR,58,72.1,Seth Roberts,CAR,20,0,53.4,56.5
2020,66438,13,68.8,,18,WR,75,70.5,Brandon Zylstra,CAR,57,0,54.8,55.6
2020,66446,8,79.2,72.4,5,HB,24,72.1,Trenton Cannon,CAR,2,0,65.0,58.6
2020,12239,13,61.2,82.2,10,TE,36,64.7,Colin Thompson,CAR,7,40,58.7,50.4
2020,47542,1,75.2,,1,HB,9,68.3,Reggie Bonnafon,CAR,0,0,61.6,75.7
2020,48017,1,61.2,,21,WR,24,64.7,Keith Kirkwood,CAR,5,1,50.4,51.1
2020,12134,4,82.2,,0,QB,1,,P.J. Walker,CAR,0,0,56.8,58.4
2021,48267,17,59.7,66.8,120,WR,622,55.1,DJ Moore,CAR,527,0,76.9,76.3
2021,11254,17,80.5,,245,WR,623,60.6,Robbie Chosen,CAR,406,1,60.6,59.3
2021,9487,15,88.9,31.7,15,HB,193,73.2,Ameer Abdullah,CAR,24,0,62.4,73.9
2021,11763,7,70.4,56.8,11,HB,118,90.1,Christian McCaffrey,CAR,7,1,80.6,92.8
2021,57373,16,78.1,52.7,8,HB,178,33.2,Chuba Hubbard,CAR,13,0,64.9,51.4
2021,84025,16,76.2,53.2,134,TE,276,48.2,Tommy Tremble,CAR,39,133,55.2,51.7
2021,84271,13,73.9,,177,WR,277,55.6,Terrace Marshall Jr.,CAR,113,1,53.3,52.9
2021,42130,17,73.9,54.7,131,TE,300,55.9,Ian Thomas,CAR,47,223,52.1,46.8
2021,66438,13,74.2,,96,WR,180,82.7,Brandon Zylstra,CAR,96,0,63.8,65.2
2021,61643,6,70.9,,45,WR,64,74.6,Shi Smith,CAR,18,0,61.4,60.8
2021,8999,9,67.0,,19,WR,35,28.7,Willie Snead IV,CAR,17,0,53.8,57.5
2021,48017,3,65.8,,26,WR,40,36.2,Keith Kirkwood,CAR,17,0,50.3,50.9
2021,26306,2,68.0,47.9,2,HB,30,73.4,Rodney Smith,CAR,0,0,64.7,73.2
2021,11107,12,89.3,,13,WR,32,70.5,Alex Erickson,CAR,22,0,62.9,60.7
2021,13756,16,,73.1,9,FB,45,,Giovanni Ricci,CAR,8,15,43.2,45.2
2021,42541,2,64.0,,11,WR,17,68.3,C.J. Saunders,CAR,7,0,61.4,60.9
2021,47542,1,66.2,53.9,0,HB,8,68.3,Reggie Bonnafon,CAR,0,0,60.5,71.1
2021,12239,9,,25.3,0,TE,11,,Colin Thompson,CAR,1,28,33.6,45.5
2021,40411,3,,20.7,19,TE,27,27.9,Stephen Sullivan,CAR,6,4,43.0,43.2
2022,48267,17,82.1,,149,WR,510,77.9,DJ Moore,CAR,386,4,73.9,76.2
2022,84271,14,26.7,,31,WR,326,65.8,Terrace Marshall Jr.,CAR,312,1,67.7,66.7
2022,61643,16,27.4,,266,WR,321,61.3,Shi Smith,CAR,71,1,52.1,53.0
2022,61220,12,78.5,,50,WR,94,75.5,Laviska Shenault Jr.,CAR,38,8,85.0,86.5
2022,84025,17,24.4,81.0,45,TE,246,56.9,Tommy Tremble,CAR,16,209,49.5,45.8
2022,42130,17,74.9,66.6,27,TE,176,49.3,Ian Thomas,CAR,5,204,49.6,54.7
2022,57373,15,66.4,45.9,2,HB,110,64.4,Chuba Hubbard,CAR,2,0,76.6,59.6
2022,57385,10,85.0,68.8,3,HB,47,78.0,Raheem Blackshear,CAR,5,0,70.3,71.4
2022,13756,13,70.1,76.4,14,TE,62,76.5,Giovanni Ricci,CAR,5,52,63.6,61.3
2022,11844,17,80.2,14.8,0,HB,112,73.4,D'Onta Foreman,CAR,0,0,73.1,52.4
2022,40411,12,66.8,75.7,31,TE,77,68.3,Stephen Sullivan,CAR,4,45,54.8,54.3
2022,57441,2,73.4,43.6,1,HB,18,29.9,Spencer Brown,CAR,0,0,57.6,42.0
2023,8288,17,33.0,46.5,472,WR,637,86.7,Adam Thielen,CAR,205,0,72.7,75.3
2023,97774,15,31.2,76.4,195,WR,539,60.7,Jonathan Mingo,CAR,382,0,54.7,52.6
2023,47702,15,21.7,,128,WR,486,46.1,DJ Chark Jr.,CAR,393,0,60.0,60.0
2023,57373,17,87.7,61.6,3,HB,295,90.1,Chuba Hubbard,CAR,14,0,77.2,62.1
2023,40555,16,56.4,23.3,16,HB,211,66.6,Miles Sanders,CAR,35,0,60.8,68.0
2023,47294,9,74.1,78.7,108,TE,224,57.1,Hayden Hurst,CAR,45,95,44.7,53.1
2023,84271,9,24.3,,65,WR,217,58.1,Terrace Marshall Jr.,CAR,164,0,54.8,56.6
2023,84025,16,75.3,62.0,105,TE,250,85.3,Tommy Tremble,CAR,41,139,55.6,62.0
2023,40411,11,71.9,73.7,56,TE,127,61.8,Stephen Sullivan,CAR,56,24,60.9,61.4
2023,61220,8,28.1,,19,WR,48,78.7,Laviska Shenault Jr.,CAR,23,0,67.4,66.6
2023,61324,13,89.9,,37,WR,55,54.9,Ihmir Smith-Marsette,CAR,22,0,63.6,63.7
2023,42130,11,68.0,32.7,12,TE,77,73.4,Ian Thomas,CAR,7,77,56.9,55.2
2023,57385,9,82.0,44.4,1,HB,31,74.6,Raheem Blackshear,CAR,10,0,63.7,53.9
2023,143358,4,61.2,,8,WR,31,28.8,Mike Strachan,CAR,24,0,54.6,55.7
2023,13756,2,61.2,70.2,3,TE,5,64.7,Giovanni Ricci,CAR,0,1,50.9,58.2
2024,99197,10,79.0,46.2,87,WR,238,47.5,Xavier Legette,CAR,166,0,62.1,62.3
2024,57373,10,46.8,51.8,19,HB,198,88.3,Chuba Hubbard,CAR,21,0,76.4,42.7
2024,144717,10,26.8,49.3,115,TE,201,54.9,Ja'Tavion Sanders,CAR,28,91,54.0,56.1
2024,143068,7,73.9,,121,WR,150,68.7,Jalen Coker,CAR,38,0,77.2,78.0
2024,40555,10,82.9,42.1,19,HB,108,84.1,Miles Sanders,CAR,17,0,68.1,62.7
2024,11981,10,76.8,,28,WR,138,64.4,David Moore,CAR,116,0,62.0,61.5
2024,84025,5,19.2,28.8,42,TE,106,77.3,Tommy Tremble,CAR,15,62,46.2,46.3
2024,8288,3,70.1,,57,WR,74,54.5,Adam Thielen,CAR,21,0,63.7,63.6
2024,42130,5,65.8,71.1,5,TE,24,36.2,Ian Thomas,CAR,0,33,52.8,46.1
2024,40217,3,,68.3,0,TE,3,,Feleipe Franks,CAR,0,2,74.4,54.3
2024,43580,1,,,0,S,1,,Sam Franklin Jr.,CAR,0,0,58.7,58.2
2006,1799,18,47.8,,25,WR,487,62.3,Bernard Berrian,CHI,484,0,73.2,74.0
2006,173,19,47.2,,88,WR,592,67.8,Muhsin Muhammad,CHI,529,1,74.8,74.0
2006,529,19,79.7,68.1,87,TE,464,73.5,Desmond Clark,CHI,7,464,75.3,76.9
2006,2554,19,76.5,62.4,295,WR,328,65.4,Rashied Davis,CHI,47,0,60.2,60.3
2006,585,19,90.1,65.1,10,HB,250,75.3,Thomas Jones,CHI,16,0,59.2,59.9
2006,1279,18,78.6,89.5,6,FB,166,77.8,Jason McKie,CHI,0,47,75.3,61.1
2006,2256,10,73.3,,0,WR,84,81.7,Mark Bradley,CHI,88,0,85.4,83.1
2006,2221,18,79.6,58.5,2,HB,79,60.6,Cedric Benson,CHI,6,0,46.1,63.5
2006,1176,18,69.8,70.8,1,TE,76,76.8,John Gilmore,CHI,1,103,87.4,54.0
2006,1688,10,68.0,74.9,18,TE,67,45.8,Gabe Reid,CHI,1,40,64.1,49.9
2006,1452,4,18.7,,9,WR,54,72.1,Justin Gage,CHI,48,0,56.9,55.7
2006,1177,8,74.7,86.1,0,HB,12,73.4,Adrian Peterson,CHI,0,0,71.0,82.2
2006,1338,19,55.5,61.3,0,QB,1,64.7,Rex Grossman,CHI,0,0,46.3,62.1
2006,3002,1,,,0,CB,1,,Devin Hester,CHI,1,0,57.7,59.3
2007,1799,16,48.9,,32,WR,553,81.1,Bernard Berrian,CHI,541,0,77.2,76.5
2007,173,16,78.0,,214,WR,565,50.0,Muhsin Muhammad,CHI,374,0,64.0,61.7
2007,3647,14,78.5,59.0,87,TE,238,53.3,Greg Olsen,CHI,28,149,74.4,76.5
2007,529,16,31.8,73.7,95,TE,405,54.1,Desmond Clark,CHI,17,373,65.2,60.4
2007,1177,16,63.8,78.4,2,HB,234,74.0,Adrian Peterson,CHI,2,0,63.2,80.8
2007,3002,15,77.0,,10,WR,159,39.1,Devin Hester,CHI,159,0,68.2,70.0
2007,2554,16,73.6,,212,WR,213,30.0,Rashied Davis,CHI,5,0,50.0,49.4
2007,2221,11,53.2,58.0,5,HB,114,28.8,Cedric Benson,CHI,6,1,42.4,37.1
2007,2256,15,68.8,,7,WR,80,49.2,Mark Bradley,CHI,76,0,57.3,57.5
2007,1279,16,22.8,56.6,0,FB,102,56.7,Jason McKie,CHI,0,16,82.8,48.1
2007,3709,10,33.3,84.5,2,HB,35,78.0,Garrett Wolfe,CHI,0,0,56.5,66.6
2007,1176,12,65.8,76.7,0,TE,21,36.2,John Gilmore,CHI,0,28,77.1,56.8
2007,649,8,61.2,64.4,0,T,1,64.7,John St. Clair,CHI,0,1,69.0,90.2
2008,3002,15,42.4,,85,WR,398,51.3,Devin Hester,CHI,329,0,65.0,64.5
2008,3647,16,25.1,67.4,156,TE,417,80.4,Greg Olsen,CHI,69,208,70.5,66.5
2008,4358,16,89.7,74.9,5,HB,329,84.4,Matt Forte,CHI,24,0,59.9,87.5
2008,529,16,30.3,72.5,63,TE,390,59.3,Desmond Clark,CHI,31,327,70.8,53.4
2008,2554,15,78.1,,205,WR,375,28.8,Rashied Davis,CHI,184,0,60.7,59.4
2008,1436,11,75.9,,33,WR,228,75.7,Brandon Lloyd,CHI,202,0,72.4,72.0
2008,487,13,73.2,,39,WR,236,29.9,Marty Booker,CHI,206,0,53.9,54.0
2008,1279,10,29.3,85.8,0,FB,56,78.7,Jason McKie,CHI,0,0,71.2,57.8
2008,1177,8,78.0,80.8,0,HB,33,49.2,Adrian Peterson,CHI,0,0,61.0,50.3
2008,3285,5,64.6,53.7,0,FB,17,28.8,Jason Davis,CHI,0,0,42.8,36.7
2008,1751,8,80.5,56.1,0,HB,17,70.5,Kevin Jones,CHI,2,0,54.8,59.0
2008,4384,4,,,8,WR,10,,Earl Bennett,CHI,2,0,51.8,52.4
2009,3647,16,80.3,46.5,142,TE,491,82.9,Greg Olsen,CHI,46,336,71.5,69.9
2009,3002,13,31.8,,59,WR,414,68.4,Devin Hester,CHI,375,0,71.8,73.1
2009,4384,16,41.6,,328,WR,504,75.0,Earl Bennett,CHI,201,0,69.2,68.2
2009,5064,15,78.8,,23,WR,360,61.9,Johnny Knox,CHI,360,0,66.7,65.8
2009,4358,16,35.4,50.8,16,HB,378,70.3,Matt Forte,CHI,31,0,46.5,57.9
2009,3178,9,75.3,,14,WR,157,62.3,Devin Aromashodu,CHI,149,0,83.9,83.3
2009,529,11,74.1,51.0,26,TE,192,44.9,Desmond Clark,CHI,9,177,65.4,52.2
2009,4472,14,70.6,55.7,7,TE,77,56.7,Kellen Davis,CHI,0,88,69.1,53.1
2009,1279,16,68.0,61.0,1,FB,90,45.8,Jason McKie,CHI,0,2,47.6,40.6
2009,2554,11,68.0,,8,WR,40,46.3,Rashied Davis,CHI,33,0,57.4,56.3
2009,5243,7,81.5,62.9,3,HB,35,28.8,Kahlil Bell,CHI,3,0,49.6,38.1
2009,3709,5,77.9,38.7,1,HB,13,68.3,Garrett Wolfe,CHI,1,0,43.9,58.1
2009,1177,5,72.3,47.1,0,HB,17,29.9,Adrian Peterson,CHI,1,0,51.0,43.6
2010,5064,18,53.5,,82,WR,603,55.2,Johnny Knox,CHI,558,0,71.4,69.8
2010,4358,18,72.0,75.0,42,HB,320,85.7,Matt Forte,CHI,20,0,74.4,78.9
2010,3002,18,79.7,,119,WR,505,44.3,Devin Hester,CHI,415,0,58.3,57.5
2010,4384,16,52.0,,290,WR,360,90.4,Earl Bennett,CHI,84,1,75.1,73.1
2010,3647,18,26.2,67.4,199,TE,443,65.1,Greg Olsen,CHI,21,249,69.5,66.5
2010,1182,18,90.0,69.3,14,HB,133,50.8,Chester Taylor,CHI,7,0,64.3,58.2
2010,3178,14,71.9,,49,WR,127,31.3,Devin Aromashodu,CHI,85,0,65.7,64.5
2010,2554,14,71.1,,59,WR,72,78.0,Rashied Davis,CHI,17,0,75.8,77.2
2010,876,18,68.8,35.3,7,TE,82,74.6,Brandon Manumaleuna,CHI,2,194,62.2,58.7
2010,4472,18,65.8,73.2,3,TE,24,70.5,Kellen Davis,CHI,1,35,77.4,64.1
2010,529,3,61.2,75.8,1,TE,3,28.8,Desmond Clark,CHI,1,0,39.0,34.8
2010,4328,15,62.3,60.3,0,G,0,67.6,Chris Williams,CHI,0,0,61.5,91.3
2011,4358,12,70.1,61.8,23,HB,256,87.2,Matt Forte,CHI,21,0,85.1,82.9
2011,5064,14,28.9,,51,WR,321,63.4,Johnny Knox,CHI,283,0,75.9,74.9
2011,1728,15,77.6,,52,WR,325,31.6,Roy Williams,CHI,287,0,70.9,69.4
2011,6570,14,76.4,,203,WR,241,28.9,Dane Sanzenbacher,CHI,44,0,57.5,57.5
2011,3002,14,26.8,,54,WR,324,45.4,Devin Hester,CHI,286,0,54.1,55.1
2011,4384,11,26.1,,174,WR,259,74.2,Earl Bennett,CHI,97,0,67.4,66.8
2011,4472,16,73.9,68.8,55,TE,215,43.8,Kellen Davis,CHI,7,254,78.8,66.3
