Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Thomas Morstead,#05,P,1.0,1.0,1.0,1.0,100.0,18,18.0,0.0,0.0,69.8,67.2,-,60.4,0.0,0.0,0.0,0.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.9,0.0,1.0,118.8,0 (0)
Tim Boyle,#07,QB,3.0,86.0,77.0,48.0,62.3,360,4.7,1.0,4.0,64.1,61.2,73.5,84.4,2.0,2.5,3.0,3.4,6.2,72.2,4.0,7.7,1.0,0.0,4.0,32.0,9.0,28.1,2.48,0.0,16.0,56.2,0 (0)
Zach Wilson,#02,QB,12.0,439.0,368.0,221.0,60.1,"2,271",6.2,8.0,7.0,58.2,57.2,60.9,30.8,10.0,2.6,12.0,2.6,7.9,72.5,19.0,7.9,7.0,6.0,21.0,189.0,46.0,24.3,2.92,25.0,110.0,77.2,2 (0)
Garrett Wilson,#17,WR,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,72.9,53.5,62.0,32.1,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.9,0.0,0.0,39.6,5 (1)
Aaron Rodgers,#08,QB,1.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,39.4,41.1,-,65.5,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,1.0,2.0,1.0,50.0,4.15,0.0,0.0,39.6,0 (0)
Trevor Siemian,#14,QB,5.0,167.0,153.0,86.0,56.2,724,4.7,2.0,4.0,34.9,37.4,49.4,31.5,4.0,2.5,7.0,4.0,6.2,63.8,2.0,2.3,4.0,2.0,9.0,57.0,8.0,14.0,2.48,6.0,37.0,62.1,4 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
