Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Brandin Echols,#26,CB,12.0,143,47.0,2.0,94.0,56.1,80.6,30.7,58.2,53.2,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,35.7,3.0,0.0,17.0,14.0,82.4,125.0,8.9,70.0,21.0,1.0,1.0,0.0,92.4,3 (1),2.0,13,0.0,112.0,16.0,0.0,0.0,0.0,2.0
Al Woods,#96,DI,6.0,140,74.0,66.0,0.0,54.0,55.4,71.5,53.0,-,2.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),140.0,0,0.0,0.0,0.0,16.0,122.0,2.0,0.0
Quinton Jefferson,#70,DI,14.0,468,225.0,240.0,3.0,52.8,38.7,63.3,73.2,60.8,29.0,8.0,5.0,16.0,0.0,20.0,6.0,4.0,13.3,22.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,2 (0),466.0,2,0.0,0.0,0.0,27.0,182.0,242.0,15.0
Sam Eguavoen,#52,LB,5.0,14,12.0,0.0,2.0,42.5,65.7,73.3,-,39.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,1 (1),9.0,5,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Solomon Thomas,#94,DI,17.0,483,256.0,223.0,4.0,37.0,32.2,52.1,62.0,60.6,17.0,6.0,1.0,10.0,1.0,16.0,11.0,4.0,12.9,18.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,4 (0),483.0,0,0.0,0.0,0.0,4.0,335.0,143.0,1.0
Tae Hayes,#27,CB,1.0,13,0.0,0.0,13.0,35.1,-,79.2,-,34.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,54.0,18.0,0.0,36.0,0.0,0.0,0.0,118.8,0 (0),0.0,0,0.0,1.0,12.0,0.0,0.0,0.0,0.0
Jalyn Holmes,#97,DI,5.0,81,46.0,35.0,0.0,28.9,29.8,48.5,54.0,60.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,25.0,3.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,2 (0),81.0,0,0.0,0.0,0.0,2.0,58.0,21.0,0.0
Tanzel Smart,#79,DI,4.0,63,38.0,25.0,0.0,27.5,28.1,26.5,56.9,54.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),63.0,0,0.0,0.0,0.0,1.0,50.0,12.0,0.0
Perrion Winfrey,#92,DI,1.0,13,9.0,4.0,0.0,27.2,31.8,68.7,56.6,-,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),13.0,0,0.0,0.0,0.0,0.0,12.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
