Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Quinnen Williams,#95,DI,17.0,778,307.0,465.0,6.0,90.6,90.4,47.5,84.5,63.0,70.0,6.0,11.0,53.0,1.0,42.0,11.0,10.0,15.9,42.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,5 (2),778.0,0,0.0,0.0,0.0,51.0,437.0,266.0,24.0
Sauce Gardner,#01,CB,16.0,"1,049",463.0,3.0,583.0,88.6,57.0,55.6,54.5,90.8,0.0,0.0,0.0,0.0,0.0,47.0,10.0,11.0,16.2,20.0,1.0,51.0,29.0,56.9,251.0,8.7,90.0,32.0,1.0,0.0,10.0,76.5,5 (0),8.0,100,1.0,15.0,925.0,0.0,0.0,0.0,8.0
Jermaine Johnson,#11,ED,17.0,748,296.0,445.0,7.0,83.0,71.0,69.8,73.7,95.1,56.0,9.0,7.0,40.0,3.0,36.0,13.0,4.0,7.5,31.0,2.0,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0,1.0,0.0,3 (0),711.0,36,0.0,0.0,1.0,0.0,4.0,4.0,703.0
C.J. Mosley,#57,LB,17.0,"1,127",486.0,41.0,600.0,82.9,63.8,73.7,72.9,90.6,7.0,1.0,2.0,4.0,2.0,105.0,50.0,15.0,8.8,60.0,2.0,66.0,53.0,80.3,570.0,10.8,416.0,43.0,1.0,1.0,5.0,101.4,4 (0),29.0,"1,053",7.0,37.0,1.0,0.0,0.0,0.0,29.0
Quincy Williams,#56,LB,17.0,"1,092",475.0,41.0,576.0,81.1,70.4,60.1,69.2,88.7,7.0,2.0,2.0,3.0,0.0,106.0,25.0,20.0,13.2,80.0,2.0,92.0,67.0,72.8,516.0,7.7,454.0,50.0,4.0,1.0,8.0,96.1,5 (1),50.0,896,4.0,132.0,10.0,0.0,0.0,0.0,50.0
Michael Carter II,#30,CB,15.0,671,219.0,18.0,434.0,80.4,63.5,73.3,52.8,83.3,5.0,0.0,1.0,4.0,0.0,44.0,7.0,6.0,10.5,19.0,1.0,57.0,32.0,56.1,258.0,8.1,178.0,29.0,1.0,0.0,4.0,73.6,1 (0),2.0,65,4.0,571.0,29.0,0.0,0.0,0.0,2.0
Bryce Huff,#47,ED,17.0,481,134.0,334.0,13.0,79.7,48.0,74.0,86.8,68.2,67.0,10.0,12.0,45.0,0.0,10.0,5.0,1.0,6.3,16.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,3 (0),467.0,13,0.0,0.0,1.0,0.0,2.0,8.0,457.0
Craig James,#31,CB,2.0,42,15.0,0.0,27.0,79.0,63.3,72.5,-,79.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,39.6,0 (0),0.0,1,0.0,5.0,36.0,0.0,0.0,0.0,0.0
Chazz Surratt,#55,LB,3.0,9,9.0,0.0,0.0,78.2,71.2,75.1,-,-,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Reed,#04,CB,15.0,993,449.0,2.0,542.0,77.9,70.2,66.6,58.0,79.5,2.0,0.0,0.0,2.0,0.0,63.0,11.0,8.0,9.8,20.0,1.0,70.0,43.0,61.4,475.0,11.0,183.0,60.0,2.0,1.0,6.0,85.1,8 (2),8.0,62,2.0,15.0,906.0,0.0,0.0,0.0,8.0
Jamien Sherwood,#44,LB,16.0,193,141.0,7.0,45.0,76.1,78.9,79.9,79.4,56.7,1.0,0.0,0.0,1.0,1.0,24.0,9.0,2.0,5.7,10.0,1.0,8.0,8.0,100.0,89.0,11.1,41.0,42.0,1.0,0.0,0.0,152.6,0 (0),38.0,129,0.0,26.0,0.0,0.0,0.0,1.0,37.0
Adrian Amos,#00,S,9.0,264,138.0,0.0,126.0,72.7,88.0,72.2,-,61.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,2.0,7.7,7.0,0.0,10.0,6.0,60.0,53.0,8.8,39.0,18.0,0.0,0.0,2.0,74.2,0 (0),2.0,69,144.0,46.0,3.0,0.0,0.0,0.0,2.0
Ashtyn Davis,#21,S,17.0,218,105.0,3.0,110.0,72.6,56.4,57.6,76.4,75.2,1.0,0.0,0.0,1.0,1.0,13.0,8.0,4.0,16.0,6.0,0.0,22.0,13.0,59.1,107.0,8.2,86.0,15.0,0.0,3.0,4.0,32.0,0 (0),5.0,85,46.0,79.0,3.0,0.0,0.0,0.0,5.0
Will McDonald IV,#99,ED,15.0,183,82.0,99.0,2.0,71.6,63.2,59.8,68.9,63.1,12.0,4.0,1.0,7.0,0.0,8.0,2.0,1.0,9.1,9.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),181.0,2,0.0,0.0,0.0,0.0,0.0,2.0,179.0
John Franklin-Myers,#91,ED,17.0,626,263.0,359.0,4.0,70.4,64.3,48.3,67.4,77.4,50.0,3.0,12.0,35.0,2.0,15.0,16.0,6.0,16.2,11.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,2 (0),625.0,1,0.0,0.0,0.0,2.0,31.0,169.0,423.0
Jordan Whitehead,#03,S,17.0,"1,076",473.0,5.0,598.0,68.2,66.1,43.5,53.7,68.9,2.0,1.0,0.0,1.0,0.0,74.0,17.0,20.0,18.0,26.0,0.0,32.0,20.0,62.5,349.0,17.5,195.0,81.0,7.0,4.0,3.0,99.6,1 (0),18.0,326,507.0,218.0,7.0,0.0,0.0,0.0,18.0
Tony Adams,#22,S,15.0,879,365.0,8.0,506.0,68.0,69.7,53.2,56.2,65.2,6.0,0.0,0.0,6.0,0.0,60.0,23.0,15.0,15.3,23.0,0.0,28.0,18.0,64.3,239.0,13.3,66.0,23.0,1.0,3.0,2.0,63.5,2 (0),6.0,273,366.0,220.0,14.0,0.0,0.0,0.0,6.0
Bryce Hall,#37,CB,5.0,138,37.0,0.0,101.0,66.4,80.3,59.5,-,62.8,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,12.5,2.0,0.0,12.0,7.0,58.3,96.0,13.7,44.0,49.0,0.0,1.0,0.0,49.3,1 (0),0.0,12,0.0,4.0,122.0,0.0,0.0,0.0,0.0
Micheal Clemons,#72,ED,16.0,368,210.0,157.0,1.0,65.9,66.3,39.7,57.9,63.1,8.0,1.0,1.0,6.0,0.0,18.0,8.0,5.0,16.1,12.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),368.0,0,0.0,0.0,0.0,0.0,12.0,19.0,337.0
Bruce Hector,#98,DI,2.0,37,24.0,13.0,0.0,61.3,63.1,70.3,53.4,-,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),37.0,0,0.0,0.0,0.0,0.0,36.0,1.0,0.0
Carl Lawson,#58,ED,6.0,101,42.0,59.0,0.0,60.3,64.8,75.2,53.6,-,2.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),100.0,1,0.0,0.0,0.0,0.0,0.0,1.0,99.0
Jarrick Bernard-Converse,#29,S,2.0,4,4.0,0.0,0.0,60.1,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
