Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
Connor McGovern,#60,C,5.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,61.8,-,-,-,0 (0),0.0,0.0,0.0
Billy Turner,#54,T,13.0,44.0,0.0,0.0,0.0,0.0,0.0,44.0,61.8,-,-,-,0 (0),0.0,0.0,0.0
Max Mitchell,#61,T,13.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,61.7,-,-,-,0 (0),0.0,0.0,0.0
Alijah Vera-Tucker,#75,T,5.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,61.5,-,-,-,0 (0),0.0,0.0,0.0
Chris Glaser,#63,G,3.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,61.4,-,-,-,0 (0),0.0,0.0,0.0
Duane Brown,#76,T,3.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,61.4,-,-,-,0 (0),0.0,0.0,0.0
John Franklin-Myers,#91,ED,7.0,8.0,0.0,0.0,4.0,0.0,4.0,0.0,61.1,-,-,-,0 (0),0.0,0.0,0.0
Greg Zuerlein,#09,K,16.0,118.0,0.0,64.0,0.0,0.0,0.0,54.0,60.8,86.5,-,90.3,1 (0),0.0,0.0,0.0
Carter Warren,#67,T,4.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,60.7,-,-,-,0 (0),0.0,0.0,0.0
Dennis Kelly,#68,T,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,60.6,-,-,-,0 (0),0.0,0.0,0.0
Michael Carter,#32,HB,3.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,60.5,-,-,-,0 (0),0.0,0.0,0.0
Zack Kuntz,#81,TE,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,60.3,-,-,-,0 (0),0.0,0.0,0.0
Tae Hayes,#27,CB,1.0,10.0,0.0,5.0,3.0,2.0,0.0,0.0,60.3,-,-,-,0 (0),0.0,0.0,0.0
Marcelino McCrary-Ball,#41,LB,2.0,42.0,13.0,9.0,8.0,12.0,0.0,0.0,60.2,-,-,-,0 (0),1.0,0.0,1.0
Israel Abanikanda,#25,HB,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,60.0,41.1,-,-,0 (0),0.0,0.0,0.0
Perrion Winfrey,#92,DI,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Xavier Gipson,#82,WR,17.0,185.0,81.0,12.0,90.0,2.0,0.0,0.0,60.0,53.5,62.3,-,0 (0),1.0,0.0,0.0
Mecole Hardman Jr.,#06,WR,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,-,-,0 (0),0.0,0.0,0.0
Austin Seibert,#15,K,1.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,60.0,60.0,-,62.4,0 (0),0.0,0.0,0.0
Al Woods,#96,DI,6.0,36.0,0.0,0.0,1.0,0.0,22.0,13.0,59.9,-,-,-,0 (0),0.0,0.0,0.0
Garrett Wilson,#17,WR,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,59.7,-,-,-,0 (0),0.0,0.0,0.0
Sam Eguavoen,#52,LB,15.0,303.0,68.0,67.0,81.0,87.0,0.0,0.0,59.4,-,-,-,2 (1),4.0,0.0,3.0
Jalyn Holmes,#97,DI,4.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,59.0,-,-,-,0 (0),0.0,0.0,0.0
Quinton Jefferson,#70,DI,11.0,38.0,0.0,0.0,1.0,0.0,37.0,0.0,58.9,-,-,-,0 (0),0.0,0.0,0.0
Randall Cobb,#18,WR,5.0,7.0,4.0,0.0,3.0,0.0,0.0,0.0,58.8,60.0,60.7,-,0 (0),0.0,0.0,0.0
Brandin Echols,#26,CB,14.0,220.0,0.0,48.0,73.0,38.0,61.0,0.0,58.5,-,-,-,1 (0),1.0,0.0,2.0
Quinnen Williams,#95,DI,17.0,76.0,0.0,0.0,7.0,0.0,69.0,0.0,58.5,-,-,-,0 (0),0.0,0.0,0.0
Jeremy Ruckert,#89,TE,15.0,202.0,73.0,2.0,0.0,81.0,0.0,46.0,58.0,-,-,-,0 (0),2.0,1.0,1.0
Bryce Hall,#37,CB,9.0,132.0,26.0,23.0,28.0,17.0,38.0,0.0,56.6,-,-,-,0 (0),0.0,0.0,0.0
Jason Brownlee,#16,WR,5.0,13.0,2.0,10.0,1.0,0.0,0.0,0.0,56.0,-,-,-,0 (0),0.0,0.0,0.0
Sauce Gardner,#01,CB,6.0,10.0,0.0,0.0,9.0,0.0,1.0,0.0,54.1,-,-,-,0 (0),0.0,0.0,0.0
D.J. Reed,#04,CB,8.0,11.0,2.0,0.0,9.0,0.0,0.0,0.0,53.4,-,60.5,-,0 (0),0.0,0.0,0.0
Zaire Barnes,#53,LB,4.0,32.0,22.0,8.0,1.0,1.0,0.0,0.0,52.6,-,-,-,0 (0),0.0,0.0,0.0
C.J. Mosley,#57,LB,17.0,81.0,0.0,0.0,9.0,0.0,72.0,0.0,50.7,-,-,-,1 (1),0.0,0.0,0.0
Nick Bawden,#48,FB,16.0,296.0,81.0,57.0,65.0,93.0,0.0,0.0,48.1,-,-,-,1 (0),2.0,0.0,2.0
Micheal Clemons,#72,ED,16.0,163.0,0.0,21.0,49.0,24.0,69.0,0.0,47.9,-,-,-,2 (0),0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,
