RECEIVING_2023_RECEIVING_2023_Rank,RECEIVING_2023_RECEIVING_2023_Player,RECEIVING_2023_RECEIVING_2023_JerseyNumber,RECEIVING_2023_RECEIVING_2023_Position,RECEIVING_2023_RECEIVING_2023_GamesPlayed,RECEIVING_2023_RECEIVING_2023_ReceivingTargets,RECEIVING_2023_RECEIVING_2023_ReceivingReceptions,RECEIVING_2023_RECEIVING_2023_ReceivingReceptionPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYards,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingTouchdowns,RECEIVING_2023_RECEIVING_2023_ReceivingOverallGrade,RECEIVING_2023_RECEIVING_2023_ReceivingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingDrops,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingPassSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingRoutesRun,RECEIVING_2023_RECEIVING_2023_ReceivingTargetPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnapsPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlot,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlotPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWide,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWidePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInline,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInlinePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatch,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatchPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerRouteRun,RECEIVING_2023_RECEIVING_2023_ReceivingAverageDepthOfTarget,RECEIVING_2023_RECEIVING_2023_ReceivingLongestReception,RECEIVING_2023_RECEIVING_2023_ReceivingDrops.1,RECEIVING_2023_RECEIVING_2023_ReceivingDropPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingContestedTargets,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatches,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatchPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingInterceptionsThrownWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles.1,RECEIVING_2023_RECEIVING_2023_ReceivingMissedTacklesForced,RECEIVING_2023_RECEIVING_2023_ReceivingFirstDowns,RECEIVING_2023_RECEIVING_2023_ReceivingPasserRatingWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingPenalties
1.0,Breece Hall,#20,HB,17.0,90.0,76.0,84.4,591,7.8,4.0,82.4,88.9,78.3,74.4,53.9,410.0,336.0,82.0,56.0,13.7,10.0,2.4,43.0,10.5,14.0,3.4,642.0,8.4,1.76,-0.4,50.0,4.0,5.0,4.0,1.0,25.0,1.0,0.0,31.0,28.0,104.2,0 (0)
2.0,Brandin Echols,#26,CB,1.0,1.0,1.0,100.0,18,18.0,0.0,77.5,76.9,64.7,61.2,-,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,18.0,9.0,18.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,118.8,0 (0)
3.0,Garrett Wilson,#17,WR,17.0,163.0,95.0,58.3,"1,042",11.0,3.0,72.9,73.5,64.1,32.1,-,712.0,674.0,94.7,0.0,0.0,222.0,31.2,490.0,68.8,0.0,0.0,319.0,3.4,1.55,10.6,68.0,6.0,5.9,37.0,11.0,29.7,6.0,2.0,19.0,47.0,68.1,5 (1)
4.0,Tyler Conklin,#83,TE,17.0,83.0,61.0,73.5,621,10.2,0.0,65.6,66.9,89.9,80.5,66.6,536.0,473.0,88.2,37.0,6.9,309.0,57.6,48.0,9.0,179.0,33.4,251.0,4.1,1.31,7.7,37.0,1.0,1.6,18.0,12.0,66.7,1.0,0.0,4.0,27.0,89.5,1 (0)
5.0,Dalvin Cook,#33,HB,15.0,20.0,15.0,75.0,78,5.2,0.0,54.3,62.4,81.1,30.0,61.0,127.0,89.0,70.1,33.0,26.0,7.0,5.5,8.0,6.3,5.0,3.9,109.0,7.3,0.88,-1.5,15.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,2.0,3.0,80.8,0 (0)
6.0,Jeremy Ruckert,#89,TE,14.0,21.0,16.0,76.2,151,9.4,0.0,57.5,62.2,66.7,73.3,36.3,166.0,137.0,82.5,24.0,14.5,52.0,31.3,15.0,9.0,98.0,59.0,49.0,3.1,1.1,6.5,23.0,1.0,5.9,3.0,2.0,66.7,0.0,0.0,1.0,6.0,95.5,3 (1)
7.0,C.J. Uzomah,#87,TE,12.0,13.0,8.0,61.5,58,7.3,1.0,66.4,60.0,56.7,70.6,48.9,134.0,103.0,76.9,23.0,17.2,24.0,17.9,11.0,8.2,98.0,73.1,31.0,3.9,0.56,9.1,19.0,1.0,11.1,2.0,1.0,50.0,0.0,0.0,2.0,5.0,97.6,3 (0)
8.0,Xavier Gipson,#82,WR,14.0,36.0,21.0,58.3,229,10.9,0.0,56.2,56.5,72.8,40.1,38.3,363.0,343.0,94.5,1.0,0.3,223.0,61.4,137.0,37.7,0.0,0.0,107.0,5.1,0.67,9.9,36.0,1.0,4.5,7.0,2.0,28.6,1.0,0.0,6.0,9.0,65.6,2 (0)
9.0,Nick Bawden,#48,FB,16.0,3.0,3.0,100.0,21,7.0,0.0,50.8,55.9,70.5,68.7,55.3,59.0,35.0,59.3,22.0,37.3,0.0,0.0,7.0,11.9,7.0,11.9,24.0,8.0,0.6,-1.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,95.8,1 (0)
10.0,Allen Lazard,#10,WR,14.0,48.0,23.0,47.9,311,13.5,1.0,52.7,52.6,31.7,75.3,74.9,483.0,455.0,94.2,2.0,0.4,107.0,22.2,375.0,77.6,1.0,0.2,57.0,2.5,0.68,12.2,39.0,5.0,17.9,17.0,4.0,23.5,1.0,0.0,1.0,17.0,67.3,5 (0)
