Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
D.J. Reed,#04,CB,15.0,60.5,0.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,60.5,0.0,0.0,1.0,0.0,,0.0,0.0
Xavier Gipson,#82,WR,17.0,56.4,55.0,53.5,22.0,512.0,34.0,23.3,0.0,1.0,0.0,62.3,33.0,319.0,30.0,65.0,9.7,1.0,2.0
Israel Abanikanda,#25,HB,6.0,39.2,2.0,41.1,2.0,31.0,19.0,15.5,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,
