Player,JerseyNumber,Position,GamesPlayed,KickoffsGrade,KickoffsTotal,KickoffsYardsPerAttempt,KickoffsAverageFieldPosition,KickoffsOnsideAttempts,KickoffsReturnPercentage,KickoffsReturned,KickoffsYardsAllowed,KickoffsYardsPerReturnAllowed,KickoffsTouchbacks,KickoffsFairCatches,KickoffsHangtimeAverage,KickoffsHangtimeAverage.1
Greg Zuerlein,#09,K,15.0,86.5,64.0,71.7,24.5,0.0,7.8,5.0,97.0,19.4,58.0,1.0,60.0,3.97
Austin Seibert,#15,K,1.0,60.0,3.0,65.3,24.7,0.0,33.3,1.0,0.0,0.0,2.0,0.0,2.0,4.14
Thomas Morstead,#05,P,3.0,60.0,6.0,56.0,29.2,1.0,50.0,3.0,26.0,8.7,2.0,1.0,4.0,4.18
,,,,,,,,,,,,,,,,
