player,player_id,position,team_name,player_game_count,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,pass_plays,year
Alge Crumpler,805,TE,ATL,14,52.5,78.4,72.5,55.2,65.3,419,2007
Warrick Dunn,236,HB,ATL,16,32.8,71.8,53.3,73.0,37.4,390,2007
Joe Horn,199,WR,ATL,12,66.6,76.3,60.3,,59.2,347,2007
Jerious Norwood,3024,HB,ATL,15,69.1,89.2,76.3,81.3,65.8,221,2007
Dwayne Blakley,1219,TE,ATL,11,75.6,69.5,55.0,58.0,50.8,99,2007
Ovie Mughelli,1445,FB,ATL,16,49.2,72.6,92.5,89.7,46.1,132,2007
Martrez Milner,3749,TE,ATL,7,77.3,70.6,54.4,38.3,59.0,65,2007
Adam Jennings,3129,WR,ATL,13,74.6,68.8,51.7,,53.5,88,2007
Joey Harrington,1011,QB,ATL,12,,91.3,69.3,,,405,2007
Roddy White,2244,WR,ATL,17,36.8,66.8,88.3,,86.1,530,2008
Michael Jenkins,1750,WR,ATL,17,67.6,79.9,77.4,77.0,74.8,448,2008
Jerious Norwood,3024,HB,ATL,17,57.9,75.8,56.9,66.4,55.7,308,2008
Harry Douglas,4398,WR,ATL,17,42.9,78.7,59.9,,54.7,336,2008
Brian Finneran,423,WR,ATL,17,40.2,25.5,64.6,28.8,61.0,162,2008
Justin Peelle,1104,TE,ATL,17,43.8,73.9,77.2,54.8,52.1,277,2008
Jason Snelling,3860,FB,ATL,16,54.5,77.3,50.4,67.1,59.9,96,2008
Michael Turner,1873,HB,ATL,17,31.8,85.6,71.1,72.1,42.1,210,2008
Ovie Mughelli,1445,FB,ATL,17,77.3,73.6,77.1,69.4,63.3,115,2008
Laurent Robinson,3691,WR,ATL,6,73.4,68.0,73.9,,71.8,49,2008
Ben Hartsock,1789,TE,ATL,11,70.5,65.8,76.6,45.1,37.6,138,2008
Marcus Pollard,151,TE,ATL,2,68.3,13.6,29.4,,27.4,5,2008
Eric Weems,4097,WR,ATL,3,64.7,61.2,63.7,,57.3,4,2008
Jason Rader,2154,TE,ATL,7,64.7,21.7,53.9,73.7,30.2,32,2008
Roddy White,2244,WR,ATL,16,70.5,62.9,75.1,,75.4,626,2009
Tony Gonzalez,237,TE,ATL,16,85.3,82.3,81.3,73.6,79.9,586,2009
Michael Jenkins,1750,WR,ATL,15,64.8,79.3,64.0,67.4,62.5,520,2009
Jason Snelling,3860,HB,ATL,14,78.0,59.7,61.7,80.2,59.4,287,2009
Marty Booker,487,WR,ATL,16,53.3,73.8,58.7,67.9,57.1,198,2009
Jerious Norwood,3024,HB,ATL,10,83.6,62.5,55.1,51.5,61.4,182,2009
Brian Finneran,423,WR,ATL,10,60.2,71.5,59.8,58.5,58.0,117,2009
Justin Peelle,1104,TE,ATL,15,80.6,21.9,72.2,65.4,57.0,225,2009
Ovie Mughelli,1445,FB,ATL,14,75.6,72.9,81.8,86.1,56.4,135,2009
Michael Turner,1873,HB,ATL,11,49.7,37.2,59.7,81.6,52.7,146,2009
Eric Weems,4097,WR,ATL,15,74.6,74.1,59.8,64.9,55.4,74,2009
Aaron Stecker,572,HB,ATL,4,73.4,72.2,56.7,76.0,70.1,18,2009
Verron Haynes,1156,FB,ATL,6,70.5,65.8,72.0,68.9,57.9,79,2009
Keith Zinger,4546,TE,ATL,13,27.9,,56.7,74.5,30.2,32,2009
Roddy White,2244,WR,ATL,17,66.6,63.3,82.8,,83.6,658,2010
Tony Gonzalez,237,TE,ATL,17,64.6,81.5,68.7,68.8,65.8,644,2010
Michael Jenkins,1750,WR,ATL,12,85.9,49.0,73.7,,71.8,426,2010
Jason Snelling,3860,HB,ATL,15,78.5,49.7,55.6,70.4,63.4,372,2010
Harry Douglas,4398,WR,ATL,17,42.9,76.2,54.2,68.8,52.3,463,2010
Brian Finneran,423,WR,ATL,17,51.8,75.3,66.5,64.9,64.6,203,2010
Michael Turner,1873,HB,ATL,17,36.9,81.0,64.0,59.8,41.7,255,2010
Ovie Mughelli,1445,FB,ATL,17,63.2,77.5,79.1,76.9,60.9,167,2010
Justin Peelle,1104,TE,ATL,13,58.9,71.1,81.9,49.0,59.9,160,2010
Michael Palmer,5784,TE,ATL,10,73.4,68.0,70.8,50.3,66.9,44,2010
Eric Weems,4097,WR,ATL,13,74.6,68.8,76.1,,72.5,53,2010
Gartrell Johnson,5058,HB,ATL,6,70.5,23.0,51.4,76.5,30.0,42,2010
Jerious Norwood,3024,HB,ATL,1,26.5,66.7,41.9,75.7,27.7,12,2010
Antone Smith,5440,HB,ATL,5,,61.9,45.8,17.7,53.0,10,2010
Roddy White,2244,WR,ATL,17,35.6,84.1,80.9,70.7,81.0,700,2011
Tony Gonzalez,237,TE,ATL,17,86.9,82.7,87.6,77.2,86.8,647,2011
Julio Jones,6158,WR,ATL,14,37.0,47.1,71.0,,68.9,528,2011
Harry Douglas,4398,WR,ATL,17,54.0,78.9,58.4,46.6,58.1,501,2011
Jason Snelling,3860,HB,ATL,16,66.6,84.2,62.7,78.8,61.2,223,2011
Jacquizz Rodgers,6297,HB,ATL,17,54.2,58.2,61.8,75.5,52.4,257,2011
Michael Turner,1873,HB,ATL,17,31.7,68.9,71.0,76.3,39.7,282,2011
Eric Weems,4097,WR,ATL,17,78.7,71.5,58.5,70.9,55.9,172,2011
Michael Palmer,5784,TE,ATL,16,41.8,71.1,66.4,77.6,50.3,115,2011
Ovie Mughelli,1445,FB,ATL,7,28.6,69.4,54.9,80.8,40.5,54,2011
Mike Cox,4716,FB,ATL,9,68.3,13.3,68.0,78.6,28.7,39,2011
Reggie Kelly,468,TE,ATL,16,28.9,61.2,76.4,81.3,33.1,76,2011
Kerry Meier,5688,WR,ATL,5,,,54.1,,53.1,13,2011
Roddy White,2244,WR,ATL,18,90.2,66.6,89.3,70.8,87.4,760,2012
Julio Jones,6158,WR,ATL,18,64.7,84.0,86.1,67.3,86.5,682,2012
Tony Gonzalez,237,TE,ATL,18,88.1,84.0,89.2,73.9,90.1,727,2012
Jacquizz Rodgers,6297,HB,ATL,18,81.6,90.0,72.7,75.8,77.7,404,2012
Harry Douglas,4398,WR,ATL,17,67.6,32.5,58.6,65.0,56.8,507,2012
Jason Snelling,3860,HB,ATL,18,80.5,44.3,64.0,73.1,62.8,190,2012
Michael Turner,1873,HB,ATL,18,33.5,64.1,67.8,77.9,39.5,250,2012
Drew Davis,6525,WR,ATL,13,73.4,68.0,54.5,76.0,54.8,76,2012
Michael Palmer,5784,TE,ATL,14,74.6,68.8,59.8,75.5,53.4,100,2012
Mike Cox,4716,FB,ATL,10,70.5,67.4,65.5,51.2,58.2,67,2012
Tommy Gallarda,6594,TE,ATL,7,68.3,64.0,63.0,76.3,49.1,36,2012
Lousaka Polite,2152,FB,ATL,6,28.8,61.2,44.8,48.4,40.7,35,2012
Chase Coffman,5021,TE,ATL,7,68.3,64.0,91.0,,90.8,8,2012
Joe Hawley,5641,C,ATL,3,25.6,,33.3,78.1,22.4,8,2012
Kevin Cone,6889,WR,ATL,2,,,54.0,,54.9,4,2012
Antone Smith,5440,HB,ATL,2,,61.9,55.6,,56.4,5,2012
Mike Johnson,5622,G,ATL,11,64.7,61.2,86.5,79.1,83.7,34,2012
Harry Douglas,4398,WR,ATL,16,50.7,41.6,69.8,67.8,69.9,681,2013
Tony Gonzalez,237,TE,ATL,16,82.1,82.7,75.5,62.6,76.0,709,2013
Roddy White,2244,WR,ATL,13,49.9,26.9,65.6,,63.3,559,2013
Jacquizz Rodgers,6297,HB,ATL,15,87.0,90.6,74.7,84.0,83.5,328,2013
Julio Jones,6158,WR,ATL,5,58.7,23.1,80.8,,79.6,222,2013
Steven Jackson,1745,HB,ATL,12,43.7,90.4,69.9,83.5,52.0,254,2013
Darius Johnson,8418,WR,ATL,10,38.9,25.0,55.2,,52.4,308,2013
Jason Snelling,3860,HB,ATL,14,67.5,88.5,70.1,68.6,74.3,165,2013
Drew Davis,6525,WR,ATL,16,61.8,71.9,66.6,82.7,58.9,250,2013
Levine Toilolo,7915,TE,ATL,16,79.6,71.8,62.8,65.5,58.5,112,2013
Patrick DiMarco,6997,FB,ATL,13,54.5,71.1,75.9,78.1,57.7,84,2013
Antone Smith,5440,HB,ATL,6,29.9,70.9,68.5,61.8,43.2,19,2013
Brian Robiskie,4959,WR,ATL,1,,,56.3,,57.7,2,2013
Bradie Ewing,7150,FB,ATL,2,68.3,64.0,73.7,77.4,90.8,5,2013
Chase Coffman,5021,TE,ATL,9,,,50.1,,50.5,23,2013
Josh Vaughan,5289,HB,ATL,1,64.7,64.6,59.2,,62.5,4,2013
Kevin Cone,6889,WR,ATL,6,64.7,61.2,69.0,,62.8,13,2013
Julio Jones,6158,WR,ATL,15,63.5,34.8,89.8,,88.0,616,2014
Roddy White,2244,WR,ATL,14,47.3,24.1,68.5,55.9,69.3,620,2014
Harry Douglas,4398,WR,ATL,12,80.1,82.6,70.1,67.3,71.2,418,2014
Devin Hester,3002,WR,ATL,16,66.3,70.9,64.3,,66.0,318,2014
Levine Toilolo,7915,TE,ATL,16,29.4,28.5,53.8,69.5,44.4,594,2014
Jacquizz Rodgers,6297,HB,ATL,16,79.4,62.6,68.8,91.6,73.7,283,2014
Devonta Freeman,8738,HB,ATL,16,77.8,61.8,69.1,71.8,90.0,164,2014
Steven Jackson,1745,HB,ATL,15,71.5,90.6,76.8,89.8,69.4,222,2014
Antone Smith,5440,HB,ATL,10,80.0,29.7,78.3,67.4,91.3,64,2014
Patrick DiMarco,6997,FB,ATL,16,29.1,70.6,59.6,81.1,49.8,107,2014
Eric Weems,4097,WR,ATL,15,78.7,73.2,61.7,66.2,59.0,117,2014
Courtney Roby,2285,WR,ATL,1,64.7,61.2,56.3,,56.1,7,2014
Bear Pascoe,5108,TE,ATL,14,68.3,64.0,75.4,56.0,53.5,67,2014
Freddie Martino,9292,WR,ATL,1,,,57.3,,58.3,2,2014
Julio Jones,6158,WR,ATL,16,67.7,30.4,92.5,,92.1,658,2015
Devonta Freeman,8738,HB,ATL,15,62.2,59.3,68.1,72.8,70.9,464,2015
Jacob Tamme,4441,TE,ATL,15,89.5,80.3,66.9,49.0,68.2,540,2015
Roddy White,2244,WR,ATL,16,77.0,82.1,62.6,75.6,60.4,630,2015
Justin Hardy,9540,WR,ATL,9,51.8,75.3,63.5,,60.7,238,2015
Nick Williams,8005,WR,ATL,13,54.8,73.6,65.0,,66.8,125,2015
Patrick DiMarco,6997,FB,ATL,16,80.0,73.6,86.6,57.4,68.5,178,2015
Terron Ward,9778,HB,ATL,12,77.3,84.0,55.1,49.2,59.4,80,2015
Levine Toilolo,7915,TE,ATL,16,76.5,70.1,57.0,72.2,47.2,246,2015
Tevin Coleman,9506,HB,ATL,12,27.0,28.1,41.1,65.7,29.6,130,2015
Tony Moeaki,5617,TE,ATL,8,36.8,65.8,58.3,77.4,65.9,30,2015
Eric Weems,4097,WR,ATL,3,64.7,86.5,71.7,,68.4,7,2015
Julio Jones,6158,WR,ATL,17,67.6,83.6,93.5,62.3,93.4,572,2016
Mohamed Sanu,7084,WR,ATL,18,87.8,52.6,80.0,73.8,76.8,581,2016
Devonta Freeman,8738,HB,ATL,19,78.8,87.1,76.4,56.5,76.4,431,2016
Taylor Gabriel,9002,WR,ATL,16,76.0,36.3,85.9,62.4,85.9,321,2016
Tevin Coleman,9506,HB,ATL,16,66.5,76.8,74.6,63.1,85.9,263,2016
Austin Hooper,10715,TE,ATL,17,54.2,77.0,68.5,82.2,66.6,319,2016
Aldrick Robinson,6330,WR,ATL,19,59.5,75.7,73.9,,71.0,174,2016
Justin Hardy,9540,WR,ATL,18,85.3,77.7,75.9,84.7,73.8,217,2016
Jacob Tamme,4441,TE,ATL,8,85.1,75.0,70.4,67.1,71.9,218,2016
Levine Toilolo,7915,TE,ATL,19,68.5,74.4,66.1,66.6,60.2,342,2016
Patrick DiMarco,6997,FB,ATL,19,78.0,80.3,71.2,47.4,60.2,162,2016
Nick Williams,8005,WR,ATL,2,73.4,68.0,93.6,,92.2,12,2016
Joshua Perkins,11051,TE,ATL,10,36.2,65.8,46.8,73.6,52.7,49,2016
Terron Ward,9778,HB,ATL,5,28.9,79.8,60.7,76.2,41.3,30,2016
D.J. Tialavea,9167,TE,ATL,2,64.7,61.2,87.9,75.8,76.9,11,2016
Julio Jones,6158,WR,ATL,18,58.0,84.1,91.8,,91.5,562,2017
Mohamed Sanu,7084,WR,ATL,17,65.1,82.2,77.2,69.9,75.8,536,2017
Austin Hooper,10715,TE,ATL,18,53.7,79.7,61.7,62.0,58.5,529,2017
Taylor Gabriel,9002,WR,ATL,18,80.4,79.2,63.7,,64.0,381,2017
Devonta Freeman,8738,HB,ATL,15,46.1,49.2,68.9,67.5,60.5,382,2017
Tevin Coleman,9506,HB,ATL,17,49.8,79.7,70.1,77.2,71.6,277,2017
Justin Hardy,9540,WR,ATL,18,60.3,25.2,59.6,70.2,59.1,251,2017
Levine Toilolo,7915,TE,ATL,17,63.2,72.3,67.3,66.5,57.7,209,2017
Marvin Hall,11440,WR,ATL,8,29.9,64.0,61.3,,60.5,34,2017
Derrick Coleman,7377,FB,ATL,18,30.0,67.8,48.4,58.8,45.1,100,2017
Nick Williams,8005,WR,ATL,3,28.0,65.8,60.3,,57.8,26,2017
Terron Ward,9778,HB,ATL,5,36.8,29.6,62.2,83.1,48.8,42,2017
Andre Roberts,5612,WR,ATL,8,64.7,41.9,62.7,,59.5,21,2017
Ty Sambrailo,9492,T,ATL,7,,,56.9,40.5,54.4,124,2017
Julio Jones,6158,WR,ATL,16,71.9,38.6,90.9,,90.7,605,2018
Mohamed Sanu,7084,WR,ATL,16,90.3,31.2,71.6,,70.7,599,2018
Calvin Ridley,48262,WR,ATL,16,48.5,24.6,68.8,,70.5,492,2018
Austin Hooper,10715,TE,ATL,16,87.3,81.4,67.8,71.2,67.1,579,2018
Tevin Coleman,9506,HB,ATL,16,69.5,63.6,65.7,60.8,60.6,397,2018
Ito Smith,45932,HB,ATL,13,76.1,67.0,68.8,55.6,68.9,202,2018
Justin Hardy,9540,WR,ATL,16,64.4,86.4,60.5,,58.4,121,2018
Marvin Hall,11440,WR,ATL,16,78.0,83.1,55.9,,56.8,122,2018
Russell Gage,44771,WR,ATL,8,29.8,68.8,58.3,,58.8,32,2018
Eric Saubert,11929,TE,ATL,16,29.3,68.0,51.6,76.3,40.3,90,2018
Logan Paulsen,5795,TE,ATL,15,77.3,70.6,62.0,70.9,64.4,172,2018
Devonta Freeman,8738,HB,ATL,2,46.3,76.5,52.1,51.9,48.4,50,2018
Ricky Ortiz,47053,FB,ATL,12,70.5,65.8,62.6,79.8,56.6,67,2018
Brian Hill,11911,HB,ATL,5,64.7,26.5,70.1,46.9,56.1,36,2018
Matt Schaub,1811,QB,ATL,1,,17.7,40.1,,,7,2018
Matt Ryan,4317,QB,ATL,16,64.7,44.1,84.3,,89.4,708,2018
Julio Jones,6158,WR,ATL,15,85.8,58.3,90.6,,90.3,610,2019
Austin Hooper,10715,TE,ATL,13,88.9,81.8,78.3,65.0,80.5,546,2019
Calvin Ridley,48262,WR,ATL,13,78.4,47.0,74.9,,74.8,555,2019
Russell Gage,44771,WR,ATL,16,78.8,40.3,66.3,,66.4,403,2019
Devonta Freeman,8738,HB,ATL,14,90.0,57.6,60.8,67.8,69.5,447,2019
Justin Hardy,9540,WR,ATL,15,69.9,74.1,67.3,69.2,66.2,118,2019
Christian Blake,47900,WR,ATL,9,79.4,71.9,51.3,,52.4,232,2019
Ito Smith,45932,HB,ATL,7,80.0,80.1,59.9,28.7,63.2,122,2019
Luke Stocker,6256,TE,ATL,15,54.5,18.5,63.0,59.0,35.0,198,2019
Brian Hill,11911,HB,ATL,10,58.5,86.4,58.9,16.3,51.8,143,2019
Jaeden Graham,31849,TE,ATL,12,77.3,70.6,65.4,72.3,60.0,133,2019
Kenjon Barner,7963,HB,ATL,10,74.6,58.2,60.6,17.2,57.5,60,2019
Olamide Zaccheaus,44920,WR,ATL,9,70.5,65.8,71.5,,72.3,40,2019
Qadree Ollison,45934,HB,ATL,4,64.7,26.7,55.6,78.8,50.5,33,2019
Keith Smith,9302,FB,ATL,16,64.7,70.3,58.2,48.5,51.0,76,2019
Ty Sambrailo,9492,T,ATL,10,64.7,61.2,54.2,46.1,90.2,63,2019
Kaleb McGary,46912,T,ATL,16,64.7,61.2,53.0,52.8,61.9,765,2019
Calvin Ridley,48262,WR,ATL,15,66.9,56.3,84.9,,84.7,594,2020
Russell Gage,44771,WR,ATL,16,58.0,81.8,76.4,68.2,73.7,551,2020
Hayden Hurst,47294,TE,ATL,16,82.3,80.1,58.9,30.5,62.8,588,2020
Julio Jones,6158,WR,ATL,9,72.2,79.3,86.3,,84.9,314,2020
Todd Gurley II,9443,HB,ATL,15,54.0,66.6,54.8,50.8,44.0,300,2020
Olamide Zaccheaus,44920,WR,ATL,11,58.1,74.8,68.6,,70.1,184,2020
Brian Hill,11911,HB,ATL,16,44.0,48.2,57.9,43.5,39.4,215,2020
Ito Smith,45932,HB,ATL,14,67.7,57.5,59.0,57.2,43.0,155,2020
Christian Blake,47900,WR,ATL,15,63.5,72.3,51.3,,53.3,156,2020
Brandon Powell,48036,WR,ATL,13,80.6,32.8,56.7,,55.9,137,2020
Keith Smith,9302,FB,ATL,16,45.7,74.0,68.6,65.1,60.0,92,2020
Luke Stocker,6256,TE,ATL,16,52.5,69.5,48.1,38.3,44.4,217,2020
Laquon Treadwell,10657,WR,ATL,4,74.6,68.8,68.5,,68.0,41,2020
Jaeden Graham,31849,TE,ATL,14,70.5,67.9,45.1,32.4,48.7,57,2020
Kyle Pitts,83964,TE,ATL,17,80.3,81.2,80.3,69.7,82.3,550,2021
Russell Gage,44771,WR,ATL,14,66.5,26.5,75.2,,76.5,407,2021
Cordarrelle Patterson,7810,HB,ATL,16,90.6,80.1,81.3,53.0,91.4,293,2021
Mike Davis,9559,HB,ATL,17,69.9,29.5,56.1,43.2,48.5,424,2021
Calvin Ridley,48262,WR,ATL,5,59.9,76.8,64.2,,64.9,209,2021
Olamide Zaccheaus,44920,WR,ATL,17,58.7,79.9,63.4,56.6,62.0,400,2021
Tajae Sharpe,10774,WR,ATL,15,64.3,75.7,54.4,,55.0,341,2021
Hayden Hurst,47294,TE,ATL,13,86.1,15.1,55.3,32.5,57.4,269,2021
Keith Smith,9302,FB,ATL,16,56.7,76.3,61.8,65.9,61.5,99,2021
Lee Smith,6311,TE,ATL,16,77.3,70.6,70.1,55.6,73.5,121,2021
Christian Blake,47900,WR,ATL,10,42.1,67.0,54.8,,54.1,62,2021
Parker Hesse,48369,TE,ATL,8,73.4,68.0,67.4,77.4,61.5,62,2021
Qadree Ollison,45934,HB,ATL,6,42.1,27.0,56.6,28.6,46.5,45,2021
Frank Darby,40988,WR,ATL,3,64.7,61.2,74.0,,70.1,12,2021
Marvin Hall,11440,WR,ATL,2,64.7,61.2,71.4,,70.1,6,2021
Drake London,86519,WR,ATL,17,88.0,23.3,83.2,,85.3,439,2022
Olamide Zaccheaus,44920,WR,ATL,17,82.3,30.0,64.6,69.4,67.4,386,2022
Kyle Pitts,83964,TE,ATL,10,76.7,76.3,72.7,70.9,76.6,238,2022
Cordarrelle Patterson,7810,HB,ATL,13,72.1,76.5,81.0,59.5,65.6,205,2022
Damiere Byrd,9964,WR,ATL,14,63.5,72.3,66.6,,66.2,174,2022
MyCole Pruitt,9576,TE,ATL,13,67.0,73.3,75.9,75.8,80.9,135,2022
KhaDarel Hodge,26104,WR,ATL,16,64.4,72.7,77.0,,76.4,83,2022
Tyler Allgeier,83639,HB,ATL,16,82.7,90.8,86.7,56.7,61.6,246,2022
Avery Williams,42873,HB,ATL,15,80.6,65.6,61.1,22.4,66.5,90,2022
Anthony Firkser,51837,TE,ATL,11,77.3,70.6,59.1,80.3,58.7,107,2022
Parker Hesse,48369,TE,ATL,17,77.3,70.6,61.2,70.9,55.7,254,2022
Bryan Edwards,28486,WR,ATL,7,70.5,65.8,50.7,,50.8,53,2022
Caleb Huntley,57156,HB,ATL,11,68.3,57.3,86.9,39.9,53.4,35,2022
Feleipe Franks,40217,QB,ATL,8,,61.9,47.5,74.3,46.0,26,2022
Keith Smith,9302,FB,ATL,16,64.7,70.5,53.8,56.0,51.5,76,2022
Josh Ali,61359,WR,ATL,2,,,55.6,,56.2,5,2022
Frank Darby,40988,WR,ATL,4,64.7,61.2,62.0,,59.2,23,2022
Drake London,86519,WR,ATL,16,74.8,81.4,78.9,,78.9,511,2023
Kyle Pitts,83964,TE,ATL,17,80.7,79.7,68.1,77.6,72.7,496,2023
Bijan Robinson,123126,HB,ATL,17,63.4,37.8,69.1,56.8,61.5,498,2023
Jonnu Smith,11855,TE,ATL,17,57.3,37.5,59.1,75.4,63.5,439,2023
Van Jefferson,47447,WR,ATL,17,47.8,75.0,50.1,,51.9,395,2023
Mack Hollins,11873,WR,ATL,13,82.7,73.9,64.6,66.1,64.8,168,2023
KhaDarel Hodge,26104,WR,ATL,17,49.6,22.4,62.4,68.1,64.9,191,2023
Tyler Allgeier,83639,HB,ATL,17,83.2,90.6,82.9,90.3,81.0,146,2023
Scott Miller,47481,WR,ATL,17,78.7,74.1,64.4,,63.4,134,2023
MyCole Pruitt,9576,TE,ATL,17,77.3,19.2,59.4,64.2,76.7,154,2023
Cordarrelle Patterson,7810,HB,ATL,14,58.5,53.3,62.7,78.3,56.3,92,2023
Keith Smith,9302,FB,ATL,13,70.5,67.9,47.2,57.8,59.2,60,2023
Damiere Byrd,9964,WR,ATL,1,,,51.7,,52.0,12,2023
Desmond Ridder,55086,QB,ATL,15,,27.6,51.9,61.3,57.6,466,2023
Tucker Fisk,52286,TE,ATL,6,64.7,61.2,52.0,54.7,63.9,22,2023
John FitzPatrick,83974,TE,ATL,2,64.7,61.2,63.7,,68.7,7,2023
Drake London,86519,WR,ATL,10,82.4,80.2,80.9,72.7,81.8,351,2024
Darnell Mooney,48236,WR,ATL,10,62.4,79.0,75.6,,75.7,375,2024
Kyle Pitts,83964,TE,ATL,10,80.4,77.8,63.7,31.2,70.0,323,2024
Ray-Ray McCloud III,47895,WR,ATL,10,90.0,21.7,59.4,80.9,58.7,369,2024
Bijan Robinson,123126,HB,ATL,10,84.3,90.4,91.6,53.8,89.8,305,2024
Tyler Allgeier,83639,HB,ATL,10,76.5,87.1,84.9,51.3,65.7,86,2024
KhaDarel Hodge,26104,WR,ATL,8,70.5,65.8,59.7,,64.8,49,2024
Charlie Woerner,42257,TE,ATL,10,68.3,64.0,67.8,68.0,51.8,70,2024
Casey Washington,101710,WR,ATL,1,64.7,61.2,83.1,,77.9,1,2024
Todd Heap,801,TE,BLT,17,90.5,50.8,78.0,64.7,80.1,609,2006
Mark Clayton,2239,WR,BLT,17,76.5,82.6,73.2,,74.0,514,2006
Derrick Mason,271,WR,BLT,17,87.0,58.9,73.9,,74.4,590,2006
Demetrius Williams,3056,WR,BLT,17,50.6,75.1,67.5,,65.8,256,2006
Daniel Wilcox,1002,TE,BLT,15,62.2,18.5,65.6,58.7,66.9,176,2006
Jamal Lewis,583,HB,BLT,17,59.2,69.7,56.7,72.4,52.7,328,2006
Musa Smith,1392,HB,BLT,12,84.5,46.9,59.0,56.9,75.1,155,2006
Ovie Mughelli,1445,FB,BLT,17,87.0,31.5,83.6,86.7,67.5,188,2006
Mike Anderson,693,HB,BLT,14,60.2,45.1,58.7,57.7,54.0,129,2006
Clarence Moore,1915,WR,BLT,8,68.3,64.0,62.2,74.4,57.6,27,2006
Justin Green,2375,FB,BLT,8,72.1,67.0,48.4,57.1,65.6,44,2006
Quinn Sypniewski,3111,TE,BLT,16,68.3,64.0,49.3,77.2,36.5,91,2006
Cory Ross,3487,HB,BLT,1,,,60.0,,60.0,1,2006
Derrick Mason,271,WR,BLT,16,81.3,58.5,79.8,,80.1,619,2007
Mark Clayton,2239,WR,BLT,16,57.0,79.3,63.2,,61.2,537,2007
Willis McGahee,1339,HB,BLT,15,75.5,68.3,70.7,84.8,77.4,307,2007
Quinn Sypniewski,3111,TE,BLT,15,71.6,28.9,65.0,62.7,60.8,363,2007
Demetrius Williams,3056,WR,BLT,9,70.5,74.4,66.4,,65.7,262,2007
Devard Darling,1803,WR,BLT,13,33.8,74.1,65.2,,64.5,230,2007
Todd Heap,801,TE,BLT,6,73.5,75.3,79.6,82.2,84.0,185,2007
Musa Smith,1392,HB,BLT,16,76.0,62.8,62.7,74.8,66.4,289,2007
Le'Ron McClain,3753,FB,BLT,16,39.5,24.1,58.0,74.8,30.0,183,2007
Daniel Wilcox,1002,TE,BLT,5,49.2,68.8,50.7,83.4,43.7,91,2007
Lee Vickers,3542,TE,BLT,6,36.8,65.8,54.0,80.4,44.3,42,2007
Mike Anderson,693,HB,BLT,6,72.1,24.8,55.5,80.6,65.6,33,2007
Yamon Figurs,3690,WR,BLT,5,64.7,64.6,73.9,,71.6,12,2007
Justin Green,2375,FB,BLT,7,68.3,64.0,72.2,85.7,67.2,24,2007
Kyle Boller,1335,QB,BLT,12,,69.2,59.8,,58.4,328,2007
Matt Willis,4283,WR,BLT,4,64.7,61.2,53.1,,53.8,14,2007
Derrick Mason,271,WR,BLT,19,73.5,46.0,89.0,,90.0,550,2008
Mark Clayton,2239,WR,BLT,19,90.3,80.3,69.8,68.4,67.8,545,2008
Todd Heap,801,TE,BLT,19,30.0,30.1,71.0,72.6,58.9,573,2008
Ray Rice,4369,HB,BLT,14,73.3,71.2,54.3,51.3,75.3,208,2008
Willis McGahee,1339,HB,BLT,16,46.5,45.5,45.6,74.2,34.5,243,2008
Le'Ron McClain,3753,HB,BLT,19,28.6,41.8,43.3,79.3,30.2,290,2008
Demetrius Williams,3056,WR,BLT,7,63.2,72.3,58.2,,58.0,119,2008
Lorenzo Neal,47,FB,BLT,18,57.0,76.9,71.5,36.0,55.0,117,2008
Yamon Figurs,3690,WR,BLT,8,64.7,61.2,59.0,,58.4,78,2008
Daniel Wilcox,1002,TE,BLT,15,74.6,68.8,75.1,78.0,73.5,57,2008
Marcus Smith,4420,WR,BLT,8,28.9,61.2,46.4,,47.6,123,2008
Troy Smith,3790,QB,BLT,3,67.6,75.3,74.1,60.9,94.8,7,2008
Joe Flacco,4332,QB,BLT,19,64.7,73.2,65.2,,93.0,590,2008
Edgar Jones,4280,ED,BLT,1,64.7,61.2,85.8,,90.4,1,2008
Terrance Copper,2016,WR,BLT,6,,,64.9,,61.2,15,2008
Derrick Mason,271,WR,BLT,18,62.9,82.2,77.2,,77.5,606,2009
Ray Rice,4369,HB,BLT,18,68.2,71.5,73.1,84.4,81.2,537,2009
Todd Heap,801,TE,BLT,18,76.1,80.2,80.6,80.4,74.6,603,2009
Mark Clayton,2239,WR,BLT,16,66.3,31.5,63.4,,61.5,513,2009
Kelley Washington,1380,WR,BLT,17,71.1,77.5,71.0,,68.5,366,2009
Le'Ron McClain,3753,FB,BLT,18,61.2,84.4,62.0,55.4,57.4,253,2009
Willis McGahee,1339,HB,BLT,17,69.0,72.7,61.6,72.4,75.8,86,2009
Demetrius Williams,3056,WR,BLT,13,57.0,70.6,71.9,,71.1,124,2009
L.J. Smith,1376,TE,BLT,10,68.3,64.0,66.7,74.2,53.4,38,2009
Edgar Jones,4280,TE,BLT,3,64.7,61.2,54.7,52.2,51.1,10,2009
Michael Oher,4946,T,BLT,18,67.6,62.3,78.5,73.9,37.2,638,2009
Matt Lawrence,4887,HB,BLT,1,64.7,69.4,45.3,,64.4,2,2009
Justin Harper,4529,WR,BLT,2,,,53.1,,50.3,26,2009
Anquan Boldin,1369,WR,BLT,18,74.8,49.8,71.7,70.5,72.0,631,2010
Derrick Mason,271,WR,BLT,18,71.7,80.7,74.8,,75.8,571,2010
