team_name,year,position,grades_hands_fumble,grades_offense,grades_pass,grades_run,category,grades_hands_drop,grades_pass_block,grades_pass_route,grades_run_block,grades_offense_penalty,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle
BLT,2020,QB,69.35,62.8,56.1,69.775,passing,,,,,,,,,,,
BLT,2021,P,60.4,47.8,51.7,,passing,,,,,,,,,,,
BLT,2021,QB,50.9,70.60000000000001,68.13333333333334,67.3,passing,,,,,,,,,,,
BLT,2022,QB,50.76666666666667,58.9,55.199999999999996,68.03333333333333,passing,,,,,,,,,,,
BLT,2022,WR,78.3,44.6,43.5,,passing,,,,,,,,,,,
BLT,2023,QB,62.4,77.1,73.85,74.2,passing,,,,,,,,,,,
BLT,2024,QB,58.85,72.25,75.8,69.3,passing,,,,,,,,,,,
BUF,2006,QB,28.1,40.4,44.9,28.9,passing,,,,,,,,,,,
BUF,2006,WR,52.5,84.7,72.3,,passing,,,,,,,,,,,
BUF,2007,HB,75.8,80.1,68.9,79.1,passing,,,,,,,,,,,
BUF,2007,QB,44.45,53.2,54.75,41.349999999999994,passing,,,,,,,,,,,
BUF,2008,QB,33.05,59.75,58.7,59.1,passing,,,,,,,,,,,
BUF,2009,HB,74.4,69.4,77.9,67.2,passing,,,,,,,,,,,
BUF,2009,QB,77.73333333333333,57.9,58.800000000000004,56.79999999999999,passing,,,,,,,,,,,
BUF,2010,QB,73.96666666666665,59.56666666666666,59.93333333333334,41.4,passing,,,,,,,,,,,
BUF,2011,QB,71.95,52.550000000000004,54.95,44.55,passing,,,,,,,,,,,
BUF,2011,WR,80.4,55.0,50.2,66.4,passing,,,,,,,,,,,
BUF,2012,QB,64.55,53.5,52.85,60.3,passing,,,,,,,,,,,
BUF,2012,WR,77.8,64.9,39.3,70.5,passing,,,,,,,,,,,
BUF,2013,QB,52.0,53.333333333333336,56.53333333333333,41.666666666666664,passing,,,,,,,,,,,
BUF,2014,HB,51.8,71.3,53.1,72.2,passing,,,,,,,,,,,
BUF,2014,QB,69.2,56.0,58.2,45.349999999999994,passing,,,,,,,,,,,
BUF,2015,QB,44.1,59.6,56.95,68.2,passing,,,,,,,,,,,
BUF,2015,WR,77.8,60.3,60.5,58.3,passing,,,,,,,,,,,
BUF,2016,HB,21.3,46.5,60.0,46.6,passing,,,,,,,,,,,
BUF,2016,QB,61.73333333333333,51.86666666666667,53.0,57.833333333333336,passing,,,,,,,,,,,
BUF,2017,QB,58.25,55.75,56.7,54.05,passing,,,,,,,,,,,
BUF,2017,WR,74.7,46.7,28.2,75.9,passing,,,,,,,,,,,
BUF,2018,P,13.3,28.7,60.0,60.0,passing,,,,,,,,,,,
BUF,2018,QB,59.925000000000004,51.825,49.575,64.55,passing,,,,,,,,,,,
BUF,2018,TE,73.4,51.7,67.2,,passing,,,,,,,,,,,
BUF,2018,WR,43.7,62.2,56.0,56.2,passing,,,,,,,,,,,
BUF,2019,P,60.4,60.0,60.0,,passing,,,,,,,,,,,
BUF,2019,QB,23.299999999999997,54.949999999999996,55.4,54.550000000000004,passing,,,,,,,,,,,
BUF,2019,WR,82.2,74.2,67.9,50.9,passing,,,,,,,,,,,
BUF,2020,QB,65.1,75.45,73.5,69.1,passing,,,,,,,,,,,
BUF,2020,S,67.7,73.1,68.8,,passing,,,,,,,,,,,
BUF,2020,WR,82.19999999999999,77.05000000000001,66.05,48.5,passing,,,,,,,,,,,
BUF,2021,QB,71.15,79.65,67.45,85.1,passing,,,,,,,,,,,
BUF,2021,WR,55.2,68.3,51.2,,passing,,,,,,,,,,,
BUF,2022,QB,58.35,60.15,56.55,75.45,passing,,,,,,,,,,,
BUF,2023,QB,59.8,92.1,88.2,91.6,passing,,,,,,,,,,,
BUF,2024,QB,51.2,55.099999999999994,48.2,76.5,passing,,,,,,,,,,,
CAR,2006,QB,64.43333333333334,50.76666666666667,53.26666666666667,46.6,passing,,,,,,,,,,,
CAR,2006,WR,48.1,76.0,42.6,62.8,passing,,,,,,,,,,,
CAR,2007,QB,54.375,54.725,55.625,47.475,passing,,,,,,,,,,,
CAR,2008,QB,65.5,76.8,77.6,36.8,passing,,,,,,,,,,,
CAR,2009,QB,79.36666666666666,47.4,47.76666666666667,56.1,passing,,,,,,,,,,,
CAR,2010,QB,66.9,53.825,54.3,51.199999999999996,passing,,,,,,,,,,,
CAR,2010,WR,53.5,58.449999999999996,60.2,73.85,passing,,,,,,,,,,,
CAR,2011,QB,86.3,67.2,65.1,68.4,passing,,,,,,,,,,,
CAR,2011,WR,71.7,56.0,60.349999999999994,56.7,passing,,,,,,,,,,,
CAR,2012,QB,70.65,63.300000000000004,61.699999999999996,73.6,passing,,,,,,,,,,,
CAR,2012,WR,69.5,55.3,57.3,,passing,,,,,,,,,,,
CAR,2013,QB,90.1,73.2,71.7,65.8,passing,,,,,,,,,,,
CAR,2014,QB,43.45,73.05,74.95,48.0,passing,,,,,,,,,,,
CAR,2015,QB,52.95,67.25,70.9,57.199999999999996,passing,,,,,,,,,,,
CAR,2016,QB,58.75,64.2,67.30000000000001,42.9,passing,,,,,,,,,,,
CAR,2017,P,13.9,41.8,38.5,,passing,,,,,,,,,,,
CAR,2017,QB,72.44999999999999,58.25,57.6,62.2,passing,,,,,,,,,,,
CAR,2018,HB,58.7,82.8,71.3,77.2,passing,,,,,,,,,,,
CAR,2018,QB,76.825,60.85,59.775,66.2,passing,,,,,,,,,,,
CAR,2019,HB,81.4,86.5,45.6,75.6,passing,,,,,,,,,,,
CAR,2019,P,60.4,72.6,68.8,,passing,,,,,,,,,,,
CAR,2019,QB,45.300000000000004,42.4,44.9,40.63333333333333,passing,,,,,,,,,,,
CAR,2020,P,63.6,69.6,67.4,,passing,,,,,,,,,,,
CAR,2020,QB,75.2,61.4,61.7,58.25,passing,,,,,,,,,,,
CAR,2020,WR,81.6,79.1,53.5,75.3,passing,,,,,,,,,,,
CAR,2021,QB,51.4,53.333333333333336,51.0,65.5,passing,,,,,,,,,,,
CAR,2021,WR,74.2,63.8,52.2,,passing,,,,,,,,,,,
CAR,2022,QB,60.699999999999996,52.199999999999996,52.166666666666664,60.949999999999996,passing,,,,,,,,,,,
CAR,2023,P,60.4,61.0,60.3,60.0,passing,,,,,,,,,,,
CAR,2023,QB,55.1,68.55,65.85,71.15,passing,,,,,,,,,,,
CAR,2024,P,63.6,47.9,50.7,,passing,,,,,,,,,,,
CAR,2024,QB,73.95,60.949999999999996,61.300000000000004,57.45,passing,,,,,,,,,,,
CHI,2006,HB,90.1,59.2,60.2,58.9,passing,,,,,,,,,,,
CHI,2006,QB,67.55,39.25,40.9,40.099999999999994,passing,,,,,,,,,,,
CHI,2007,HB,63.8,63.2,68.9,51.7,passing,,,,,,,,,,,
CHI,2007,QB,44.6,55.36666666666667,60.63333333333333,28.53333333333333,passing,,,,,,,,,,,
CHI,2008,QB,74.75,49.95,52.85,36.7,passing,,,,,,,,,,,
CHI,2009,QB,72.75,57.5,58.65,39.9,passing,,,,,,,,,,,
CHI,2010,HB,72.0,74.4,26.1,71.7,passing,,,,,,,,,,,
CHI,2010,QB,64.76666666666667,50.199999999999996,50.300000000000004,60.35,passing,,,,,,,,,,,
CHI,2011,HB,70.1,85.1,60.0,83.1,passing,,,,,,,,,,,
CHI,2011,QB,51.03333333333333,57.76666666666667,57.833333333333336,55.166666666666664,passing,,,,,,,,,,,
CHI,2012,QB,38.85,58.75,58.349999999999994,61.900000000000006,passing,,,,,,,,,,,
CHI,2013,QB,73.95,84.2,82.15,70.69999999999999,passing,,,,,,,,,,,
CHI,2014,QB,62.1,61.8,61.5,64.30000000000001,passing,,,,,,,,,,,
CHI,2015,QB,52.8,75.1,74.5,53.6,passing,,,,,,,,,,,
CHI,2016,QB,55.5,65.6,65.8,53.175,passing,,,,,,,,,,,
CHI,2016,WR,22.6,73.7,68.8,,passing,,,,,,,,,,,
CHI,2017,HB,50.8,77.5,74.8,64.9,passing,,,,,,,,,,,
CHI,2017,P,60.4,70.7,67.2,,passing,,,,,,,,,,,
CHI,2017,QB,36.9,63.900000000000006,67.05,36.75,passing,,,,,,,,,,,
CHI,2018,HB,30.3,71.4,69.7,59.3,passing,,,,,,,,,,,
CHI,2018,QB,40.6,60.6,62.75,55.9,passing,,,,,,,,,,,
CHI,2018,WR,81.2,60.6,60.0,56.9,passing,,,,,,,,,,,
CHI,2019,QB,80.69999999999999,65.85,67.2,53.8,passing,,,,,,,,,,,
CHI,2020,QB,59.53333333333334,56.9,56.53333333333334,61.849999999999994,passing,,,,,,,,,,,
CHI,2021,HB,83.7,69.8,37.2,67.7,passing,,,,,,,,,,,
CHI,2021,QB,49.06666666666666,63.833333333333336,61.23333333333333,70.16666666666667,passing,,,,,,,,,,,
CHI,2022,QB,64.025,51.5,47.825,65.525,passing,,,,,,,,,,,
CHI,2022,WR,41.9,61.8,68.9,62.0,passing,,,,,,,,,,,
CHI,2023,QB,42.15,66.15,59.0,83.05000000000001,passing,,,,,,,,,,,
CHI,2024,QB,85.6,60.3,57.7,73.3,passing,,,,,,,,,,,
CIN,2006,QB,73.45,68.2,68.9,44.8,passing,,,,,,,,,,,
CIN,2007,QB,68.1,74.5,77.5,27.2,passing,,,,,,,,,,,
CIN,2008,QB,58.6,46.6,48.5,51.53333333333333,passing,,,,,,,,,,,
CIN,2009,QB,53.25,48.849999999999994,55.5,45.15,passing,,,,,,,,,,,
CIN,2010,QB,71.35,65.2,66.95,27.8,passing,,,,,,,,,,,
CIN,2010,WR,81.2,70.2,59.7,,passing,,,,,,,,,,,
CIN,2011,HB,89.6,62.1,56.6,68.7,passing,,,,,,,,,,,
CIN,2011,QB,77.7,53.75,54.05,52.95,passing,,,,,,,,,,,
CIN,2012,QB,82.80000000000001,55.45,57.650000000000006,52.3,passing,,,,,,,,,,,
CIN,2012,WR,25.5,71.7,87.1,61.3,passing,,,,,,,,,,,
CIN,2013,QB,76.3,70.6,74.1,35.4,passing,,,,,,,,,,,
CIN,2013,WR,41.6,63.0,80.3,51.6,passing,,,,,,,,,,,
CIN,2014,QB,76.85,59.95,61.2,53.05,passing,,,,,,,,,,,
CIN,2014,WR,82.1,67.3,84.1,58.4,passing,,,,,,,,,,,
CIN,2015,QB,54.05,71.85,74.5,44.55,passing,,,,,,,,,,,
CIN,2016,QB,72.1,70.6,69.6,60.5,passing,,,,,,,,,,,
CIN,2017,QB,82.2,54.900000000000006,55.15,54.7,passing,,,,,,,,,,,
CIN,2018,QB,73.15,67.30000000000001,65.2,65.25,passing,,,,,,,,,,,
CIN,2018,WR,82.3,84.5,59.7,53.6,passing,,,,,,,,,,,
CIN,2019,QB,42.95,47.9,47.15,65.5,passing,,,,,,,,,,,
CIN,2019,WR,40.6,67.1,71.0,73.4,passing,,,,,,,,,,,
CIN,2020,QB,59.633333333333326,64.53333333333333,63.43333333333334,59.699999999999996,passing,,,,,,,,,,,
CIN,2020,WR,41.7,64.6,53.1,47.099999999999994,passing,,,,,,,,,,,
CIN,2021,HB,83.2,79.2,69.5,82.1,passing,,,,,,,,,,,
CIN,2021,QB,55.099999999999994,67.05,66.4,65.25,passing,,,,,,,,,,,
CIN,2021,WR,55.0,70.8,60.1,65.4,passing,,,,,,,,,,,
CIN,2022,QB,73.15,83.45,80.55,71.85,passing,,,,,,,,,,,
CIN,2022,WR,81.3,70.2,71.4,,passing,,,,,,,,,,,
CIN,2023,QB,70.39999999999999,72.06666666666666,69.86666666666666,78.3,passing,,,,,,,,,,,
CIN,2023,WR,70.15,72.4,58.65,55.95,passing,,,,,,,,,,,
CIN,2024,QB,56.0,90.3,89.8,63.3,passing,,,,,,,,,,,
CLV,2006,QB,51.166666666666664,46.4,46.53333333333333,59.15,passing,,,,,,,,,,,
CLV,2006,WR,21.5,47.0,53.5,59.5,passing,,,,,,,,,,,
CLV,2007,QB,80.35,70.05000000000001,70.6,41.3,passing,,,,,,,,,,,
CLV,2008,QB,83.125,50.0,51.625,47.56666666666666,passing,,,,,,,,,,,
CLV,2008,WR,80.2,62.8,58.8,68.9,passing,,,,,,,,,,,
CLV,2009,QB,77.1,51.9,52.4,45.45,passing,,,,,,,,,,,
CLV,2009,WR,26.3,63.8,43.2,74.5,passing,,,,,,,,,,,
CLV,2010,HB,29.5,74.2,48.3,67.5,passing,,,,,,,,,,,
CLV,2010,QB,75.03333333333333,64.83333333333333,66.43333333333334,48.833333333333336,passing,,,,,,,,,,,
CLV,2010,WR,27.9,62.15,75.25,54.35,passing,,,,,,,,,,,
CLV,2011,QB,61.099999999999994,59.3,58.85,56.900000000000006,passing,,,,,,,,,,,
CLV,2012,QB,79.96666666666665,50.6,51.666666666666664,51.46666666666667,passing,,,,,,,,,,,
CLV,2013,P,60.4,48.4,52.7,,passing,,,,,,,,,,,
CLV,2013,QB,70.7,66.16666666666667,66.10000000000001,59.73333333333334,passing,,,,,,,,,,,
CLV,2014,QB,64.33333333333333,49.6,51.4,46.699999999999996,passing,,,,,,,,,,,
CLV,2014,WR,75.9,78.4,60.0,,passing,,,,,,,,,,,
CLV,2015,QB,38.733333333333334,53.13333333333333,51.699999999999996,64.66666666666667,passing,,,,,,,,,,,
CLV,2016,HB,35.3,64.6,51.2,59.8,passing,,,,,,,,,,,
CLV,2016,QB,56.7,60.32000000000001,60.44,54.120000000000005,passing,,,,,,,,,,,
CLV,2016,WR,58.1,74.7,44.8,43.9,passing,,,,,,,,,,,
CLV,2017,QB,64.73333333333333,55.03333333333333,53.9,64.56666666666666,passing,,,,,,,,,,,
CLV,2018,HB,77.8,55.8,26.1,,passing,,,,,,,,,,,
CLV,2018,QB,65.1,65.1,62.400000000000006,68.6,passing,,,,,,,,,,,
CLV,2018,WR,56.8,74.7,87.2,77.0,passing,,,,,,,,,,,
CLV,2019,QB,66.45,61.849999999999994,59.9,64.95,passing,,,,,,,,,,,
CLV,2019,WR,53.2,68.7,82.6,58.3,passing,,,,,,,,,,,
CLV,2020,QB,68.25,65.2,65.25,58.1,passing,,,,,,,,,,,
CLV,2020,WR,66.05,80.05,72.5,79.0,passing,,,,,,,,,,,
CLV,2021,QB,63.666666666666664,63.4,62.5,65.75,passing,,,,,,,,,,,
CLV,2022,QB,60.25,68.65,63.1,80.55,passing,,,,,,,,,,,
CLV,2022,WR,82.1,81.2,33.1,,passing,,,,,,,,,,,
CLV,2023,QB,49.1,57.1,54.9,67.52000000000001,passing,,,,,,,,,,,
CLV,2024,QB,48.26666666666667,61.93333333333334,56.20000000000001,76.7,passing,,,,,,,,,,,
DAL,2006,QB,51.7,68.55,69.0,52.8,passing,,,,,,,,,,,
DAL,2007,QB,60.75,70.69999999999999,70.9,57.5,passing,,,,,,,,,,,
DAL,2008,QB,63.26666666666667,47.93333333333333,50.23333333333333,42.45,passing,,,,,,,,,,,
DAL,2008,TE,82.3,90.8,50.8,,passing,,,,,,,,,,,
DAL,2008,WR,44.1,60.3,59.6,63.2,passing,,,,,,,,,,,
DAL,2009,QB,67.4,67.4,69.2,38.6,passing,,,,,,,,,,,
DAL,2010,HB,89.0,57.4,60.0,59.4,passing,,,,,,,,,,,
DAL,2010,QB,57.9,70.23333333333333,70.53333333333335,58.199999999999996,passing,,,,,,,,,,,
DAL,2011,QB,74.53333333333335,66.76666666666667,67.26666666666667,54.0,passing,,,,,,,,,,,
DAL,2012,QB,77.2,67.9,67.85,51.9,passing,,,,,,,,,,,
DAL,2013,QB,81.55000000000001,71.85,72.1,46.15,passing,,,,,,,,,,,
DAL,2014,QB,65.9,66.85,67.55,54.95,passing,,,,,,,,,,,
DAL,2015,HB,62.6,60.1,54.8,61.6,passing,,,,,,,,,,,
DAL,2015,QB,66.03333333333333,56.199999999999996,57.03333333333333,49.4,passing,,,,,,,,,,,
DAL,2016,QB,68.63333333333333,64.39999999999999,63.46666666666667,63.0,passing,,,,,,,,,,,
DAL,2016,WR,59.900000000000006,84.7,60.25,,passing,,,,,,,,,,,
DAL,2017,QB,79.65,70.05000000000001,63.7,71.85,passing,,,,,,,,,,,
DAL,2018,QB,31.3,74.8,73.0,68.2,passing,,,,,,,,,,,
DAL,2018,WR,86.4,74.6,55.1,,passing,,,,,,,,,,,
DAL,2019,QB,66.4,80.1,76.6,76.2,passing,,,,,,,,,,,
DAL,2019,WR,34.2,69.9,60.0,58.0,passing,,,,,,,,,,,
DAL,2020,P,64.5,54.4,56.5,60.0,passing,,,,,,,,,,,
DAL,2020,QB,61.449999999999996,61.775000000000006,59.55,65.025,passing,,,,,,,,,,,
DAL,2020,WR,79.9,61.1,71.2,56.0,passing,,,,,,,,,,,
DAL,2021,HB,85.6,69.3,60.1,76.6,passing,,,,,,,,,,,
DAL,2021,P,60.4,70.7,67.2,,passing,,,,,,,,,,,
DAL,2021,QB,40.1,69.55000000000001,70.25,49.05,passing,,,,,,,,,,,
DAL,2021,WR,31.4,71.7,82.0,60.9,passing,,,,,,,,,,,
DAL,2022,QB,77.25,64.15,62.05,64.6,passing,,,,,,,,,,,
DAL,2023,QB,81.94999999999999,74.0,70.65,72.4,passing,,,,,,,,,,,
DAL,2024,P,60.4,43.9,44.0,,passing,,,,,,,,,,,
DAL,2024,QB,50.166666666666664,54.800000000000004,55.0,51.199999999999996,passing,,,,,,,,,,,
DEN,2006,QB,33.25,51.6,55.1,33.9,passing,,,,,,,,,,,
DEN,2007,QB,35.45,58.85,60.9,50.55,passing,,,,,,,,,,,
DEN,2008,QB,74.65,74.2,74.25,49.2,passing,,,,,,,,,,,
DEN,2008,WR,60.4,73.7,60.0,70.9,passing,,,,,,,,,,,
DEN,2009,QB,79.35,46.75,47.9,40.4,passing,,,,,,,,,,,
DEN,2010,QB,82.85,70.85,71.15,51.6,passing,,,,,,,,,,,
DEN,2011,QB,29.0,49.5,49.6,55.5,passing,,,,,,,,,,,
DEN,2011,WR,57.25,69.55000000000001,50.7,59.35,passing,,,,,,,,,,,
DEN,2012,QB,79.55000000000001,75.15,77.1,48.5,passing,,,,,,,,,,,
DEN,2013,QB,82.35,75.8,74.85,45.1,passing,,,,,,,,,,,
DEN,2014,QB,83.9,69.2,70.80000000000001,54.5,passing,,,,,,,,,,,
DEN,2015,QB,68.2,62.3,62.95,49.0,passing,,,,,,,,,,,
DEN,2016,P,60.4,76.9,68.8,,passing,,,,,,,,,,,
DEN,2016,QB,56.8,53.3,53.3,53.85,passing,,,,,,,,,,,
DEN,2017,QB,53.03333333333333,47.86666666666667,47.06666666666666,58.06666666666666,passing,,,,,,,,,,,
DEN,2018,P,60.4,60.8,60.3,,passing,,,,,,,,,,,
DEN,2018,QB,46.1,70.0,66.9,81.5,passing,,,,,,,,,,,
DEN,2018,WR,82.2,81.1,73.4,60.5,passing,,,,,,,,,,,
DEN,2019,QB,61.63333333333333,57.73333333333334,56.26666666666667,65.33333333333333,passing,,,,,,,,,,,
DEN,2019,TE,71.8,58.8,60.4,61.4,passing,,,,,,,,,,,
DEN,2019,WR,28.0,83.1,87.3,70.8,passing,,,,,,,,,,,
DEN,2020,QB,66.875,45.775,45.125,62.775,passing,,,,,,,,,,,
DEN,2021,QB,64.53333333333333,59.166666666666664,58.6,65.2,passing,,,,,,,,,,,
DEN,2021,WR,78.4,68.85,65.5,,passing,,,,,,,,,,,
DEN,2022,QB,57.4,56.3,55.7,59.6,passing,,,,,,,,,,,
DEN,2023,QB,40.4,66.5,65.5,62.65,passing,,,,,,,,,,,
DEN,2024,P,60.4,61.3,60.4,,passing,,,,,,,,,,,
DEN,2024,QB,90.0,68.1,64.6,74.5,passing,,,,,,,,,,,
DEN,2024,WR,32.7,71.7,78.4,,passing,,,,,,,,,,,
DET,2006,QB,62.0,64.2,65.4,43.9,passing,,,,,,,,,,,
DET,2007,QB,28.05,55.55,61.550000000000004,30.15,passing,,,,,,,,,,,
DET,2008,QB,64.14,52.54,53.739999999999995,48.4,passing,,,,,,,,,,,
DET,2009,QB,77.43333333333334,42.9,43.43333333333334,52.9,passing,,,,,,,,,,,
DET,2010,HB,80.5,60.3,55.2,60.5,passing,,,,,,,,,,,
