player,player_id,position,team_name,player_game_count,grades_offense,grades_pass_block,grades_run_block,snap_counts_offense,year
Aaron Brewer,7301,LS,ARZ,1,60.0,,60.0,1,2018
Haason Reddick,11768,LB,ARZ,1,60.0,,60.0,1,2018
Ezekiel Turner,49167,LB,ARZ,1,60.0,,60.0,1,2018
Rudy Ford,11963,S,ARZ,1,60.0,,60.0,1,2018
Joe Walker,10885,LB,ARZ,1,60.0,,60.0,1,2018
T.J. Logan,11935,HB,ARZ,7,59.9,,60.0,21,2018
D.J. Humphries,9457,T,ARZ,16,64.5,76.3,52.3,1046,2019
A.Q. Shipley,5150,C,ARZ,16,57.6,71.0,50.7,1041,2019
Justin Pugh,7800,G,ARZ,16,66.8,82.2,55.1,1022,2019
J.R. Sweezy,7209,G,ARZ,16,61.6,71.0,52.2,1001,2019
Justin Murray,11022,T,ARZ,14,62.9,67.3,54.2,844,2019
Maxx Williams,9488,TE,ARZ,16,79.1,82.1,84.7,490,2019
Kyler Murray,38334,QB,ARZ,16,64.2,,60.4,1008,2019
Larry Fitzgerald,1724,WR,ARZ,16,70.3,64.4,46.2,886,2019
Christian Kirk,47546,WR,ARZ,13,62.5,66.2,47.5,791,2019
Mason Cole,45547,T,ARZ,9,58.4,63.3,59.1,211,2019
Charles Clay,6326,TE,ARZ,15,64.7,54.1,64.3,396,2019
Damiere Byrd,9964,WR,ARZ,11,64.4,,64.7,454,2019
Kenyan Drake,10707,HB,ARZ,14,71.2,56.0,55.2,614,2019
KeeSean Johnson,39587,WR,ARZ,10,53.5,,60.9,370,2019
Trent Sherfield,48021,WR,ARZ,15,52.2,,71.1,258,2019
David Johnson,9519,HB,ARZ,13,72.2,64.3,54.0,436,2019
Jordan Mills,7945,T,ARZ,2,38.0,33.4,39.1,81,2019
Pharoh Cooper,10751,WR,ARZ,13,70.3,65.6,85.4,234,2019
Andy Isabella,47448,WR,ARZ,14,64.2,,55.6,157,2019
Chase Edmonds,45851,HB,ARZ,10,69.7,74.5,57.4,208,2019
Darrell Daniels,12122,TE,ARZ,8,49.1,63.8,53.9,49,2019
Dan Arnold,51842,TE,ARZ,5,71.7,70.2,46.7,104,2019
Brett Hundley,9580,QB,ARZ,3,80.4,,60.0,40,2019
Michael Crabtree,4933,WR,ARZ,2,56.7,,82.7,31,2019
Joshua Miles,29038,T,ARZ,2,60.4,71.2,60.0,3,2019
Joe Walker,10885,LB,ARZ,2,60.0,62.7,60.0,2,2019
Chris Banjo,8419,S,ARZ,2,60.0,63.8,60.0,2,2019
Aaron Brewer,7301,LS,ARZ,2,60.0,61.5,60.0,2,2019
Alfred Morris,7165,HB,ARZ,1,64.1,68.8,60.0,3,2019
Dennis Gardeck,66928,LB,ARZ,2,60.0,62.7,60.0,2,2019
Charles Washington,11137,S,ARZ,2,58.5,,60.0,2,2019
Ezekiel Turner,49167,LB,ARZ,2,56.0,,60.0,2,2019
Andy Lee,1906,P,ARZ,2,74.2,,60.0,2,2019
D.J. Humphries,9457,T,ARZ,16,88.3,79.9,90.8,1129,2020
Kelvin Beachum,7229,T,ARZ,16,69.0,76.8,59.0,1126,2020
Justin Pugh,7800,G,ARZ,15,64.8,74.4,62.7,958,2020
Mason Cole,45547,C,ARZ,14,54.4,46.1,62.9,913,2020
J.R. Sweezy,7209,G,ARZ,12,52.5,52.5,51.3,643,2020
Justin Murray,11022,G,ARZ,13,56.7,73.7,45.6,602,2020
DeAndre Hopkins,7808,WR,ARZ,16,87.1,,55.5,1043,2020
Kyler Murray,38334,QB,ARZ,16,82.8,,60.6,1102,2020
Larry Fitzgerald,1724,WR,ARZ,13,59.6,69.5,45.3,745,2020
Darrell Daniels,12122,TE,ARZ,12,59.1,77.0,55.3,366,2020
Christian Kirk,47546,WR,ARZ,14,62.3,,42.2,781,2020
Lamont Gaillard,46618,C,ARZ,5,48.1,54.4,48.2,217,2020
Maxx Williams,9488,TE,ARZ,9,67.7,41.4,70.5,325,2020
Dan Arnold,51842,TE,ARZ,16,61.7,72.6,58.8,469,2020
Kenyan Drake,10707,HB,ARZ,15,60.9,60.0,51.2,615,2020
Chase Edmonds,45851,HB,ARZ,16,69.2,49.3,47.5,525,2020
Andy Isabella,47448,WR,ARZ,13,56.8,,64.6,306,2020
KeeSean Johnson,39587,WR,ARZ,8,61.2,,46.7,214,2020
Max Garcia,9566,G,ARZ,4,50.1,49.3,49.9,67,2020
Josh Jones,26634,T,ARZ,9,43.0,78.3,45.4,54,2020
Trent Sherfield,48021,WR,ARZ,12,67.1,,80.1,80,2020
Evan Baylis,23652,TE,ARZ,5,66.2,74.4,67.2,43,2020
Seth DeValve,10772,TE,ARZ,3,35.2,70.2,37.3,48,2020
D.J. Foster,11214,HB,ARZ,4,51.1,59.4,,26,2020
Chris Streveler,46440,QB,ARZ,3,27.4,,60.0,30,2020
Jonathan Ward,25859,FB,ARZ,2,97.7,,60.0,4,2020
Jordan Hicks,9517,LB,ARZ,1,60.0,62.7,,1,2020
Chris Banjo,8419,S,ARZ,1,60.0,63.8,,1,2020
Aaron Brewer,7301,LS,ARZ,1,60.0,61.5,,1,2020
Dennis Gardeck,66928,ED,ARZ,1,60.0,62.7,,1,2020
Tanner Vallejo,11950,LB,ARZ,1,60.0,62.7,,1,2020
D.J. Humphries,9457,T,ARZ,17,67.5,65.7,69.8,1138,2021
Kelvin Beachum,7229,T,ARZ,16,60.8,69.4,56.0,1006,2021
Max Garcia,9566,G,ARZ,14,54.3,53.3,54.2,864,2021
Justin Pugh,7800,G,ARZ,14,64.5,73.4,57.5,858,2021
Rodney Hudson,6207,C,ARZ,13,57.4,64.6,54.7,854,2021
Josh Jones,26634,G,ARZ,17,46.8,48.3,52.8,853,2021
Sean Harlow,11891,G,ARZ,11,55.7,59.3,54.4,441,2021
A.J. Green,6156,WR,ARZ,17,67.8,,38.0,931,2021
Christian Kirk,47546,WR,ARZ,18,72.1,,48.4,943,2021
Kyler Murray,38334,QB,ARZ,15,82.9,,61.4,993,2021
Zach Ertz,7816,TE,ARZ,18,65.5,77.0,46.9,902,2021
DeAndre Hopkins,7808,WR,ARZ,10,79.8,,54.5,560,2021
Antoine Wesley,39967,WR,ARZ,16,60.1,,65.4,496,2021
Darrell Daniels,12122,TE,ARZ,16,49.9,67.0,59.3,271,2021
James Conner,11860,HB,ARZ,16,81.9,89.1,73.9,613,2021
Rondale Moore,62890,WR,ARZ,15,70.7,,53.6,452,2021
Demetrius Harris,8524,TE,ARZ,15,43.9,64.8,49.8,215,2021
Maxx Williams,9488,TE,ARZ,5,77.9,70.0,72.0,220,2021
Chase Edmonds,45851,HB,ARZ,13,66.6,51.7,44.9,503,2021
Justin Murray,11022,T,ARZ,3,60.8,76.5,47.8,90,2021
Colt McCoy,5609,QB,ARZ,8,55.8,,60.0,211,2021
Eno Benjamin,57136,HB,ARZ,9,65.1,46.6,59.8,110,2021
Joshua Miles,29038,T,ARZ,5,61.9,81.3,56.4,21,2021
Brian Winters,7853,G,ARZ,2,29.6,6.9,40.3,16,2021
Jonathan Ward,25859,HB,ARZ,8,83.2,26.6,72.4,48,2021
Danny Isidora,11933,G,ARZ,3,65.3,,63.8,13,2021
David Wells,34985,TE,ARZ,3,42.6,65.8,47.0,12,2021
Greg Dortch,42237,WR,ARZ,4,63.5,,59.0,34,2021
Chris Streveler,46440,QB,ARZ,2,50.8,,60.0,24,2021
Andy Isabella,47448,WR,ARZ,5,57.0,,60.6,29,2021
Marcus Henry,11228,G,ARZ,1,58.2,72.5,53.1,4,2021
Victor Dimukeje,56347,ED,ARZ,2,60.0,37.9,60.0,2,2021
Leki Fotu,44614,DI,ARZ,2,60.0,63.8,60.0,2,2021
Joe Walker,10885,LB,ARZ,2,60.0,60.8,60.0,2,2021
Koda Martin,46231,T,ARZ,1,60.0,,60.0,2,2021
Aaron Brewer,7301,LS,ARZ,2,60.0,60.8,60.0,2,2021
Eric Smith,46987,T,ARZ,1,60.0,,60.0,2,2021
Dennis Gardeck,66928,ED,ARZ,2,60.0,62.0,60.0,2,2021
Chris Banjo,8419,S,ARZ,2,60.5,,60.0,2,2021
Beau Brinkley,7418,LS,ARZ,1,60.0,29.8,,1,2021
Tahir Whitehead,7135,LB,ARZ,1,60.0,,60.0,1,2021
Tanner Vallejo,11950,LB,ARZ,1,60.0,61.4,,1,2021
J.J. Watt,6163,DI,ARZ,1,60.0,,60.0,1,2021
Charles Washington,11137,S,ARZ,2,58.8,,60.0,2,2021
Zaven Collins,77190,LB,ARZ,2,59.2,,60.0,2,2021
Matt Prater,3471,K,ARZ,1,60.0,63.8,,1,2021
Kelvin Beachum,7229,T,ARZ,17,70.6,76.4,59.6,1178,2022
Will Hernandez,46180,G,ARZ,13,65.4,79.1,61.1,843,2022
Billy Price,46795,C,ARZ,11,51.3,66.0,55.6,752,2022
Josh Jones,26634,T,ARZ,13,75.8,75.9,74.0,622,2022
D.J. Humphries,9457,T,ARZ,8,72.3,80.5,57.5,575,2022
Max Garcia,9566,G,ARZ,11,54.5,51.7,55.2,542,2022
Cody Ford,39805,G,ARZ,8,41.2,46.0,39.0,350,2022
Rodney Hudson,6207,C,ARZ,4,58.3,66.9,52.6,303,2022
Justin Pugh,7800,G,ARZ,5,61.0,52.5,62.4,263,2022
Trey McBride,75916,TE,ARZ,16,50.9,81.2,46.3,599,2022
Marquise Brown,61568,WR,ARZ,12,69.2,,53.2,782,2022
Sean Harlow,11891,C,ARZ,6,43.2,28.6,48.8,228,2022
Lecitus Smith,61069,G,ARZ,5,44.8,38.1,46.6,210,2022
Kyler Murray,38334,QB,ARZ,11,67.1,,60.8,718,2022
Zach Ertz,7816,TE,ARZ,10,62.5,29.6,50.1,574,2022
A.J. Green,6156,WR,ARZ,15,55.6,,55.0,553,2022
DeAndre Hopkins,7808,WR,ARZ,9,72.9,,46.7,553,2022
Rashaad Coward,12168,G,ARZ,3,46.7,66.4,37.7,155,2022
Rondale Moore,62890,WR,ARZ,8,63.4,,56.9,458,2022
Robbie Chosen,11254,WR,ARZ,16,51.2,,36.4,494,2022
Greg Dortch,42237,WR,ARZ,16,64.2,,30.8,512,2022
James Conner,11860,HB,ARZ,13,69.7,73.8,54.9,662,2022
Maxx Williams,9488,TE,ARZ,11,56.6,56.6,63.1,169,2022
Stephen Anderson,11160,TE,ARZ,15,33.9,19.6,55.5,134,2022
Colt McCoy,5609,QB,ARZ,4,62.1,,60.0,228,2022
Trace McSorley,32819,QB,ARZ,6,36.4,,61.4,148,2022
Andre Baccellia,47901,WR,ARZ,8,56.4,,44.9,118,2022
David Blough,46508,QB,ARZ,2,50.3,,61.4,109,2022
Keaontay Ingram,77761,HB,ARZ,11,48.1,27.1,45.3,102,2022
Darrel Williams,13014,HB,ARZ,5,64.9,29.6,60.0,100,2022
Corey Clement,12253,HB,ARZ,5,63.9,12.4,56.5,73,2022
Pharoh Cooper,10751,WR,ARZ,3,46.8,,28.7,25,2022
Ben Niemann,51099,LB,ARZ,2,60.0,62.7,60.0,2,2022
Tanner Vallejo,11950,LB,ARZ,2,60.0,62.7,60.0,2,2022
Dennis Gardeck,66928,ED,ARZ,2,60.0,62.7,60.0,2,2022
Aaron Brewer,7301,LS,ARZ,2,60.0,61.5,60.0,2,2022
Ezekiel Turner,49167,LB,ARZ,2,55.9,,60.0,2,2022
Christian Matthew,156140,CB,ARZ,1,60.0,,60.0,1,2022
Andy Lee,1906,P,ARZ,2,59.5,,60.0,2,2022
Victor Dimukeje,56347,ED,ARZ,1,60.0,,60.0,1,2022
Matt Ammendola,34039,K,ARZ,1,60.0,62.0,,1,2022
Antonio Hamilton Sr.,11353,CB,ARZ,1,60.0,,60.0,1,2022
Paris Johnson Jr.,129749,T,ARZ,17,60.1,64.2,55.1,1130,2023
Hjalte Froholdt,44959,C,ARZ,17,64.1,61.1,67.4,1123,2023
Will Hernandez,46180,G,ARZ,17,66.2,70.2,60.6,1109,2023
D.J. Humphries,9457,T,ARZ,15,62.5,68.4,56.5,922,2023
Elijah Wilkinson,46238,G,ARZ,10,46.2,40.7,57.5,501,2023
Trey McBride,75916,TE,ARZ,17,76.3,55.1,62.3,785,2023
Trystan Colon,41117,G,ARZ,11,59.6,69.2,55.5,322,2023
Marquise Brown,61568,WR,ARZ,14,67.1,,48.3,781,2023
Michael Wilson,84423,WR,ARZ,13,68.3,68.1,62.2,710,2023
Geoff Swaim,9679,TE,ARZ,14,50.2,66.6,47.4,338,2023
Rondale Moore,62890,WR,ARZ,17,53.6,,54.0,755,2023
Kelvin Beachum,7229,T,ARZ,6,61.2,67.6,51.7,212,2023
Carter O'Donnell,105607,G,ARZ,5,54.1,58.4,50.5,193,2023
Kyler Murray,38334,QB,ARZ,8,70.8,,60.2,538,2023
Dennis Daley,60063,G,ARZ,3,38.4,30.9,42.3,144,2023
Greg Dortch,42237,WR,ARZ,13,68.2,,44.9,399,2023
James Conner,11860,HB,ARZ,13,89.2,68.0,68.9,531,2023
Zach Pascal,12303,WR,ARZ,14,47.6,,56.9,201,2023
Zach Ertz,7816,TE,ARZ,7,50.8,29.4,49.5,295,2023
Elijah Higgins,98027,TE,ARZ,11,63.6,68.4,51.1,191,2023
Emari Demercado,77763,HB,ARZ,14,73.4,74.7,40.7,294,2023
Michael Carter,57337,HB,ARZ,15,60.8,37.4,60.0,224,2023
Andre Baccellia,47901,WR,ARZ,5,55.3,,69.9,49,2023
Travis Vokolek,61004,TE,ARZ,2,50.2,57.9,56.0,40,2023
Tony Jones Jr.,40498,HB,ARZ,7,60.1,50.9,60.2,132,2023
Clayton Tune,77652,QB,ARZ,7,34.2,,60.0,60,2023
Jesse Luketa,81361,ED,ARZ,6,49.5,74.0,46.7,10,2023
Damien Williams,9205,HB,ARZ,3,72.7,80.2,59.4,28,2023
Victor Dimukeje,56347,ED,ARZ,3,60.0,67.2,60.0,3,2023
Dennis Gardeck,66928,ED,ARZ,3,60.0,68.6,60.0,3,2023
Aaron Brewer,7301,LS,ARZ,3,60.0,68.7,60.0,3,2023
Owen Pappoe,99006,LB,ARZ,2,60.0,,60.0,2,2023
Ezekiel Turner,49167,LB,ARZ,3,65.6,65.4,60.0,3,2023
Nolan Cooney,44995,P,ARZ,1,60.0,,60.0,1,2023
Blake Whiteheart,77881,TE,ARZ,1,58.6,,60.0,2,2023
Krys Barnes,42548,LB,ARZ,1,60.0,,60.0,1,2023
Cameron Thomas,82387,ED,ARZ,1,60.0,67.2,,1,2023
Andre Chachere,51194,S,ARZ,1,60.0,,60.0,1,2023
Antonio Hamilton Sr.,11353,CB,ARZ,1,60.0,,60.0,1,2023
Hjalte Froholdt,44959,C,ARZ,10,74.1,66.3,75.0,588,2024
Paris Johnson Jr.,129749,T,ARZ,10,79.6,76.9,73.8,588,2024
Evan Brown,38709,G,ARZ,10,69.7,75.2,63.7,580,2024
Kelvin Beachum,7229,T,ARZ,9,62.7,73.6,53.2,520,2024
Will Hernandez,46180,G,ARZ,5,69.3,74.2,66.0,280,2024
Trystan Colon,41117,G,ARZ,7,71.9,68.6,68.7,256,2024
Kyler Murray,38334,QB,ARZ,10,82.4,,60.5,582,2024
Tip Reiman,129423,TE,ARZ,10,50.0,74.0,56.6,264,2024
Trey McBride,75916,TE,ARZ,9,81.7,67.3,60.3,474,2024
Michael Wilson,84423,WR,ARZ,10,64.5,66.2,48.6,464,2024
Marvin Harrison Jr.,145056,WR,ARZ,10,79.4,,54.7,453,2024
Elijah Higgins,98027,TE,ARZ,10,64.9,39.0,57.5,256,2024
Isaiah Adams,158192,G,ARZ,5,68.9,50.2,71.4,92,2024
Greg Dortch,42237,WR,ARZ,10,59.8,,62.2,281,2024
James Conner,11860,HB,ARZ,10,83.4,67.2,62.4,383,2024
Jackson Barton,46978,T,ARZ,2,52.5,46.2,54.2,54,2024
Zach Pascal,12303,WR,ARZ,10,45.2,,44.3,51,2024
Emari Demercado,77763,HB,ARZ,10,74.8,46.6,47.6,125,2024
Charlie Heck,36501,T,ARZ,5,41.6,56.7,41.1,30,2024
Zay Jones,11792,WR,ARZ,4,55.4,,56.2,62,2024
Jonah Williams,41651,T,ARZ,1,68.8,73.1,65.3,22,2024
Chris Moore,10741,WR,ARZ,5,55.5,,61.8,27,2024
Clayton Tune,77652,QB,ARZ,4,32.4,,60.0,19,2024
Trey Benson,131705,HB,ARZ,9,62.6,85.0,72.8,94,2024
Travis Vokolek,61004,TE,ARZ,1,48.2,,52.3,12,2024
Xavier Weaver,101130,WR,ARZ,1,49.8,,61.3,41,2024
Jon Gaines II,81879,C,ARZ,2,72.1,,74.3,8,2024
DeeJay Dallas,55632,HB,ARZ,2,68.1,,60.0,5,2024
Todd McClure,536,C,ATL,16,81.7,92.3,75.2,1034,2006
Wayne Gandy,76,T,ATL,16,74.0,88.3,62.6,1014,2006
Todd Weiner,361,T,ATL,16,81.1,86.4,75.2,979,2006
Matt Lehr,880,G,ATL,11,60.2,65.2,57.3,703,2006
Tyson Clabo,2011,G,ATL,10,79.5,82.0,77.3,645,2006
Alge Crumpler,805,TE,ATL,16,73.2,75.2,69.6,979,2006
Michael Jenkins,1750,WR,ATL,16,54.3,80.7,52.9,1022,2006
Kynan Forney,926,G,ATL,7,86.9,76.3,87.4,414,2006
Michael Vick,773,QB,ATL,16,66.8,61.3,60.1,979,2006
Ashley Lelie,1026,WR,ATL,15,61.0,,64.5,672,2006
P.J. Alexander,2912,G,ATL,4,42.4,49.7,45.3,258,2006
Justin Griffith,1433,FB,ATL,16,60.9,84.6,71.2,441,2006
Roddy White,2244,WR,ATL,16,63.2,,65.9,493,2006
Warrick Dunn,236,HB,ATL,16,56.4,67.9,64.6,767,2006
Eric Beverly,298,TE,ATL,16,56.5,71.3,59.8,185,2006
Dwayne Blakley,1219,TE,ATL,16,52.6,60.4,53.8,229,2006
Fred McCrary,142,FB,ATL,14,76.2,87.4,73.7,138,2006
Quinn Ojinnaka,3084,T,ATL,3,72.5,71.6,70.1,75,2006
Austin King,1444,G,ATL,3,72.8,79.9,68.2,48,2006
Jerious Norwood,3024,HB,ATL,14,78.3,85.9,56.8,198,2006
Matt Schaub,1811,QB,ATL,5,69.4,,60.0,59,2006
Adam Jennings,3129,WR,ATL,7,49.8,,78.0,32,2006
Corey McIntyre,1278,FB,ATL,1,62.9,74.3,54.4,12,2006
Kevin Youngblood,2215,WR,ATL,1,60.1,,59.9,3,2006
Todd McClure,536,C,ATL,16,77.0,86.1,70.3,1019,2007
Justin Blalock,3655,G,ATL,14,49.8,46.5,54.8,920,2007
Kynan Forney,926,G,ATL,14,67.6,74.0,66.6,871,2007
Tyson Clabo,2011,T,ATL,11,81.4,78.0,83.6,697,2007
Quinn Ojinnaka,3084,T,ATL,9,61.3,56.9,68.8,481,2007
Todd Weiner,361,T,ATL,7,58.1,65.9,53.5,384,2007
Roddy White,2244,WR,ATL,16,77.9,,82.3,950,2007
Alge Crumpler,805,TE,ATL,14,72.5,55.2,79.2,669,2007
Wayne Gandy,76,T,ATL,5,70.8,69.8,65.5,275,2007
Joey Harrington,1011,QB,ATL,12,69.3,,60.0,658,2007
D'Anthony Batiste,3223,G,ATL,4,52.5,71.5,47.5,244,2007
Ovie Mughelli,1445,FB,ATL,16,92.5,89.7,94.2,327,2007
Renardo Foster,4140,T,ATL,4,69.5,62.4,76.4,192,2007
Laurent Robinson,3691,WR,ATL,15,57.7,,70.0,555,2007
Michael Jenkins,1750,WR,ATL,15,65.6,19.5,51.4,609,2007
Warrick Dunn,236,HB,ATL,16,53.3,73.0,59.3,637,2007
Joe Horn,199,WR,ATL,12,60.3,,63.7,517,2007
Dwayne Blakley,1219,TE,ATL,12,55.0,58.0,63.4,206,2007
Chris Redman,635,QB,ATL,6,47.7,,60.7,257,2007
Jerious Norwood,3024,HB,ATL,15,76.3,81.3,55.5,341,2007
Martrez Milner,3749,TE,ATL,7,54.4,38.3,54.1,116,2007
Byron Leftwich,1323,QB,ATL,3,59.5,,60.0,104,2007
Courtney Anderson,1959,TE,ATL,4,42.4,81.5,60.7,37,2007
Adam Jennings,3129,WR,ATL,13,51.7,,53.7,104,2007
Terrance Pennington,3161,T,ATL,1,64.8,80.7,58.9,9,2007
Corey McIntyre,1278,FB,ATL,5,55.0,,56.0,8,2007
Jason Snelling,3860,HB,ATL,6,58.7,75.1,60.0,29,2007
Ben Wilkerson,2842,G,ATL,1,52.7,72.7,56.3,3,2007
Eric Weems,4097,WR,ATL,1,60.0,,60.0,2,2007
Harvey Dahl,2553,G,ATL,17,81.3,77.4,78.7,1114,2008
Justin Blalock,3655,G,ATL,17,66.2,64.9,67.2,1114,2008
Todd McClure,536,C,ATL,17,77.2,88.6,72.0,1109,2008
Tyson Clabo,2011,T,ATL,17,81.5,74.5,82.4,1098,2008
Todd Weiner,361,T,ATL,16,70.1,65.4,70.5,725,2008
Matt Ryan,4317,QB,ATL,17,78.8,,60.5,1107,2008
Justin Peelle,1104,TE,ATL,17,77.2,54.8,90.0,696,2008
Roddy White,2244,WR,ATL,17,88.3,,91.7,981,2008
Sam Baker,4335,T,ATL,9,73.8,72.0,71.1,356,2008
Michael Jenkins,1750,WR,ATL,17,77.4,77.0,83.1,780,2008
Ovie Mughelli,1445,FB,ATL,17,77.1,69.4,77.9,435,2008
Ben Hartsock,1789,TE,ATL,11,76.6,45.1,87.2,439,2008
Harry Douglas,4398,WR,ATL,17,59.9,,89.4,499,2008
Brian Finneran,423,WR,ATL,17,64.6,28.8,82.9,262,2008
Jerious Norwood,3024,HB,ATL,17,56.9,66.4,63.6,449,2008
Michael Turner,1873,HB,ATL,17,71.1,72.1,57.1,648,2008
Jason Rader,2154,TE,ATL,7,53.9,73.7,72.7,108,2008
Jason Snelling,3860,FB,ATL,16,50.4,67.1,56.2,138,2008
Wayne Gandy,76,T,ATL,4,55.0,62.7,58.4,48,2008
Quinn Ojinnaka,3084,T,ATL,2,51.1,37.5,60.5,31,2008
Laurent Robinson,3691,WR,ATL,6,73.9,,73.1,75,2008
Eric Weems,4097,WR,ATL,4,63.7,,78.6,20,2008
Ben Wilkerson,2842,C,ATL,3,55.1,68.8,67.5,7,2008
Marcus Pollard,151,TE,ATL,2,29.4,,59.7,11,2008
Tyson Clabo,2011,T,ATL,16,77.6,75.8,73.7,1092,2009
Justin Blalock,3655,G,ATL,16,67.9,73.0,65.7,1092,2009
Todd McClure,536,C,ATL,16,77.0,84.9,72.5,1058,2009
Sam Baker,4335,T,ATL,14,72.0,68.6,71.4,835,2009
Harvey Dahl,2553,G,ATL,11,77.6,69.9,78.1,686,2009
Tony Gonzalez,237,TE,ATL,16,81.3,73.6,75.9,951,2009
Matt Ryan,4317,QB,ATL,14,66.4,,60.5,883,2009
Roddy White,2244,WR,ATL,16,75.1,,79.5,966,2009
Justin Peelle,1104,TE,ATL,15,72.2,65.4,83.1,501,2009
Quinn Ojinnaka,3084,T,ATL,7,65.0,85.1,60.2,329,2009
Michael Jenkins,1750,WR,ATL,15,64.0,67.4,75.6,796,2009
Will Svitek,2404,T,ATL,11,71.2,67.1,70.0,267,2009
Ovie Mughelli,1445,FB,ATL,14,81.8,86.1,84.9,357,2009
Jason Snelling,3860,HB,ATL,14,61.7,80.2,59.9,487,2009
Brett Romberg,1692,C,ATL,5,65.3,60.9,64.9,90,2009
Keith Zinger,4546,TE,ATL,15,56.7,74.5,68.4,102,2009
Brian Finneran,423,WR,ATL,10,59.8,58.5,67.3,178,2009
Chris Redman,635,QB,ATL,6,53.1,,60.7,209,2009
Verron Haynes,1156,FB,ATL,7,72.0,68.9,84.5,107,2009
Michael Turner,1873,HB,ATL,11,59.7,81.6,57.5,337,2009
Jerious Norwood,3024,HB,ATL,10,55.1,51.5,56.0,285,2009
Marty Booker,487,WR,ATL,16,58.7,67.9,85.7,241,2009
Eric Weems,4097,WR,ATL,15,59.8,64.9,94.0,111,2009
Garrett Reynolds,5080,T,ATL,1,57.3,77.4,54.6,24,2009
Aaron Stecker,572,HB,ATL,5,56.7,76.0,57.8,28,2009
Harvey Dahl,2553,G,ATL,17,79.7,74.6,79.3,1211,2010
Justin Blalock,3655,G,ATL,17,77.7,71.4,75.1,1211,2010
Sam Baker,4335,T,ATL,17,67.2,67.0,63.7,1211,2010
Todd McClure,536,C,ATL,17,74.9,66.6,75.0,1193,2010
Tyson Clabo,2011,T,ATL,17,80.8,73.9,79.2,1193,2010
Tony Gonzalez,237,TE,ATL,17,68.7,68.8,70.0,1074,2010
Matt Ryan,4317,QB,ATL,17,83.6,,60.0,1193,2010
Roddy White,2244,WR,ATL,17,82.8,,66.7,995,2010
Ovie Mughelli,1445,FB,ATL,17,79.1,76.9,84.0,458,2010
Justin Peelle,1104,TE,ATL,14,81.9,49.0,86.6,427,2010
Michael Jenkins,1750,WR,ATL,12,73.7,,83.6,622,2010
Brian Finneran,423,WR,ATL,17,66.5,64.9,74.5,346,2010
Jason Snelling,3860,HB,ATL,15,55.6,70.4,43.0,501,2010
Harry Douglas,4398,WR,ATL,17,54.2,68.8,77.3,576,2010
Will Svitek,2404,TE,ATL,17,77.0,79.0,80.3,119,2010
Michael Palmer,5784,TE,ATL,13,70.8,50.3,67.5,120,2010
Michael Turner,1873,HB,ATL,17,64.0,59.8,85.6,627,2010
Eric Weems,4097,WR,ATL,16,76.1,,85.5,116,2010
Joe Hawley,5641,C,ATL,2,55.8,77.3,52.3,18,2010
Gartrell Johnson,5058,HB,ATL,8,51.4,76.5,57.4,61,2010
Chris Redman,635,QB,ATL,2,57.1,,60.0,18,2010
Antone Smith,5440,HB,ATL,6,45.8,17.7,58.0,17,2010
Jerious Norwood,3024,HB,ATL,1,41.9,75.7,,14,2010
Justin Blalock,3655,G,ATL,17,71.5,79.4,62.5,1191,2011
Tyson Clabo,2011,T,ATL,17,77.3,75.3,75.7,1191,2011
Todd McClure,536,C,ATL,14,73.9,85.2,66.1,928,2011
Joe Hawley,5641,G,ATL,15,61.9,65.6,60.0,926,2011
Will Svitek,2404,T,ATL,16,66.7,68.4,63.7,796,2011
Garrett Reynolds,5080,G,ATL,11,50.2,62.2,53.0,511,2011
Tony Gonzalez,237,TE,ATL,17,87.6,77.2,68.0,1010,2011
Sam Baker,4335,T,ATL,10,61.4,50.3,67.6,436,2011
Matt Ryan,4317,QB,ATL,17,79.4,,60.0,1127,2011
Roddy White,2244,WR,ATL,17,80.9,70.7,77.5,1084,2011
Julio Jones,6158,WR,ATL,14,71.0,,73.6,764,2011
Reggie Kelly,468,TE,ATL,17,76.4,81.3,79.1,230,2011
Michael Palmer,5784,TE,ATL,16,66.4,77.6,75.3,276,2011
Harry Douglas,4398,WR,ATL,17,58.4,46.6,68.5,656,2011
Jason Snelling,3860,HB,ATL,16,62.7,78.8,63.3,332,2011
Mike Cox,4716,FB,ATL,10,68.0,78.6,76.4,149,2011
Eric Weems,4097,WR,ATL,17,58.5,70.9,80.7,273,2011
Ovie Mughelli,1445,FB,ATL,7,54.9,80.8,58.8,147,2011
Michael Turner,1873,HB,ATL,17,71.0,76.3,61.4,617,2011
Jacquizz Rodgers,6297,HB,ATL,17,61.8,75.5,61.9,341,2011
Chris Redman,635,QB,ATL,5,45.4,,60.0,64,2011
Kerry Meier,5688,WR,ATL,7,54.1,,60.5,34,2011
Brett Romberg,1692,C,ATL,1,70.9,78.2,66.7,14,2011
Antone Smith,5440,HB,ATL,2,59.9,,59.0,2,2011
Kevin Cone,6889,WR,ATL,1,58.3,,60.0,2,2011
Justin Blalock,3655,G,ATL,18,68.4,71.9,62.8,1189,2012
Sam Baker,4335,T,ATL,18,75.6,74.8,65.3,1189,2012
Tyson Clabo,2011,T,ATL,18,77.9,68.6,82.4,1179,2012
Todd McClure,536,C,ATL,18,73.7,73.3,72.6,1175,2012
Peter Konz,7058,G,ATL,16,58.1,54.5,57.6,804,2012
