Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles,Team
Tress Way,#05,P,17.0,136.0,0.0,0.0,0.0,77.0,0.0,59.0,63.7,-,50.7,-,0 (0),0.0,0.0,0.0,washington-commanders
Joey Slye,#06,K,17.0,131.0,0.0,72.0,0.0,0.0,0.0,59.0,60.9,90.5,-,70.6,0 (0),0.0,0.0,0.0,washington-commanders
Camaron Cheeseman,#54,LS,14.0,115.0,0.0,0.0,0.0,64.0,0.0,51.0,25.1,-,-,-,0 (0),0.0,0.0,0.0,washington-commanders
Tucker Addington,#58,LS,3.0,21.0,0.0,0.0,0.0,13.0,0.0,8.0,72.5,-,-,-,0 (0),1.0,0.0,0.0,washington-commanders
