Player,JerseyNumber,Position,GamesPlayed,FieldGoalGrade,ExtraPointAttempts,ExtraPointMakes,ExtraPointPercentage,FieldGoalAttempts,FieldGoalMakes,FieldGoalPercentage,FieldGoalAttempts0To19Yards,FieldGoalMakes0To19Yards,FieldGoalPercentage0To19Yards,FieldGoalAttempts20To29Yards,FieldGoalMakes20To29Yards,FieldGoalPercentage20To29Yards,FieldGoalAttempts30To39Yards,FieldGoalMakes30To39Yards,FieldGoalPercentage30To39Yards,FieldGoalAttempts40To49Yards,FieldGoalMakes40To49Yards,FieldGoalPercentage40To49Yards,FieldGoalAttempts50PlusYards,FieldGoalMakes50PlusYards,FieldGoalPercentage50PlusYards
Brett Maher,#08,K,9.0,48.6,15.0,17.0,88.2,20.0,26.0,76.9,0.0,0.0,,6.0,6.0,100.0,4.0,4.0,100.0,7.0,9.0,77.8,3.0,7.0,42.9
Lucas Havrisik,#08,K,9.0,39.6,19.0,22.0,86.4,15.0,20.0,75.0,0.0,0.0,,8.0,8.0,100.0,3.0,3.0,100.0,2.0,6.0,33.3,2.0,3.0,66.7
,,,,,,,,,,,,,,,,,,,,,,,,,
