Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Ihmir Smith-Marsette,#11,WR,17.0,76.9,37.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,82.2,37.0,322.0,20.0,79.0,8.7,1.0,2.0
Raheem Blackshear,#03,HB,12.0,66.2,16.0,65.6,16.0,430.0,52.0,26.9,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
D'Shawn Jamison,#29,CB,15.0,59.1,2.0,59.2,2.0,40.0,22.0,20.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Laviska Shenault Jr.,#05,WR,8.0,50.1,6.0,51.1,6.0,167.0,37.0,27.8,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,
