Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Andy Dalton,#14,QB,1.0,63.0,58.0,34.0,58.6,361,6.2,2.0,0.0,81.1,79.1,64.2,82.5,4.0,6.5,1.0,1.5,7.7,71.7,4.0,10.5,1.0,3.0,1.0,27.0,3.0,11.1,2.33,1.0,18.0,88.4,0 (0)
Johnny Hekker,#10,P,1.0,1.0,1.0,1.0,100.0,7,7.0,0.0,0.0,61.0,60.3,60.0,60.4,0.0,0.0,0.0,0.0,-4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.3,0.0,0.0,95.8,0 (0)
Bryce Young,#09,QB,16.0,622.0,527.0,315.0,59.8,"2,877",5.5,11.0,10.0,56.0,52.6,78.1,27.7,18.0,3.2,22.0,3.3,7.8,71.9,18.0,5.4,7.0,5.0,51.0,253.0,62.0,24.5,2.9,31.0,150.0,73.7,6 (1)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
