Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles,Team
Rick Lovato,#45,LS,18.0,139.0,0.0,0.0,0.0,58.0,0.0,81.0,55.0,-,-,-,0 (0),2.0,0.0,0.0,philadelphia-eagles
Jake Elliott,#04,K,18.0,175.0,0.0,94.0,0.0,0.0,0.0,81.0,49.3,80.3,-,91.7,2 (0),0.0,0.0,1.0,philadelphia-eagles
Arryn Siposs,#10,P,2.0,22.0,0.0,0.0,0.0,9.0,0.0,13.0,61.4,-,59.1,-,0 (0),0.0,0.0,0.0,philadelphia-eagles
Braden Mann,#10,P,16.0,119.0,0.0,2.0,0.0,49.0,0.0,68.0,63.5,60.0,64.7,-,0 (0),0.0,0.0,0.0,philadelphia-eagles
