Player,JerseyNumber,Position,GamesPlayed,RushingTotalSnaps,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingFumbles,RushingOverallGrade,RushingGrade,RushingFumbles.1,RushingRunBlockingGrade,RushingYardsAfterContact,RushingYardsAfterContactPerAttempt,RushingMissedTacklesForced,RushingLongestRush,Rushing10PlusYardRuns,RushingYardsInZoneScheme,RushingYardsInGapScheme,RushingScrambles,RushingScrambleYards,RushingDesignedYards,Rushing15PlusYardRuns,RushingBreakawayYards,RushingBreakawayPercentage,RushingFirstDowns,RushingPenalties,RushingReceivingGrade,RushingPassBlockingGrade,RushingTargets,RushingReceptions,RushingReceivingYards,RushingReceivingSnaps,RushingYardsPerRouteRun,RushingDrops,RushingElusiveRating
Marcus Mariota,#08,QB,4.0,17.0,8.0,52,6.5,0.0,1.0,66.3,80.7,27.4,60.0,7.0,0.88,1.0,17.0,2.0,2.0,2.0,3.0,19.0,33,1.0,17.0,32.7,6.0,1 (0),-,-,0.0,0.0,0.0,0.0,,0.0,24.0
Jalen Hurts,#01,QB,18.0,466.0,158.0,607,3.8,15.0,9.0,86.7,76.7,66.5,60.0,325.0,2.06,18.0,24.0,18.0,17.0,19.0,47.0,322.0,285,1.0,16.0,2.6,68.0,7 (0),60.0,-,0.0,0.0,0.0,1.0,0.0,0.0,4.9
D'Andre Swift,#00,HB,17.0,302.0,239.0,"1,083",4.5,5.0,3.0,66.5,71.6,62.0,53.8,582.0,2.44,45.0,43.0,23.0,165.0,69.0,0.0,0.0,"1,083",12.0,291.0,26.9,52.0,1 (0),53.5,48.9,51.0,43.0,246.0,301.0,0.82,1.0,47.5
Boston Scott,#35,HB,11.0,30.0,20.0,86,4.3,0.0,0.0,60.8,69.9,36.3,44.0,46.0,2.3,6.0,18.0,2.0,15.0,5.0,0.0,0.0,86,1.0,18.0,20.9,5.0,0 (0),50.5,35.1,6.0,4.0,52.0,32.0,1.63,1.0,57.5
Kenneth Gainwell,#14,HB,17.0,148.0,88.0,366,4.2,2.0,3.0,55.3,52.4,29.3,55.4,251.0,2.85,12.0,32.0,10.0,51.0,35.0,0.0,0.0,366,4.0,93.0,25.4,20.0,0 (0),60.4,47.2,38.0,32.0,193.0,232.0,0.83,1.0,47.5
Rashaad Penny,#23,HB,3.0,14.0,11.0,33,3.0,0.0,0.0,44.5,49.4,74.1,60.0,23.0,2.09,0.0,7.0,0.0,9.0,2.0,0.0,0.0,33,0.0,0.0,0.0,1.0,1 (0),57.4,18.0,1.0,1.0,5.0,12.0,0.42,0.0,0.0
Dallas Goedert,#88,TE,15.0,343.0,1.0,1,1.0,0.0,0.0,71.0,-,80.9,73.4,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,4 (0),67.7,79.7,87.0,63.0,613.0,470.0,1.3,3.0,28.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
