Player,JerseyNumber,Position,GamesPlayed,KickoffsGrade,KickoffsTotal,KickoffsYardsPerAttempt,KickoffsAverageFieldPosition,KickoffsOnsideAttempts,KickoffsReturnPercentage,KickoffsReturned,KickoffsYardsAllowed,KickoffsYardsPerReturnAllowed,KickoffsTouchbacks,KickoffsFairCatches,KickoffsHangtimeAverage,KickoffsHangtimeAverage.1
Jake Elliott,#04,K,18.0,80.3,94.0,69.6,26.3,1.0,19.1,18.0,491.0,27.3,76.0,0.0,86.0,3.93
Braden Mann,#10,P,1.0,60.0,1.0,69.0,38.0,0.0,100.0,1.0,27.0,27.0,0.0,0.0,1.0,4.13
,,,,,,,,,,,,,,,,
