DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
1.0,Jalen Carter,#98,DI,17.0,427.0,427.0,100.0,84.6,4 (1),50.0,7.0,4.0,39.0,7.0,17.0,0.0,231.0,231.0,100.0,90.5,44.0,7.0,3.0,34.0,11.5,25.3,0.0
2.0,Nakobe Dean,#17,LB,5.0,135.0,8.0,5.9,83.4,1 (0),3.0,1.0,0.0,2.0,28.6,42.9,0.0,69.0,3.0,4.3,71.1,1.0,0.0,0.0,1.0,16.7,33.3,0.0
3.0,Kelee Ringo,#22,CB,7.0,135.0,1.0,0.7,83.2,4 (0),1.0,1.0,0.0,0.0,100.0,0.0,0.0,66.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
4.0,Brandon Graham,#55,ED,18.0,270.0,248.0,91.9,80.2,1 (0),30.0,5.0,2.0,23.0,7.7,19.5,0.0,124.0,117.0,94.4,90.0,24.0,5.0,2.0,17.0,13.8,29.5,0.0
5.0,Nicholas Morrow,#41,LB,16.0,571.0,45.0,7.9,79.9,2 (0),10.0,3.0,3.0,4.0,14.4,17.8,0.0,255.0,20.0,7.8,83.8,5.0,3.0,0.0,2.0,20.0,25.0,0.0
6.0,Shaquille Leonard,#53,LB,5.0,90.0,8.0,8.9,78.2,0 (0),3.0,1.0,0.0,2.0,25.0,0.0,0.0,32.0,2.0,6.3,81.2,2.0,1.0,0.0,1.0,75.0,0.0,0.0
7.0,Haason Reddick,#07,ED,18.0,635.0,587.0,92.4,73.9,2 (0),68.0,13.0,13.0,42.0,7.3,14.0,0.0,336.0,323.0,96.1,77.4,47.0,9.0,4.0,34.0,9.2,19.0,0.0
8.0,Fletcher Cox,#91,DI,16.0,510.0,510.0,100.0,72.2,2 (0),49.0,8.0,13.0,28.0,5.9,11.3,2.0,261.0,261.0,100.0,69.3,34.0,6.0,10.0,18.0,8.2,12.7,1.0
9.0,Josh Sweat,#94,ED,18.0,621.0,597.0,96.1,72.1,6 (0),70.0,8.0,16.0,46.0,6.9,14.2,1.0,327.0,322.0,98.5,77.6,54.0,5.0,12.0,37.0,9.6,20.6,0.0
10.0,Bradley Roby,#33,CB,10.0,260.0,6.0,2.3,68.2,0 (0),2.0,0.0,1.0,1.0,16.7,16.7,0.0,126.0,4.0,3.2,73.7,2.0,0.0,1.0,1.0,25.0,25.0,0.0
11.0,Christian Elliss,#53,LB,6.0,76.0,9.0,11.8,67.4,0 (0),3.0,0.0,0.0,3.0,16.7,22.2,0.0,36.0,5.0,13.9,75.1,2.0,0.0,0.0,2.0,20.0,40.0,0.0
12.0,Jordan Davis,#90,DI,18.0,304.0,304.0,100.0,66.5,0 (0),18.0,4.0,1.0,13.0,3.8,6.9,1.0,105.0,105.0,100.0,74.9,11.0,3.0,1.0,7.0,7.1,12.2,0.0
