Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Jalen Hurts,#01,QB,18.0,661.0,573.0,377.0,65.8,"4,108",7.2,24.0,15.0,86.7,83.9,76.7,66.5,29.0,4.8,16.0,2.3,8.9,75.8,18.0,4.6,8.0,6.0,38.0,270.0,39.0,14.4,3.11,47.0,211.0,89.8,7 (0)
Kenneth Gainwell,#14,HB,1.0,1.0,1.0,1.0,100.0,17,17.0,0.0,0.0,55.3,69.7,52.4,29.3,0.0,0.0,0.0,0.0,17.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.6,0.0,1.0,118.8,0 (0)
Braden Mann,#10,P,1.0,1.0,1.0,1.0,100.0,28,28.0,0.0,0.0,73.1,68.8,-,60.4,0.0,0.0,0.0,0.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.2,0.0,1.0,118.8,0 (0)
Marcus Mariota,#08,QB,2.0,29.0,23.0,15.0,65.2,164,7.1,1.0,1.0,66.3,55.6,80.7,27.4,1.0,4.3,2.0,6.9,8.1,71.4,0.0,0.0,2.0,0.0,0.0,9.0,3.0,33.3,3.01,3.0,12.0,82.5,1 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
