player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Jalen Hurts,2023,5,255.0,51.0,179.304,0.227,289.710854,57.942171,203.711039,00-0036389,2023,PHI,QB,QB,1.0,1998-08-07,PHI,53.0,25.0
Marcus Mariota,2023,1,5.0,5.0,5.0,0.022,5.680605,5.680605,5.680605,00-0032268,2023,PHI,QB,QB,8.0,1993-10-30,TEN,2.0,30.0
Tanner McKee,2023,4,4.02652,1.00663,0.18652,0.004,4.574614,1.143653,0.211909,00-0038400,2023,PHI,QB,QB,19.0,2000-04-27,PHI,188.0,23.0
Rashaad Penny,2023,1,1.35,1.35,0.6,0.006,1.533763,1.533763,0.681673,00-0034750,2023,PHI,RB,RB,23.0,1996-02-02,SEA,27.0,28.0
D'Andre Swift,2020,4,8.538918,2.13473,6.306374,0.011,11.003227,2.750807,8.126377,00-0036275,2023,PHI,RB,RB,0.0,1999-01-14,DET,35.0,25.0
Boston Scott,2023,1,2.0,2.0,1.08,0.009,2.272242,2.272242,1.227011,00-0034414,2023,PHI,RB,RB,35.0,1995-04-27,NO,201.0,28.0
Kenneth Gainwell,2021,4,3.815524,0.953881,0.335524,0.005,5.339643,1.334911,0.46955,00-0036919,2023,PHI,RB,RB,14.0,1999-03-14,PHI,150.0,25.0
Kennedy Brooks,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,00-0037131,2023,PHI,RB,RB,34.0,,,,
A.J. Brown,2022,4,100.0,25.0,57.220471,0.12,122.670509,30.667627,70.192643,00-0035676,2023,PHI,WR,WR,11.0,1997-06-30,TEN,51.0,26.0
Julio Jones,2023,1,1.567,1.567,0.0,0.007,1.780302,1.780302,0.0,00-0027944,2023,PHI,WR,WR,80.0,1989-02-08,ATL,6.0,35.0
DeVonta Smith,2021,4,20.141392,5.035348,20.141392,0.028,28.186912,7.046728,28.186912,00-0036912,2023,PHI,WR,WR,6.0,1998-11-14,PHI,10.0,25.0
Olamide Zaccheaus,2023,1,1.2325,1.2325,0.65,0.005,1.400269,1.400269,0.738479,00-0035208,2023,PHI,WR,WR,13.0,1997-07-23,,,26.0
Greg Ward,2023,1,1.01,1.01,0.0,0.004,1.147482,1.147482,0.0,00-0033733,2023,PHI,WR,WR,84.0,1995-07-12,,,28.0
