player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Eric Garror,2023,3,2.695,0.898333,0.0,0.004,3.061846,1.020615,0.0,00-0038961,2023,TEN,DB,CB,33.0,2000-03-31,,,24.0
Shyheim Carter,2023,2,1.655,0.8325,0.0,0.004,1.88028,0.945821,0.0,00-0036147,2023,TEN,DB,FS,28.0,1997-12-15,,,26.0
Dane Cruikshank,2023,1,0.2898,0.2898,0.0,0.001,0.329248,0.329248,0.0,00-0034389,2023,TEN,DB,SS,29.0,1995-04-27,TEN,152.0,28.0
Amani Hooker,2022,3,30.0,10.0,19.5,0.048,36.801153,12.267051,23.920749,00-0035632,2023,TEN,DB,FS,37.0,1998-06-14,TEN,116.0,25.0
Terrell Edmunds,2023,1,2.0,2.0,0.6,0.009,2.272242,2.272242,0.681673,00-0034858,2023,TEN,DB,FS,38.0,1997-01-20,PIT,28.0,27.0
K'Von Wallace,2020,4,4.001112,1.000278,0.706112,0.005,5.155822,1.288956,0.909894,00-0036395,2023,TEN,DB,FS,35.0,1997-07-25,PHI,127.0,26.0
Mike Brown,2022,3,2.575,0.858333,0.05,0.004,3.158766,1.052921,0.061335,00-0037493,2023,TEN,DB,FS,44.0,1999-04-07,,,25.0
Matt Jackson,2023,3,2.696,0.898666,0.001,0.004,3.062982,1.020993,0.001136,00-0038845,2023,TEN,DB,SS,39.0,1998-11-09,,,25.0
Nick Folk,2022,2,5.0,2.5,2.19,0.012,6.133525,3.066763,2.686484,00-0025565,2023,TEN,K,K,6.0,1984-11-05,DAL,178.0,39.0
Ryan Stonehouse,2022,3,2.57,0.856667,0.01,0.004,3.152632,1.050878,0.012267,00-0037607,2023,TEN,P,P,4.0,1999-05-11,,,24.0
Ty Zentner,2023,3,2.71,0.903333,0.115,0.004,3.078888,1.026296,0.130654,00-0038490,2023,TEN,P,P,13.0,1998-06-07,,,25.0
Morgan Cox,2023,1,1.3175,1.3175,1.0025,0.006,1.496839,1.496839,1.138961,00-0027557,2023,TEN,LS,LS,46.0,1986-04-26,,,37.0
Thomas Odukoya,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,,2023,TEN,TE,TE,89.0,1997-05-05,,,26.0
