Player,JerseyNumber,Position,GamesPlayed,KickoffsGrade,KickoffsTotal,KickoffsYardsPerAttempt,KickoffsAverageFieldPosition,KickoffsOnsideAttempts,KickoffsReturnPercentage,KickoffsReturned,KickoffsYardsAllowed,KickoffsYardsPerReturnAllowed,KickoffsTouchbacks,KickoffsFairCatches,KickoffsHangtimeAverage,KickoffsHangtimeAverage.1
Nick Folk,#06,K,14.0,76.2,62.0,64.7,25.7,2.0,46.8,29.0,621.0,21.4,32.0,1.0,58.0,3.78
Ty Zentner,#13,P,3.0,60.6,10.0,64.7,26.9,0.0,80.0,8.0,194.0,24.3,2.0,0.0,10.0,3.92
,,,,,,,,,,,,,,,,
