OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
1.0,Tyjae Spears,#32,HB,17.0,558,134,24.0,49.0,85.0,77.0,48.1,79.6,77.0,20.5,1.0,2.0,3.0,6.0,95.5,1 (0),0.0,0.0,0,0.0,0.0,16.0
1.0,Nick Westbrook-Ikhine,#15,WR,14.0,611,259,42.4,249.0,10.0,59.4,44.6,79.6,10.0,3.0,0.0,0.0,0.0,0.0,100.0,3 (1),0.0,0.0,0,0.0,0.0,1.0
3.0,Derrick Henry,#22,HB,17.0,556,77,13.8,30.0,47.0,90.1,58.0,79.1,45.0,20.2,1.0,0.0,0.0,1.0,97.8,0 (0),0.0,0.0,0,0.0,0.0,0.0
4.0,Josh Whyle,#81,TE,11.0,157,97,61.8,74.0,23.0,62.0,38.0,79.0,21.0,26.9,0.0,0.0,1.0,1.0,97.6,1 (0),0.0,0.0,0,0.0,0.0,92.0
5.0,Calvin Throckmorton,#72,G,2.0,56,56,100.0,24.0,32.0,41.2,40.4,76.4,31.0,100.0,0.0,1.0,1.0,2.0,96.8,1 (0),0.0,2.0,0,54.0,0.0,0.0
6.0,Treylon Burks,#16,WR,11.0,442,153,34.6,151.0,2.0,52.4,50.5,74.6,2.0,0.7,0.0,0.0,0.0,0.0,100.0,4 (2),0.0,0.0,0,0.0,0.0,0.0
7.0,Corey Levin,#62,C,3.0,9,8,88.9,6.0,2.0,48.8,50.5,74.1,2.0,66.7,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,7.0,0,0.0,0.0,2.0
8.0,Chris Moore,#11,WR,17.0,597,267,44.7,265.0,2.0,64.9,54.9,73.6,1.0,0.3,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0,0.0,0.0,1.0
9.0,Julius Chestnut,#36,HB,2.0,7,3,42.9,1.0,2.0,59.3,60.0,70.6,2.0,40.0,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0,0.0,0.0,0.0
10.0,Andrew Rupcich,#76,G,4.0,208,208,100.0,78.0,130.0,58.4,54.9,68.6,122.0,100.0,1.0,1.0,3.0,5.0,97.5,1 (0),0.0,0.0,0,208.0,0.0,0.0
11.0,Chris Hubbard,#66,T,9.0,473,473,100.0,181.0,292.0,68.2,62.7,67.8,268.0,100.0,4.0,4.0,10.0,18.0,95.9,0 (0),0.0,0.0,0,0.0,472.0,1.0
12.0,Daniel Brunskill,#60,G,14.0,768,768,100.0,319.0,449.0,67.1,62.5,67.7,414.0,100.0,2.0,5.0,19.0,26.0,96.6,1 (0),0.0,0.0,0,768.0,0.0,0.0
13.0,Jeffery Simmons,#98,DI,4.0,6,5,83.3,4.0,1.0,80.5,54.5,64.9,1.0,50.0,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0,0.0,0.0,2.0
14.0,Chigoziem Okonkwo,#85,TE,17.0,693,262,37.8,216.0,46.0,62.1,57.9,63.9,42.0,9.5,0.0,0.0,1.0,1.0,98.8,5 (1),0.0,0.0,0,0.0,1.0,265.0
15.0,Peter Skoronski,#77,G,14.0,863,863,100.0,342.0,521.0,61.6,58.6,63.5,483.0,100.0,5.0,7.0,20.0,32.0,96.2,1 (0),0.0,862.0,0,0.0,0.0,0.0
16.0,DeAndre Hopkins,#10,WR,17.0,758,215,28.4,214.0,1.0,81.0,54.5,62.3,1.0,0.2,0.0,0.0,0.0,0.0,100.0,4 (0),0.0,0.0,0,0.0,0.0,0.0
17.0,Trevon Wesco,#88,TE,15.0,423,374,88.4,266.0,108.0,48.9,55.5,61.2,98.0,67.6,0.0,1.0,6.0,7.0,96.4,3 (0),0.0,0.0,0,0.0,1.0,390.0
18.0,Ryan Tannehill,#17,QB,9.0,499,197,39.5,196.0,1.0,68.7,60.7,60.9,1.0,0.4,0.0,0.0,0.0,0.0,100.0,1 (0),0.0,0.0,0,0.0,0.0,0.0
19.0,Dillon Radunz,#75,T,13.0,774,774,100.0,319.0,455.0,67.2,78.7,59.7,427.0,100.0,5.0,5.0,26.0,36.0,95.2,11 (0),85.0,166.0,0,19.0,504.0,0.0
20.0,Aaron Brewer,#55,C,17.0,"1,050","1,050",100.0,428.0,622.0,71.6,78.7,52.5,577.0,100.0,6.0,7.0,21.0,34.0,96.5,5 (0),0.0,0.0,"1,049",0.0,0.0,0.0
21.0,Kevin Rader,#86,TE,14.0,147,115,78.2,92.0,23.0,35.6,44.3,50.1,20.0,38.5,0.0,0.0,2.0,2.0,95.0,0 (0),0.0,0.0,0,0.0,0.0,111.0
22.0,John Ojukwu,#61,T,3.0,66,61,92.4,48.0,13.0,64.4,65.4,50.0,11.0,68.8,1.0,1.0,1.0,3.0,81.8,0 (0),1.0,0.0,0,0.0,0.0,65.0
23.0,Andre Dillard,#71,T,12.0,562,562,100.0,231.0,331.0,51.0,56.6,47.4,305.0,100.0,12.0,9.0,20.0,41.0,91.3,5 (0),562.0,0.0,0,0.0,0.0,0.0
24.0,Jaelyn Duncan,#79,T,8.0,364,364,100.0,157.0,207.0,32.9,41.5,29.2,196.0,100.0,9.0,10.0,17.0,36.0,88.5,4 (0),339.0,0.0,0,0.0,18.0,7.0
25.0,Nicholas Petit-Frere,#78,T,3.0,117,117,100.0,51.0,66.0,35.5,55.4,27.8,57.0,100.0,3.0,5.0,3.0,11.0,87.7,4 (1),62.0,0.0,0,0.0,53.0,2.0
26.0,Xavier Newman,#67,G,1.0,12,12,100.0,7.0,5.0,52.4,72.1,16.9,5.0,100.0,1.0,0.0,0.0,1.0,80.0,1 (0),0.0,12.0,0,0.0,0.0,0.0
27.0,Jack Gibbens,#50,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,JoJo Domann,#47,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Luke Gifford,#57,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Otis Reese IV,#41,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Ryan Stonehouse,#04,P,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Kendall Sheffield,#36,CB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Garret Wallow,#54,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Mike Brown,#44,S,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Rashad Weaver,#99,ED,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Matthew Jackson,#39,S,2.0,2,2,100.0,2.0,0.0,60.0,60.3,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Morgan Cox,#46,LS,2.0,2,2,100.0,2.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Malik Willis,#07,QB,3.0,22,4,18.2,4.0,0.0,45.9,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Jonathan Ward,#20,HB,4.0,11,8,72.7,8.0,0.0,64.2,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Kyle Philips,#18,WR,9.0,133,15,11.3,15.0,0.0,72.8,59.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,1.0
27.0,Mason Kinsey,#12,WR,6.0,25,19,76.0,19.0,0.0,56.9,53.3,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Colton Dowell,#14,WR,9.0,51,33,64.7,33.0,0.0,54.4,54.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
27.0,Will Levis,#08,QB,9.0,528,200,37.9,200.0,0.0,63.7,60.8,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0.0,0.0,0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
