KICK-RETURNING_2023_KICK-RETURNING_2023_Rank,KICK-RETURNING_2023_KICK-RETURNING_2023_Player,KICK-RETURNING_2023_KICK-RETURNING_2023_JerseyNumber,KICK-RETURNING_2023_KICK-RETURNING_2023_Position,KICK-RETURNING_2023_KICK-RETURNING_2023_GamesPlayed,KICK-RETURNING_2023_KICK-RETURNING_2023_KickReturnsTotal,KICK-RETURNING_2023_KICK-RETURNING_2023_KickReturnsTotalGrade,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsTotal,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsTotalYards,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsTotalYards.1,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsLongestReturn,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsYardsPerAttempt,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsTouchdowns,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsFairCatches,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsMuffed,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotal,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalReturns,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalYards,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalFairCatches,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalLongestReturn,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalYardsPerAttempt,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalTouchdowns,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalMuffed
1.0,Mason Kinsey,#12,WR,6.0,64.7,11.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,66.3,11.0,100.0,6.0,21.0,9.1,0.0,0.0
2.0,Kearis Jackson,#05,WR,2.0,60.4,6.0,56.2,0.0,0.0,0.0,,0.0,0.0,0.0,64.9,6.0,48.0,3.0,14.0,8.0,0.0,0.0
3.0,Corey Levin,#62,C,16.0,59.9,0.0,59.9,0.0,0.0,0.0,,0.0,1.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
4.0,Tyjae Spears,#32,HB,17.0,58.5,13.0,58.7,13.0,270.0,33.0,20.8,0.0,6.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
5.0,Chris Moore,#11,WR,17.0,53.5,4.0,54.1,4.0,89.0,26.0,22.3,0.0,7.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
6.0,Eric Garror,#33,CB,12.0,47.2,21.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,43.0,21.0,159.0,5.0,15.0,7.6,0.0,1.0
7.0,Kyle Philips,#18,WR,9.0,40.2,5.0,59.9,1.0,13.0,13.0,13.0,0.0,0.0,0.0,33.3,4.0,23.0,0.0,12.0,5.8,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,
