Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
D'Wayne Eskridge,#01,WR,4.0,66.5,8.0,65.9,8.0,224.0,66.0,28.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Jake Bobo,#19,WR,17.0,61.2,1.0,61.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Colby Parkinson,#84,TE,17.0,59.9,1.0,59.9,1.0,16.0,16.0,16.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
DeeJay Dallas,#31,HB,17.0,57.1,42.0,61.2,17.0,440.0,34.0,25.9,0.0,0.0,0.0,53.7,25.0,265.0,16.0,32.0,10.6,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,
