Player,JerseyNumber,Position,GamesPlayed,RushingTotalSnaps,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingFumbles,RushingOverallGrade,RushingGrade,RushingFumbles.1,RushingRunBlockingGrade,RushingYardsAfterContact,RushingYardsAfterContactPerAttempt,RushingMissedTacklesForced,RushingLongestRush,Rushing10PlusYardRuns,RushingYardsInZoneScheme,RushingYardsInGapScheme,RushingScrambles,RushingScrambleYards,RushingDesignedYards,Rushing15PlusYardRuns,RushingBreakawayYards,RushingBreakawayPercentage,RushingFirstDowns,RushingPenalties,RushingReceivingGrade,RushingPassBlockingGrade,RushingTargets,RushingReceptions,RushingReceivingYards,RushingReceivingSnaps,RushingYardsPerRouteRun,RushingDrops,RushingElusiveRating
Kenneth Walker III,#09,HB,15.0,234.0,219.0,900.0,4.1,8.0,1.0,83.5,85.3,86.0,58.7,637.0,2.91,56.0,45.0,24.0,141.0,63.0,0.0,0.0,900.0,10.0,252.0,28.0,46.0,2 (0),71.0,40.7,33.0,29.0,259.0,200.0,1.3,2.0,88.0
Zach Charbonnet,#26,HB,16.0,124.0,108.0,462.0,4.3,1.0,0.0,69.8,74.4,89.5,27.3,320.0,2.96,17.0,23.0,16.0,70.0,32.0,0.0,0.0,462.0,5.0,102.0,22.1,32.0,2 (1),63.2,61.1,40.0,33.0,209.0,276.0,0.76,2.0,46.2
DeeJay Dallas,#31,HB,11.0,16.0,10.0,36.0,3.6,0.0,0.0,63.8,66.6,62.7,55.6,18.0,1.8,1.0,8.0,0.0,4.0,5.0,0.0,0.0,36.0,0.0,0.0,0.0,2.0,0 (0),65.3,49.9,7.0,6.0,26.0,49.0,0.53,0.0,22.5
Jake Bobo,#19,WR,17.0,143.0,1.0,3.0,3.0,1.0,0.0,73.5,63.8,75.5,77.6,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1 (0),70.7,59.8,24.0,19.0,196.0,150.0,1.31,1.0,10.0
Geno Smith,#07,QB,15.0,308.0,37.0,155.0,4.2,1.0,5.0,82.9,62.8,68.8,60.5,46.0,1.24,4.0,25.0,6.0,0.0,1.0,20.0,156.0,-1.0,0.0,0.0,0.0,10.0,6 (0),58.9,-,1.0,1.0,-2.0,1.0,-2.0,0.0,0.0
D'Wayne Eskridge,#01,WR,3.0,11.0,2.0,5.0,2.5,0.0,0.0,60.4,59.5,75.1,82.8,5.0,2.5,0.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0 (0),55.6,-,1.0,0.0,0.0,6.0,0.0,0.0,0.0
Drew Lock,#02,QB,4.0,54.0,5.0,14.0,2.8,0.0,0.0,61.3,56.4,52.5,60.0,11.0,2.2,1.0,11.0,1.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,1.0,3 (0),-,-,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
