Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Artie Burns,#23,CB,8.0,232,66.0,4.0,162.0,66.5,65.4,55.6,76.8,66.6,0.0,0.0,0.0,0.0,1.0,15.0,6.0,4.0,16.0,5.0,0.0,24.0,19.0,79.2,183.0,9.6,111.0,25.0,0.0,0.0,1.0,98.4,1 (0),8.0,16,1,202.0,4.0,0.0,0.0,0.0,8.0
Nick Bellore,#44,LB,7.0,16,11.0,1.0,4.0,65.1,77.0,71.7,58.3,45.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,50.0,8.0,8.0,0.0,8.0,1.0,0.0,0.0,100.0,0 (0),0.0,14,0,1.0,0.0,0.0,0.0,0.0,0.0
Austin Faoliu,#64,DI,2.0,22,16.0,6.0,0.0,64.5,61.0,23.1,65.6,-,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),22.0,0,0,0.0,0.0,10.0,12.0,0.0,0.0
Myles Adams,#95,DI,9.0,87,26.0,61.0,0.0,63.5,36.6,71.1,74.6,63.9,6.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),87.0,0,0,0.0,0.0,8.0,63.0,14.0,2.0
Jarran Reed,#90,DI,16.0,809,322.0,483.0,4.0,63.5,53.0,29.9,70.8,64.3,43.0,7.0,6.0,30.0,2.0,33.0,14.0,9.0,16.1,35.0,1.0,1.0,1.0,100.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,79.2,3 (0),808.0,1,0,0.0,0.0,185.0,498.0,125.0,0.0
Mike Morris,#94,DI,1.0,26,15.0,11.0,0.0,63.4,61.9,25.0,60.7,-,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,33.3,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),26.0,0,0,0.0,0.0,8.0,14.0,4.0,0.0
Tre Brown,#22,CB,15.0,603,223.0,2.0,378.0,62.8,64.0,48.1,80.5,64.1,1.0,1.0,0.0,0.0,0.0,27.0,2.0,6.0,17.1,8.0,2.0,47.0,30.0,63.8,398.0,13.3,120.0,44.0,3.0,2.0,5.0,94.1,9 (1),16.0,22,0,11.0,554.0,0.0,0.0,0.0,16.0
Jake Bobo,#19,WR,2.0,2,1.0,0.0,1.0,62.1,60.0,-,-,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
Brady Russell,#38,TE,2.0,2,1.0,0.0,1.0,62.1,60.0,-,-,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
Dre'Mont Jones,#55,DI,17.0,762,314.0,437.0,11.0,61.7,61.8,67.7,65.1,57.9,43.0,5.0,7.0,31.0,0.0,22.0,18.0,3.0,7.0,15.0,0.0,2.0,2.0,100.0,55.0,27.5,39.0,48.0,1.0,0.0,0.0,158.3,6 (2),759.0,3,0,0.0,0.0,4.0,284.0,128.0,343.0
Kyu Blu Kelly,#28,CB,1.0,1,0.0,0.0,1.0,60.8,-,-,-,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Lance Boykin,#18,CB,1.0,2,2.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0,0,0.0,2.0,0.0,0.0,0.0,0.0
Kenny McIntosh,#25,HB,1.0,1,1.0,0.0,0.0,59.9,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Young,#93,DI,15.0,201,101.0,100.0,0.0,58.8,52.9,28.1,60.9,73.6,3.0,0.0,1.0,2.0,1.0,16.0,3.0,5.0,20.8,12.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),201.0,0,0,0.0,0.0,109.0,91.0,1.0,0.0
Devin Bush,#00,LB,9.0,251,131.0,9.0,111.0,57.5,57.9,76.2,63.6,56.3,0.0,0.0,0.0,0.0,0.0,25.0,8.0,2.0,5.7,12.0,0.0,20.0,16.0,80.0,139.0,8.7,103.0,14.0,0.0,0.0,0.0,95.6,0 (0),11.0,200,0,38.0,1.0,0.0,0.0,0.0,11.0
Jordyn Brooks,#56,LB,16.0,802,347.0,43.0,412.0,57.3,49.3,40.9,85.0,59.9,13.0,6.0,1.0,6.0,0.0,74.0,32.0,21.0,16.5,42.0,1.0,67.0,56.0,83.6,526.0,9.4,412.0,41.0,0.0,1.0,3.0,93.2,2 (1),29.0,695,0,71.0,7.0,0.0,0.0,0.0,29.0
Drake Thomas,#42,LB,3.0,5,3.0,0.0,2.0,55.4,74.3,28.8,-,43.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.3,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,4,0,1.0,0.0,0.0,0.0,0.0,0.0
Quandre Diggs,#06,S,17.0,"1,155",474.0,1.0,680.0,55.1,55.7,47.3,58.8,55.4,0.0,0.0,0.0,0.0,0.0,71.0,23.0,20.0,17.5,17.0,0.0,28.0,20.0,71.4,247.0,12.4,98.0,47.0,1.0,1.0,2.0,95.4,2 (0),6.0,87,"1,020",40.0,2.0,0.0,0.0,0.0,6.0
Jamal Adams,#33,S,9.0,518,201.0,30.0,287.0,54.9,52.8,29.9,85.5,50.7,7.0,0.0,2.0,5.0,1.0,40.0,7.0,15.0,24.2,21.0,0.0,34.0,28.0,82.4,292.0,10.4,190.0,54.0,2.0,0.0,0.0,122.1,1 (1),28.0,208,85,183.0,14.0,0.0,0.0,0.0,28.0
Jerrick Reed II,#32,S,3.0,29,10.0,0.0,19.0,54.8,61.8,46.3,-,53.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,33.3,1.0,0.0,1.0,1.0,100.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,95.8,0 (0),0.0,8,19,2.0,0.0,0.0,0.0,0.0,0.0
Darrell Taylor,#52,ED,17.0,522,196.0,292.0,34.0,50.9,45.2,44.9,58.7,49.0,27.0,6.0,3.0,18.0,1.0,19.0,5.0,6.0,20.0,19.0,1.0,4.0,3.0,75.0,44.0,14.7,33.0,21.0,0.0,0.0,0.0,110.4,1 (0),520.0,0,0,2.0,0.0,0.0,0.0,3.0,517.0
Teez Tabor,#36,S,1.0,12,0.0,0.0,12.0,46.1,-,-,-,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,50.0,15.0,15.0,0.0,15.0,1.0,0.0,0.0,114.6,0 (0),0.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
Derick Hall,#58,ED,17.0,308,146.0,137.0,25.0,44.4,32.7,40.4,57.4,63.5,11.0,0.0,4.0,7.0,1.0,16.0,13.0,4.0,12.1,10.0,0.0,3.0,3.0,100.0,24.0,8.0,14.0,11.0,0.0,0.0,0.0,100.0,0 (0),303.0,0,0,4.0,1.0,0.0,0.0,1.0,302.0
DeeJay Dallas,#31,HB,2.0,2,1.0,0.0,1.0,42.0,62.2,71.4,-,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (1),0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Frank Clark,#57,ED,6.0,142,53.0,85.0,4.0,38.8,41.4,26.8,50.0,34.7,3.0,0.0,0.0,3.0,0.0,4.0,2.0,3.0,33.3,3.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),142.0,0,0,0.0,0.0,0.0,0.0,3.0,139.0
Coby Bryant,#08,S,6.0,147,49.0,7.0,91.0,34.0,28.0,48.4,75.3,38.7,2.0,0.0,1.0,1.0,0.0,12.0,5.0,3.0,15.0,5.0,0.0,15.0,12.0,80.0,107.0,8.9,50.0,16.0,0.0,0.0,0.0,96.4,0 (0),7.0,43,1,86.0,9.0,0.0,0.0,0.0,7.0
Tyreke Smith,#50,ED,1.0,9,6.0,3.0,0.0,33.8,40.5,70.5,55.4,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),9.0,0,0,0.0,0.0,0.0,0.0,0.0,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
