Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Devon Witherspoon,#21,CB,14.0,883,335.0,30.0,518.0,84.1,80.0,62.1,90.8,79.7,10.0,3.0,1.0,6.0,3.0,65.0,15.0,11.0,12.1,28.0,1.0,68.0,39.0,57.4,396.0,10.2,174.0,36.0,4.0,1.0,10.0,87.6,5 (0),21.0,91,2,421.0,348.0,0.0,0.0,0.0,21.0
Bobby Wagner,#54,LB,17.0,"1,170",474.0,81.0,615.0,82.4,91.5,90.2,75.1,60.0,17.0,4.0,2.0,11.0,0.0,130.0,50.0,9.0,4.8,71.0,0.0,60.0,49.0,81.7,515.0,10.5,332.0,30.0,2.0,0.0,3.0,113.5,1 (0),7.0,"1,096",8,57.0,2.0,0.0,0.0,0.0,7.0
Mike Jackson,#30,CB,15.0,474,192.0,3.0,279.0,77.0,71.5,60.1,53.7,76.9,0.0,0.0,0.0,0.0,0.0,30.0,4.0,5.0,12.8,7.0,0.0,32.0,22.0,68.8,262.0,11.9,51.0,34.0,0.0,0.0,4.0,93.5,0 (0),17.0,39,0,7.0,410.0,0.0,0.0,0.0,17.0
Leonard Williams,#99,DI,10.0,524,243.0,281.0,0.0,76.9,70.9,39.3,71.2,69.6,32.0,4.0,7.0,21.0,0.0,24.0,11.0,5.0,12.5,21.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),524.0,0,0,0.0,0.0,39.0,426.0,58.0,1.0
Boye Mafe,#53,ED,16.0,808,336.0,443.0,29.0,73.9,61.3,44.7,77.8,53.5,58.0,9.0,7.0,42.0,4.0,35.0,7.0,9.0,17.6,29.0,1.0,4.0,2.0,50.0,64.0,32.0,42.0,51.0,1.0,0.0,0.0,135.4,2 (0),807.0,1,0,0.0,0.0,0.0,2.0,8.0,797.0
Julian Love,#20,S,17.0,937,388.0,4.0,545.0,72.8,55.2,67.3,90.0,80.4,2.0,0.0,1.0,1.0,0.0,89.0,22.0,14.0,11.2,25.0,2.0,58.0,41.0,70.7,556.0,13.6,227.0,45.0,2.0,4.0,6.0,83.7,3 (1),53.0,312,386,168.0,18.0,0.0,0.0,0.0,53.0
Jon Rhattigan,#59,LB,4.0,21,13.0,1.0,7.0,72.3,70.1,57.1,59.3,65.2,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,11.1,2.0,0.0,3.0,3.0,100.0,28.0,9.3,23.0,13.0,0.0,0.0,0.0,105.6,0 (0),0.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
Uchenna Nwosu,#10,ED,6.0,283,97.0,163.0,23.0,68.5,70.0,28.1,65.7,64.9,14.0,2.0,3.0,9.0,0.0,12.0,2.0,5.0,26.3,13.0,2.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,2 (1),278.0,0,0,4.0,1.0,0.0,0.0,1.0,277.0
Mario Edwards Jr.,#97,DI,15.0,393,168.0,225.0,0.0,68.0,59.8,46.6,78.4,60.0,22.0,2.0,5.0,15.0,1.0,14.0,3.0,4.0,19.0,13.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,4 (1),393.0,0,0,0.0,0.0,34.0,263.0,82.0,14.0
Tariq Woolen,#27,CB,16.0,940,395.0,4.0,541.0,67.1,37.3,38.6,52.0,75.0,1.0,0.0,0.0,1.0,0.0,44.0,8.0,13.0,20.0,14.0,0.0,66.0,41.0,62.1,391.0,9.5,133.0,32.0,3.0,2.0,10.0,81.1,9 (1),38.0,44,2,9.0,846.0,0.0,0.0,0.0,38.0
