RECEIVING_2023_RECEIVING_2023_Rank,RECEIVING_2023_RECEIVING_2023_Player,RECEIVING_2023_RECEIVING_2023_JerseyNumber,RECEIVING_2023_RECEIVING_2023_Position,RECEIVING_2023_RECEIVING_2023_GamesPlayed,RECEIVING_2023_RECEIVING_2023_ReceivingTargets,RECEIVING_2023_RECEIVING_2023_ReceivingReceptions,RECEIVING_2023_RECEIVING_2023_ReceivingReceptionPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYards,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingTouchdowns,RECEIVING_2023_RECEIVING_2023_ReceivingOverallGrade,RECEIVING_2023_RECEIVING_2023_ReceivingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingDrops,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingPassSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingRoutesRun,RECEIVING_2023_RECEIVING_2023_ReceivingTargetPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnapsPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlot,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlotPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWide,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWidePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInline,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInlinePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatch,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatchPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerRouteRun,RECEIVING_2023_RECEIVING_2023_ReceivingAverageDepthOfTarget,RECEIVING_2023_RECEIVING_2023_ReceivingLongestReception,RECEIVING_2023_RECEIVING_2023_ReceivingDrops.1,RECEIVING_2023_RECEIVING_2023_ReceivingDropPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingContestedTargets,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatches,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatchPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingInterceptionsThrownWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles.1,RECEIVING_2023_RECEIVING_2023_ReceivingMissedTacklesForced,RECEIVING_2023_RECEIVING_2023_ReceivingFirstDowns,RECEIVING_2023_RECEIVING_2023_ReceivingPasserRatingWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingPenalties
1.0,D.K. Metcalf,#14,WR,16.0,112.0,66.0,58.9,"1,114",16.9,8.0,80.0,82.3,56.0,81.0,-,585.0,545.0,93.2,0.0,0.0,94.0,16.1,491.0,83.9,0.0,0.0,370.0,5.6,2.04,14.1,73.0,6.0,8.3,31.0,9.0,29.0,4.0,0.0,14.0,52.0,101.6,8 (3)
2.0,Tyler Lockett,#16,WR,17.0,117.0,79.0,67.5,894,11.3,5.0,78.1,77.6,74.6,82.3,-,597.0,556.0,93.1,0.0,0.0,210.0,35.2,384.0,64.3,1.0,0.2,221.0,2.8,1.61,12.0,37.0,4.0,4.8,22.0,8.0,36.4,4.0,0.0,2.0,47.0,90.2,0 (0)
3.0,Kenneth Walker III,#09,HB,15.0,33.0,29.0,87.9,259,8.9,1.0,83.5,71.0,67.5,86.0,40.7,265.0,200.0,75.5,47.0,17.7,26.0,9.8,31.0,11.7,5.0,1.9,321.0,11.1,1.3,-1.8,64.0,2.0,6.5,0.0,0.0,,0.0,0.0,19.0,9.0,109.5,2 (0)
4.0,Jake Bobo,#19,WR,17.0,24.0,19.0,79.2,196,10.3,2.0,73.5,70.7,71.5,75.5,59.8,160.0,150.0,93.8,2.0,1.3,54.0,33.8,101.0,63.1,1.0,0.6,88.0,4.6,1.31,7.3,31.0,1.0,5.0,7.0,5.0,71.4,1.0,0.0,1.0,9.0,111.1,1 (0)
5.0,DeeJay Dallas,#31,HB,10.0,7.0,6.0,85.7,26,4.3,0.0,63.8,65.3,75.6,62.7,49.9,79.0,49.0,62.0,21.0,26.6,4.0,5.1,5.0,6.3,5.0,6.3,29.0,4.8,0.53,-0.1,14.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,82.1,0 (0)
6.0,Noah Fant,#87,TE,17.0,42.0,32.0,76.2,414,12.9,0.0,62.9,64.2,69.0,76.8,72.1,378.0,320.0,84.7,36.0,9.5,143.0,37.8,41.0,10.8,166.0,43.9,182.0,5.7,1.29,7.5,51.0,2.0,5.9,3.0,1.0,33.3,1.0,0.0,5.0,16.0,96.7,4 (0)
7.0,Jaxon Smith-Njigba,#11,WR,17.0,90.0,63.0,70.0,628,10.0,4.0,63.3,63.9,47.1,80.6,65.4,507.0,477.0,94.1,1.0,0.2,350.0,69.0,157.0,31.0,0.0,0.0,370.0,5.9,1.32,6.4,35.0,8.0,11.3,12.0,3.0,25.0,2.0,0.0,6.0,29.0,95.0,1 (0)
8.0,Zach Charbonnet,#26,HB,16.0,40.0,33.0,82.5,209,6.3,0.0,69.8,63.2,78.9,89.5,61.1,351.0,276.0,78.6,65.0,18.5,22.0,6.3,22.0,6.3,7.0,2.0,251.0,7.6,0.76,-1.0,39.0,2.0,5.7,2.0,1.0,50.0,0.0,0.0,5.0,7.0,88.4,2 (1)
9.0,Will Dissly,#89,TE,16.0,19.0,17.0,89.5,172,10.1,1.0,71.3,60.3,67.7,73.6,83.5,191.0,145.0,75.9,42.0,22.0,29.0,15.2,6.0,3.1,132.0,69.1,128.0,7.5,1.19,3.1,21.0,1.0,5.6,1.0,1.0,100.0,0.0,0.0,7.0,8.0,121.9,3 (0)
10.0,Geno Smith,#07,QB,15.0,1.0,1.0,100.0,-2,-2.0,0.0,82.9,58.9,-,68.8,-,592.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,-10.0,-10.0,-2.0,8.0,-2.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,79.2,6 (0)
11.0,Cody Thompson,#13,WR,6.0,1.0,1.0,100.0,10,10.0,0.0,56.2,55.8,64.7,61.2,-,7.0,7.0,100.0,0.0,0.0,1.0,14.3,6.0,85.7,0.0,0.0,3.0,3.0,1.43,7.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,108.3,0 (0)
